cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_agg_v1_M,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,sd_le_agg_v1_F,sd_le_raceadj_v1_F,sd_le_agg_v2_F,sd_le_raceadj_v2_F,sd_le_agg_v3_F,sd_le_raceadj_v3_F,sd_le_agg_v4_F,sd_le_raceadj_v4_F,sd_le_agg_v5_F,sd_le_raceadj_v5_F,sd_le_agg_v6_F,sd_le_raceadj_v6_F,sd_le_agg_v7_F,sd_le_raceadj_v7_F,sd_le_agg_v8_F,sd_le_raceadj_v8_F,sd_le_agg_v9_F,sd_le_raceadj_v9_F,sd_le_agg_v10_F,sd_le_raceadj_v10_F,sd_le_agg_v11_F,sd_le_raceadj_v11_F,sd_le_agg_v12_F,sd_le_raceadj_v12_F,sd_le_agg_v13_F,sd_le_raceadj_v13_F,sd_le_agg_v14_F,sd_le_raceadj_v14_F,sd_le_agg_v15_F,sd_le_raceadj_v15_F,sd_le_agg_v16_F,sd_le_raceadj_v16_F,sd_le_agg_v17_F,sd_le_raceadj_v17_F,sd_le_agg_v18_F,sd_le_raceadj_v18_F,sd_le_agg_v19_F,sd_le_raceadj_v19_F,sd_le_agg_v20_F,sd_le_raceadj_v20_F,sd_le_agg_v1_M,sd_le_raceadj_v1_M,sd_le_agg_v2_M,sd_le_raceadj_v2_M,sd_le_agg_v3_M,sd_le_raceadj_v3_M,sd_le_agg_v4_M,sd_le_raceadj_v4_M,sd_le_agg_v5_M,sd_le_raceadj_v5_M,sd_le_agg_v6_M,sd_le_raceadj_v6_M,sd_le_agg_v7_M,sd_le_raceadj_v7_M,sd_le_agg_v8_M,sd_le_raceadj_v8_M,sd_le_agg_v9_M,sd_le_raceadj_v9_M,sd_le_agg_v10_M,sd_le_raceadj_v10_M,sd_le_agg_v11_M,sd_le_raceadj_v11_M,sd_le_agg_v12_M,sd_le_raceadj_v12_M,sd_le_agg_v13_M,sd_le_raceadj_v13_M,sd_le_agg_v14_M,sd_le_raceadj_v14_M,sd_le_agg_v15_M,sd_le_raceadj_v15_M,sd_le_agg_v16_M,sd_le_raceadj_v16_M,sd_le_agg_v17_M,sd_le_raceadj_v17_M,sd_le_agg_v18_M,sd_le_raceadj_v18_M,sd_le_agg_v19_M,sd_le_raceadj_v19_M,sd_le_agg_v20_M,sd_le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
12901,"Lexington",525970,21,"Kentucky","KY",78.76529,79.45364,78.80775,79.47775,79.48211,80.11491,81.22615,81.87514,80.67019,81.32351,82.75246,83.32066,82.59606,83.16358,82.42736,83.00702,82.73328,83.28258,84.54514,84.993,83.73214,84.14461,85.75471,86.04196,84.3019,84.66636,84.84148,85.20153,86.96034,87.24281,87.74922,88.00712,87.20869,87.48497,87.10854,87.3843,89.80175,89.94478,87.77579,88.0364,72.91033,73.60309,74.57927,75.21542,74.63853,75.27917,75.94435,76.62006,76.24561,76.87632,77.86688,78.45734,79.40282,79.93277,78.78535,79.34191,79.69763,80.23718,82.16499,82.63084,81.69323,82.08595,80.39477,80.76456,81.37178,81.77379,82.93684,83.31451,82.81603,83.19522,85.05426,85.36218,85.0142,85.3146,85.03329,85.33195,86.16724,86.42264,85.81707,86.12047,.7077551,.6862177,.6844422,.6673893,.7261879,.7062906,.7936243,.7594119,.7642224,.7399184,.7596075,.7276129,.7816843,.7491878,.827223,.7954889,.838708,.8071549,.816867,.7788966,.8512217,.818767,.8288624,.7978304,.8743143,.8426167,.9110107,.8750759,.8753112,.8352636,.8553622,.8141413,.9007916,.8586709,1.009938,.9703926,.7564949,.7255992,1.010048,.962742,.5405021,.5355894,.5945525,.5893568,.5442019,.5462735,.5911916,.5854619,.597188,.5932743,.6392201,.6295821,.6652467,.6488858,.6748847,.6621648,.7177041,.7060866,.7542953,.7301366,.7557026,.7346002,.7761567,.762155,.8199587,.8016423,.8079695,.7809789,.9008536,.8770303,.9274744,.8928065,.8721389,.838402,.9736629,.9379732,.8512532,.8165866,.942498,.9008078,58416,57651,59869,64556,67276,68689,69183,70746,71016,68871,68877,69644,69703,69838,69502,68001,66766,62572,57241,53097,54093,53708,56075,59749,61823,61982,62699,63240,62460,62871,64372,66276,67457,67765,66625,65602,64271,59636,54258,51178
13101,"Louisville",1100767,21,"Kentucky","KY",76.71774,77.6965,78.55563,79.40672,80.09671,80.78291,80.884,81.47929,81.73053,82.38984,81.74309,82.33286,82.8738,83.37158,83.94678,84.47212,84.01553,84.49532,84.25326,84.71641,84.27026,84.7552,85.07575,85.48643,85.28202,85.65653,85.19181,85.55946,87.26775,87.56373,86.8941,87.23625,86.64237,86.99456,87.1796,87.47849,88.51373,88.77843,88.30668,88.50734,71.34637,72.34998,72.62125,73.516,73.86876,74.63739,75.01625,75.68102,76.23157,76.93491,77.37834,77.98269,78.47704,79.02884,79.72037,80.29994,79.6613,80.20249,81.26398,81.75422,80.52774,81.06273,81.82215,82.2922,81.38895,81.83235,83.03857,83.42598,83.54018,83.93137,84.37405,84.76218,83.69855,84.09399,84.91735,85.25725,84.89936,85.27036,85.57271,85.84679,.4514747,.445986,.4585917,.4475753,.5198812,.5092728,.5032304,.4895502,.4915653,.4737501,.5132929,.5000184,.4855103,.4725046,.4802378,.4590773,.5006359,.480886,.5154445,.4913012,.5674856,.541904,.5518788,.527259,.6104047,.5893696,.6289766,.6067834,.5517327,.5261214,.5861456,.5596022,.6629648,.6317538,.7157655,.6817603,.6625794,.6322173,.6841924,.6531051,.3250039,.3362299,.3512598,.355795,.3547528,.3592322,.3843885,.3898795,.3689097,.3757339,.4000792,.4007113,.4232895,.4214844,.4476866,.4410756,.4607067,.4524715,.4715802,.4593726,.4864595,.4789252,.5237986,.510307,.5271997,.5178675,.5256664,.5130318,.5654006,.5486072,.5811316,.5598119,.6049445,.5835524,.6871453,.6647639,.6958941,.6705464,.6843889,.6537975,123515,118648,126133,144421,159235,161424,158342,154397,150791,152502,155968,158421,157317,156001,152984,151390,146423,135423,124486,124425,122623,115604,118972,133614,142224,144483,143680,142612,142398,145529,148430,149532,150290,149441,147521,145305,138944,128644,119699,119599
13400,"Lima",260393,39,"Ohio","OH",77.39167,77.85897,79.40086,79.83212,79.79723,80.34036,82.83423,83.1935,81.2232,81.74343,82.28366,82.82996,82.62954,83.14953,84.24372,84.68633,83.69582,84.20618,85.29392,85.68169,86.35141,86.69957,86.97835,87.28433,86.80896,87.14399,86.93452,87.26841,86.72241,87.07851,87.31012,87.66915,86.48769,86.87163,88.00693,88.31452,81.12883,81.24654,85.00095,85.32693,71.18563,71.70518,71.25483,71.76768,75.06133,75.63779,75.1748,75.62206,76.85298,77.34807,77.88159,78.42193,79.57127,80.07388,81.34949,81.79296,81.16164,81.65448,81.53646,81.99014,82.30013,82.70064,84.29906,84.6637,82.56899,82.98583,82.61101,83.02602,82.87215,83.30392,86.43517,86.72688,85.55967,85.90604,85.88428,86.18195,86.109,86.22654,83.4386,83.84083,1.045165,1.019785,1.118462,1.091597,1.06776,1.040083,1.006576,.9671553,1.051125,1.014495,1.041302,1.003619,1.038955,1.002987,1.046656,.9957061,1.081708,1.034964,1.00263,.9524147,1.055336,1.008786,1.010925,.9601825,1.161911,1.102123,1.175337,1.111441,1.262758,1.198544,1.411856,1.332281,1.657246,1.577632,1.978713,1.884122,1.972548,1.94577,2.246628,2.176016,.7052037,.7067578,.6937288,.6990746,.8485685,.8502041,.7383156,.7317105,.7745718,.763492,.7873765,.7829072,.8408759,.8223518,.8883111,.8649954,.940744,.9121714,.9727709,.950643,.9653493,.9393938,1.007518,.9699368,1.103386,1.072699,1.189417,1.154814,1.269384,1.23349,1.211858,1.156635,1.565817,1.505612,1.679523,1.619668,1.795861,1.758808,2.283685,2.236725,21850,22798,27088,31813,34946,37804,38905,38703,38923,39889,40158,39847,40064,38815,36470,31777,24120,17857,13547,12823,20159,20050,22287,26558,32850,40143,44390,44213,42938,41664,41415,41314,40815,38200,34260,28764,21758,16118,12864,12058
13501,"Toledo",834343,39,"Ohio","OH",77.46696,78.35937,78.9847,79.71043,80.37755,80.76514,80.32401,80.8057,82.78114,83.22391,82.18526,82.67686,83.33293,83.7825,84.01427,84.41496,84.56744,84.91794,84.53859,84.91096,85.50246,85.82467,84.35516,84.71732,85.58849,85.95318,85.09705,85.51015,84.73505,85.17061,86.41689,86.76855,87.19927,87.50251,87.07905,87.38401,87.50374,87.70573,88.43482,88.52174,71.25246,72.15768,73.72679,74.46301,73.66385,74.10477,75.57518,76.06783,76.57285,77.09339,77.63893,78.1277,78.60022,79.06788,79.27252,79.72056,79.37293,79.7981,81.18819,81.58287,80.55846,80.96694,82.67561,83.00389,82.49753,82.88,81.72962,82.15337,82.5287,82.94366,83.79529,84.17206,83.10351,83.49134,85.14865,85.44575,84.07205,84.36459,86.07105,86.24339,.5474626,.537635,.60452,.5886997,.6224849,.6074651,.6277502,.6134468,.6459263,.6219227,.6376027,.6169512,.633043,.6095558,.5932722,.5671918,.6094027,.5850184,.6508815,.62489,.6107724,.5841592,.6774703,.6517929,.6747706,.6447234,.7229568,.6905323,.7543246,.7228478,.689302,.6590775,.7045133,.671948,.7742339,.7414876,.8168892,.7843097,.9008546,.8773006,.4162752,.425662,.4533654,.4541119,.4777185,.4765826,.4991058,.4996155,.459638,.4569122,.4830433,.4784473,.4961069,.4892255,.5124172,.5059522,.5142524,.5065261,.5491946,.5341734,.5590828,.5489017,.5704414,.5562007,.5853974,.5727449,.5843703,.572579,.6491479,.6362244,.6413091,.621987,.6820269,.6640028,.6847264,.6584119,.7867021,.7625734,.9469213,.9188371,83493,80742,84889,92074,100189,106483,111122,111676,109883,112052,115031,116284,118220,118864,119855,118109,109147,94818,75445,63009,76521,71743,72541,76413,83113,96181,105827,106836,107710,112070,116354,119840,123596,123728,123041,116835,105923,89852,70651,59650
13600,"South Bend",657906,18,"Indiana","IN",77.28619,78.15588,79.51362,80.30289,79.57578,80.34396,81.62482,82.0487,81.85388,82.30734,83.5994,84.04723,83.13868,83.57684,82.42779,82.92764,82.2365,82.7278,83.90227,84.34142,83.77873,84.25658,84.44369,84.86939,85.64784,85.99242,86.46782,86.76467,85.95927,86.32812,87.22826,87.57343,86.83993,87.193,86.65288,86.9935,86.90043,87.07593,87.32649,87.38303,72.19291,73.06126,73.73831,74.54596,73.82207,74.57211,75.21549,75.74558,76.03655,76.52688,78.0735,78.57619,77.78175,78.26733,79.53516,80.00768,80.45432,80.89161,81.18626,81.6272,81.39649,81.8467,81.84647,82.26995,83.73131,84.05936,83.82204,84.14917,82.53893,82.94588,83.60084,84.01147,83.96505,84.35285,85.55348,85.84626,86.24259,86.43104,83.94451,84.1345,.559655,.548573,.6384032,.6208978,.6671406,.6507308,.6746726,.6577257,.6591282,.6391231,.6308948,.6055612,.6760736,.649403,.6761541,.6504295,.713765,.6882827,.6742206,.6424472,.7589703,.7292286,.747067,.7141818,.7257286,.6965714,.7186081,.6877868,.8192653,.78036,.8540791,.8104411,.9353158,.8867512,1.032462,.9849005,1.043141,1.009019,1.192513,1.166228,.4657037,.4677169,.4797052,.4828565,.4716618,.4808639,.5036208,.5030315,.4830752,.4843225,.5423184,.5330641,.5229265,.5155915,.5656211,.5539914,.6082826,.5965396,.5735968,.5613766,.5949195,.5799889,.6224383,.6086013,.6430351,.6209496,.7006503,.6809462,.7177101,.699223,.7876551,.7622049,.8191984,.7922053,.8503198,.8182114,.8264368,.8005372,1.118555,1.094383,73697,73561,74900,82211,87895,87661,83728,81896,82962,86926,91370,91904,92471,90603,86824,81327,73320,62328,51087,48383,65668,62300,64480,71460,78810,83026,85697,87674,90052,92613,93150,93495,92111,88499,83886,76537,68120,56621,47258,45848
13700,"Concord",372184,18,"Indiana","IN",77.13991,77.72919,79.37676,79.96973,79.90823,80.37492,80.04854,80.53326,82.93908,83.42815,83.67398,84.05379,84.38153,84.54311,84.90128,85.19327,84.14796,84.56062,85.16073,85.54113,85.23627,85.57346,84.94809,85.27111,86.05424,86.32619,86.14198,86.42308,85.89214,86.22229,87.89396,88.14211,87.16135,87.41686,89.85378,89.92432,84.74589,85.18991,88.0776,88.35574,72.33115,72.903,74.22554,74.80354,74.95052,75.40384,75.15919,75.57941,76.41024,76.8938,78.37178,78.77018,79.32428,79.53899,78.78928,79.16634,81.31699,81.73674,80.68768,81.14417,80.60924,81.02277,81.08868,81.47129,80.14806,80.52927,82.24606,82.56676,82.70314,83.05677,81.99229,82.37704,83.86821,84.18789,85.81323,85.96754,85.10233,85.40989,83.3228,83.77641,.7894343,.770964,.9020391,.8750906,.8904373,.8586087,.8960573,.8703864,.9230421,.8823263,.875676,.8349952,.8475088,.8177016,.9052144,.8656733,.9061256,.8617526,.9810643,.933877,.9455227,.8974898,.9636323,.9213712,.9258654,.8820586,.960529,.9155095,1.113268,1.067569,1.087074,1.030514,1.224302,1.16893,1.192528,1.154382,1.782739,1.720557,1.390388,1.306955,.5893854,.5867482,.6795534,.6786188,.7248517,.7154848,.6524478,.6521861,.6396916,.6338499,.7049046,.6941123,.7637655,.7463684,.7464652,.7345611,.8224922,.7984506,.804124,.7864961,.7835512,.7636306,.8901725,.8748415,.834356,.8264389,.9444869,.9180018,1.020298,.9936466,1.102207,1.073633,1.268532,1.22813,1.266579,1.228882,1.355469,1.302948,1.538481,1.494259,37899,35856,38059,44346,50750,51921,51167,49223,49564,51036,54206,55102,52942,49601,44769,38090,32857,25930,20502,20505,33859,33777,36268,43505,49737,54729,55763,55648,56416,57227,56694,55486,52249,46707,41392,35350,29822,23372,19207,19452
14000,"Muncie",415487,18,"Indiana","IN",77.47949,78.07839,78.59245,79.21615,80.41149,80.99534,81.2432,81.81454,82.38532,82.83549,81.49683,81.85869,83.33282,83.78883,82.75616,83.2597,81.98059,82.52617,85.69646,85.99496,84.61743,84.97955,87.312,87.60602,86.04183,86.41285,86.00391,86.40499,85.42728,85.84213,85.76485,86.16241,85.48254,85.89373,86.8395,87.17504,87.75981,87.97567,86.21355,86.4744,71.37868,72.0388,71.3313,71.96764,72.75006,73.38074,73.76663,74.36892,75.4874,76.01086,76.6501,77.10094,78.72646,79.23492,80.52084,80.99252,80.06203,80.5524,81.56916,81.96184,80.72212,81.12411,81.29226,81.74538,81.73412,82.19202,81.8287,82.28999,82.41546,82.84835,83.77525,84.14941,84.5676,84.92619,83.50496,83.90372,85.6122,85.82124,86.13826,86.38781,.7187185,.6922982,.7448637,.7255718,.710348,.6874985,.7863547,.7620877,.7787039,.7464652,.8082778,.7823173,.7924819,.7584323,.845243,.8087042,.868598,.8414808,.7298612,.6952789,.8772872,.8385392,.7942535,.7517349,.8291256,.7855511,.9270517,.8849837,1.016276,.9720017,1.0805,1.02988,1.165054,1.114006,1.093442,1.039885,1.315082,1.266255,1.901735,1.82934,.5529124,.554142,.4964038,.5073352,.5417469,.5518125,.552556,.5523596,.5785431,.5792065,.5596425,.5574785,.6379877,.6273497,.697215,.6851216,.7213756,.7034513,.7087988,.6856663,.7279221,.7159594,.7898915,.7716827,.8076557,.791387,.8053922,.786003,.8790299,.857182,.8900638,.8614421,.9121605,.8786568,1.113849,1.079553,1.151785,1.122278,1.535265,1.47497,44740,46824,50059,53598,54637,55295,54659,53978,53239,54879,56890,57130,56414,53326,51314,48086,43125,35533,24856,16410,40548,39622,40713,43509,48908,54832,54723,53935,55279,56825,56803,56505,54482,51544,48801,45329,39996,31229,21221,14939
14100,"Fort Wayne",557161,18,"Indiana","IN",76.05587,76.90705,77.68031,78.43949,80.83817,81.38288,82.92508,83.48241,82.23421,82.63618,82.89023,83.21486,84.01521,84.29832,84.58614,84.96084,84.79942,85.17535,85.33326,85.66004,85.52927,85.8433,84.61398,84.98776,86.5686,86.87432,86.57843,86.89647,86.64805,86.93214,86.76709,87.04115,87.24964,87.52802,86.11861,86.48193,88.90198,89.01651,90.47892,90.55239,72.65459,73.48849,74.31987,75.01347,75.50607,76.05498,75.81058,76.44572,77.4845,77.92675,78.325,78.6688,79.13008,79.4998,79.78943,80.22759,81.50813,81.91367,80.44191,80.86105,81.23282,81.64544,81.41008,81.81466,82.9808,83.36,81.94705,82.37152,83.9795,84.3021,84.19595,84.50748,84.79591,85.10905,83.84356,84.24483,86.91523,87.07636,86.72803,86.89009,.6670576,.6633909,.6989657,.6895531,.7675017,.7422855,.7605731,.7247887,.7187536,.6952972,.7285537,.7045888,.7018198,.6780848,.7282859,.6978779,.7795396,.7442046,.7349676,.6993902,.7445465,.710361,.8351996,.8029106,.7391119,.7030052,.7838802,.7477135,.8016902,.7680637,.8727602,.837812,.952418,.90866,.9913467,.94519,.8867615,.8584007,.8949919,.866614,.5529144,.5564503,.6195197,.6193534,.619544,.6136268,.6006511,.5958078,.6266693,.6135149,.6331053,.6247919,.6202625,.6098717,.6550487,.6416868,.6730743,.6551419,.6601895,.6450815,.6759793,.6659381,.7126769,.6999083,.7183836,.6955727,.7555076,.7389961,.7800189,.7538097,.8391282,.8137836,.8940597,.8622753,1.022975,.9931604,.9481701,.9211525,.9683127,.9335482,52631,51194,54784,64419,71516,73810,72874,72903,73698,77947,82934,86070,86842,85239,81193,75649,66708,57359,45755,43224,48979,45731,50604,58126,64628,69108,73133,76105,79016,82692,86440,87597,87610,82759,77696,70757,61738,52700,42237,41734
14200,"Indianapolis",1507346,18,"Indiana","IN",76.76962,77.82165,78.70098,79.64412,79.89776,80.72241,81.1358,81.79315,80.9494,81.54198,82.00594,82.56595,82.4914,83.03074,82.66319,83.04688,83.97945,84.32528,85.382,85.75694,84.20361,84.65953,85.25534,85.66337,85.65722,86.03082,84.37093,84.81194,86.44287,86.81629,85.62588,86.07532,86.90681,87.27064,87.83772,88.12363,88.31364,88.59735,88.50344,88.64394,71.31305,72.32278,73.17317,74.10307,74.08331,74.93699,74.44926,75.1534,75.71227,76.34695,76.64083,77.23671,77.91428,78.49831,78.44939,78.90611,78.89495,79.33795,79.93192,80.42188,81.64529,82.10988,81.83193,82.29138,82.43874,82.87037,82.06037,82.50525,83.63049,84.05837,82.84871,83.32961,84.01867,84.44132,84.45655,84.83832,84.67332,85.07527,85.61042,85.8912,.4155827,.4099448,.4507695,.4443423,.4777741,.468519,.4697392,.4573435,.4613633,.450768,.4717739,.4582843,.4675198,.4518137,.4593063,.4456288,.4519642,.4370877,.4700675,.4507243,.5148447,.4928276,.5003921,.4795434,.4649242,.4454836,.5552897,.5384579,.4816696,.4580414,.5304447,.5073442,.5064825,.4817967,.5194606,.4967851,.51199,.4878478,.4997711,.4831951,.294604,.3043616,.3666757,.3770011,.3592841,.3705377,.3420419,.3491357,.3727917,.374024,.390805,.3910966,.4009142,.3991892,.4139797,.4107929,.4181495,.4122005,.4200291,.4129337,.4419961,.4303402,.4490938,.4385997,.4615869,.4498079,.4839514,.4752645,.4611361,.4484351,.4641577,.4503801,.4691593,.4524015,.4823006,.4662597,.5195664,.502835,.5492373,.5298973,155105,147236,150504,168716,185784,194591,196978,194924,192226,193324,199641,207632,214167,219244,224856,232041,237203,235894,221014,212452,145789,136804,136339,148936,157078,164168,171634,175223,177695,184672,193052,201045,207888,215581,222167,228408,231654,229414,214193,208441
14400,"Terre Haute",261832,18,"Indiana","IN",76.23283,76.71513,77.14493,77.67348,78.00747,78.61563,79.53341,80.09073,79.70855,80.30045,80.33189,80.87824,83.6245,84.01542,82.76744,83.24456,83.33389,83.78598,84.0724,84.51633,81.20358,81.7489,84.16482,84.58067,85.42708,85.7731,84.79462,85.20629,86.30318,86.56596,87.55594,87.72237,86.6385,86.83592,87.95795,88.11115,86.11402,86.47017,87.73276,87.65597,70.30405,70.81827,73.00226,73.55086,72.52708,73.12897,75.48929,76.03909,75.55257,76.11086,76.84634,77.35455,78.66086,79.14619,79.19576,79.67135,80.92749,81.38531,80.38443,80.83982,80.76639,81.19327,80.71955,81.1792,83.1668,83.54712,85.06033,85.37095,81.42611,81.81239,84.61803,84.89193,84.15383,84.41751,85.77457,85.96857,84.97087,85.21363,86.59652,86.64191,.8551378,.8365907,.8495967,.8307839,.8826302,.862345,.9140384,.8927405,.9571707,.9343069,.9339759,.9120408,.9604086,.9118795,1.133062,1.091344,1.074359,1.028599,1.088061,1.039898,1.168566,1.140974,1.098447,1.052638,1.146992,1.091945,1.386356,1.329596,1.221758,1.172444,1.217607,1.173769,1.415151,1.36162,1.520771,1.462966,2.063103,1.97828,2.098965,2.071858,.5922453,.6001185,.7267444,.725541,.6469689,.657329,.7689517,.7617764,.7430841,.7424812,.8039601,.7974151,.8810362,.8696306,.8562579,.8404467,.8843619,.8608453,.8322195,.8157831,.8812978,.8595029,1.047724,1.030933,1.009269,.9749645,1.036,.9966502,1.162627,1.138623,1.370892,1.32897,1.311966,1.270911,1.361361,1.313068,1.472366,1.4233,1.986467,1.94931,28843,29710,30398,32073,33574,34282,32996,33036,33505,35696,37248,37572,36129,34994,32766,29382,25337,19843,14252,11056,25705,26169,27282,29532,32624,33363,34848,35770,36858,38397,37905,36707,35602,34067,31078,27088,23054,17406,12899,10139
14500,"Lafayette",347966,18,"Indiana","IN",76.61703,77.37933,79.03036,79.66334,81.76591,82.17702,78.19,78.75788,80.55175,81.07906,82.05678,82.45157,82.76417,83.1355,82.88338,83.27855,84.45406,84.75542,84.96147,85.28373,84.76743,85.10112,84.87574,85.18594,85.1445,85.4958,85.68547,86.0252,88.02072,88.25465,85.89474,86.2767,89.89705,90.05756,86.50867,86.8337,88.42388,88.2133,89.72162,89.60809,71.66339,72.43745,71.86359,72.51319,75.02563,75.44514,74.17003,74.62271,76.60861,77.08216,77.98682,78.3621,77.70672,78.12146,78.92484,79.33363,78.4697,78.88504,81.38292,81.77537,80.79485,81.20845,80.77947,81.17367,84.2827,84.57668,82.9808,83.33514,84.76878,85.09215,84.59757,84.96507,85.34039,85.63919,86.58474,86.7901,86.35702,86.2346,85.94259,86.03489,.8117936,.7943037,.8901287,.8652914,.9279965,.8877216,.7784345,.7772193,.9498303,.928946,.9608535,.9238642,.9599513,.9203402,.9885154,.9482045,.8750292,.838158,.9002433,.859482,.9623442,.9204537,.9791931,.9309719,1.075911,1.031748,1.144501,1.093544,.8988672,.8496665,1.149548,1.096608,.8230906,.7763504,1.437453,1.375993,1.402009,1.413492,.9143223,.9197164,.6603469,.6657719,.6198389,.6279272,.7682272,.7560833,.6659045,.6625009,.7273983,.7174184,.7677239,.7502159,.7762065,.7688208,.8079016,.7989138,.81111,.8046126,.8342648,.8097391,.8685954,.848044,.8875398,.8724321,.8897689,.8580831,1.006637,.9749702,.9802513,.9389624,1.08917,1.040218,1.009388,.9706017,1.044138,1.000143,1.41164,1.403306,1.479978,1.438668,32466,31978,34576,39085,41217,41608,40537,39882,41810,43857,47139,48001,48005,46751,45041,42054,37013,30521,24660,19907,28227,28084,30161,34464,38123,40277,41946,43827,45642,47816,48602,48462,47816,45171,42375,39483,34135,27268,22592,17957
14600,"Bloomington",280923,18,"Indiana","IN",78.1981,78.65464,80.28525,80.72164,82.47982,82.87738,81.24895,81.73232,83.09392,83.3171,82.15041,82.61567,85.13097,85.4267,85.39366,85.70908,85.09702,85.43647,86.83246,87.10422,83.73431,84.12305,85.26145,85.51196,86.16329,86.4397,84.90078,85.22776,86.49856,86.81126,84.57836,85.02196,86.39667,86.70916,87.37961,87.57789,87.10276,87.43382,88.37324,88.62458,71.2513,71.68925,74.83767,75.30199,74.33538,74.84436,76.17622,76.64581,76.67697,77.06004,78.21448,78.65437,79.25416,79.66818,80.05648,80.48688,80.07147,80.52847,80.38115,80.86378,81.36141,81.76689,81.35027,81.69067,81.81338,82.18639,81.84708,82.24142,81.21197,81.63981,84.37439,84.72547,81.40961,81.84554,85.32219,85.57687,85.06564,85.48684,87.04259,87.30615,.8976501,.8650314,.9839309,.94492,.9966827,.9538516,1.026008,.9957802,.9934248,.9618321,1.120089,1.07738,.9526547,.9072906,.9941118,.9468516,.9500769,.9000817,.914171,.8653268,1.2816,1.23261,1.204028,1.158775,1.189555,1.141082,1.151358,1.103539,1.308408,1.246693,1.627238,1.568178,1.57132,1.505367,1.771531,1.709245,1.507805,1.424966,1.656513,1.565514,.6609948,.6530722,.7678562,.7612047,.6776642,.6749853,.8028498,.7930042,.7645186,.7559284,.8255031,.8111331,.8626572,.8421172,.9285458,.9073771,.9107586,.8906088,1.018045,1.000873,1.047758,1.021691,1.022637,.9952438,1.052511,1.025211,1.107357,1.081623,1.067081,1.04493,1.162176,1.116775,1.37308,1.352894,1.453212,1.406742,1.550575,1.484064,1.604959,1.528788,27589,28110,29767,32773,33925,34619,33946,34548,35270,36226,37094,36472,36564,34884,33196,30820,27678,23684,19278,15795,24276,26629,28243,30709,34150,34700,35118,36194,36714,36980,36950,37405,35730,34567,32151,29182,25136,21414,17429,14149
