st,stateabbrv,statename,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
31,"NE","Nebraska",2009,83.35301,83.61324,87.70129,87.82586,88.82781,88.97538,87.4082,87.63402,79.11804,79.43546,79.9047,80.23896,84.55986,84.85705,87.03659,87.25961,1.174039,1.121626,1.019444,.9742644,1.102907,1.052706,2.022931,1.942802,1.020846,.9894384,1.262174,1.232148,1.401488,1.351709,1.745733,1.677172,53594,71793,81208,58435,54487,74105,78981,54830
31,"NE","Nebraska",2010,85.1774,85.39711,87.20068,87.36014,87.65232,87.87318,88.70992,88.90319,76.19772,76.60102,81.59147,81.89575,82.82162,83.19491,81.88479,82.29095,1.130642,1.076725,1.193744,1.143347,1.450234,1.385689,1.875682,1.793717,1.038397,1.01934,1.221695,1.184689,1.540813,1.495355,2.168932,2.138103,52993,70871,81404,59931,53220,73608,79901,56155
31,"NE","Nebraska",2011,83.65349,83.9332,88.19479,88.28347,89.66266,89.78759,90.64349,90.7392,76.83108,77.22517,79.55126,79.90691,84.5846,84.88703,89.1962,89.32041,1.19367,1.132845,.8730215,.8345866,1.067352,1.018089,1.27098,1.215142,1.068564,1.049864,1.277174,1.252011,1.369013,1.313912,1.01549,.9661235,51428,69306,81057,62375,51337,71837,79936,58374
31,"NE","Nebraska",2012,81.93797,82.2809,86.59937,86.79246,89.25457,89.405,90.34203,90.46268,76.14109,76.54397,82.3019,82.57644,85.05429,85.34206,86.84317,87.09792,1.277086,1.216219,1.326874,1.267809,1.181947,1.126336,1.523147,1.455509,1.045633,1.027138,1.222117,1.1819,1.282238,1.226695,1.73805,1.66727,50905,67932,81959,63115,50602,71329,80394,59224
31,"NE","Nebraska",2013,81.24509,81.62446,85.60541,85.82722,88.09615,88.27982,90.4333,90.53896,78.39702,78.7365,82.94215,83.2094,84.62177,84.94205,88.31145,88.49572,1.450747,1.391863,1.336253,1.27892,1.244891,1.18664,1.334856,1.275634,1.078804,1.042738,1.265345,1.22339,1.457434,1.401539,1.365426,1.303459,50650,67527,81020,63922,51612,71224,79705,59572
31,"NE","Nebraska",2014,81.74059,82.09295,86.53516,86.67085,89.98074,90.08755,90.88087,90.95555,74.22096,74.61964,84.28959,84.46247,84.94822,85.24964,88.33218,88.51097,1.384001,1.324477,1.099656,1.052894,.9978704,.9511595,.9717063,.9291,.9080904,.9089187,1.015223,.9763499,1.390024,1.334362,1.320841,1.258113,49354,64208,77363,67205,50654,68933,76691,60774
32,"NV","Nevada",2001,81.40469,81.15608,81.9426,81.66594,82.92694,82.76724,85.10119,85.01209,75.26152,75.20333,76.04646,76.00648,83.8367,83.82764,82.35454,82.48795,1.19265,1.16948,1.372231,1.345834,1.46112,1.432276,1.776725,1.749508,.8725517,.8522848,1.025604,1.007168,1.080655,1.05672,1.636247,1.60022,70784,77782,73308,64624,79357,80186,74224,63128
32,"NV","Nevada",2002,80.45719,80.20721,83.67581,83.34766,82.81303,82.65578,83.21213,83.17765,75.91301,75.79485,77.17302,77.08286,82.76103,82.76852,84.66718,84.73262,1.19944,1.174811,1.194868,1.18975,1.548545,1.5164,2.150795,2.101096,.7612944,.7447078,.9803992,.9600047,1.171244,1.144442,1.397857,1.364576,76175,83082,77009,66582,84508,84860,77797,64747
32,"NV","Nevada",2003,78.46071,78.2569,83.6301,83.27759,87.18468,86.95579,82.16589,82.10189,74.44318,74.32398,79.44451,79.2791,78.60038,78.67822,84.1556,84.21019,1.192388,1.156928,1.247196,1.237876,1.028086,1.030519,1.919245,1.869501,.7091385,.691808,.982638,.9656128,1.207365,1.181662,1.377789,1.344991,80070,86366,79762,69627,88230,88080,80354,67519
32,"NV","Nevada",2004,81.23589,80.94736,79.71973,79.46049,83.80427,83.61275,83.38493,83.26253,76.21253,76.07005,79.03475,78.89633,82.1545,82.16447,83.45428,83.51124,1.218813,1.194121,1.370219,1.329481,1.680116,1.650495,1.829557,1.791519,.7666056,.747806,1.054059,1.032427,1.240545,1.214108,1.39355,1.362438,82969,89326,82545,72125,91463,90606,82724,70310
32,"NV","Nevada",2005,82.18051,81.80696,82.3942,81.99506,85.84457,85.57934,84.78004,84.60646,74.79683,74.64845,79.41012,79.21256,79.645,79.68118,86.06131,86.05632,1.07573,1.065042,1.266057,1.249007,1.316854,1.313419,1.787113,1.754939,.7569281,.7380808,.9908158,.9732607,1.235592,1.210005,1.166499,1.141089,84286,91786,85454,76710,92478,93959,86082,74917
32,"NV","Nevada",2006,81.91328,81.50768,85.27323,84.80057,84.62689,84.32162,88.23994,88.0164,74.53271,74.3587,79.53336,79.29982,83.34474,83.30038,85.64821,85.62504,1.021029,1.010083,1.008129,1.02266,1.344719,1.336226,1.093384,1.105977,.7305011,.711297,.9815087,.9615242,1.180524,1.157296,1.149815,1.125587,85774,93928,87168,81398,94514,96638,88808,79805
32,"NV","Nevada",2007,82.82323,82.379,84.08065,83.58571,85.95819,85.62426,89.69015,89.46542,76.06889,75.84754,79.44363,79.19449,82.58695,82.49734,85.90446,85.87787,1.021006,1.01562,1.168285,1.168472,1.262586,1.26736,.8278689,.8479169,.7391711,.718024,.993372,.97399,1.066781,1.046193,1.185081,1.160249,87823,97487,89488,84749,96676,100366,92131,83393
32,"NV","Nevada",2008,82.01649,81.54961,85.23944,84.71415,83.71609,83.38762,89.59755,89.36811,76.48573,76.24785,83.20396,82.89832,81.85932,81.796,84.27635,84.28715,1.055027,1.036829,1.040257,1.054535,1.578472,1.554235,1.099019,1.124438,.762049,.7455162,.8988551,.8923412,1.158062,1.134154,1.49406,1.463547,89381,100235,91780,85596,99033,103031,94860,84641
32,"NV","Nevada",2009,81.3039,80.80503,82.25552,81.7141,86.8148,86.41788,86.91836,86.5959,75.24307,74.97798,78.09727,77.81411,82.93658,82.8304,85.5377,85.47517,1.0493,1.038445,1.251096,1.239174,1.026499,1.043836,1.285094,1.300951,.7200562,.701993,.9735407,.9569462,1.112918,1.092942,1.114463,1.093825,89402,103325,94702,87239,99580,104860,98206,86335
32,"NV","Nevada",2010,82.70685,82.15536,84.29034,83.69704,85.65784,85.23553,87.95858,87.63287,76.65691,76.37827,80.53567,80.19679,83.04514,82.90282,85.29459,85.25641,.9454009,.9456055,1.15551,1.168641,1.20575,1.217287,1.123421,1.146684,.7492625,.7312246,.9542748,.936829,1.055485,1.033566,1.321939,1.297337,90460,103933,93662,84631,100302,105087,96903,84070
32,"NV","Nevada",2011,81.02914,80.4619,83.71857,83.09099,86.56317,86.12209,89.36526,89.06494,75.52013,75.23117,80.46365,80.1226,82.41442,82.30349,86.84103,86.75138,1.032656,1.014991,1.176947,1.18435,1.099666,1.118947,1.015681,1.04575,.7594236,.7408674,.9894359,.975069,1.242211,1.217662,1.105835,1.089822,92346,104069,91845,80513,101986,104918,93749,79018
32,"NV","Nevada",2012,83.08957,82.49586,86.00327,85.36469,84.89661,84.42085,86.9218,86.53764,76.50724,76.14451,80.66376,80.26759,84.38393,84.19693,85.92432,85.83285,.9843007,.9935593,1.018719,1.061278,1.434974,1.441021,1.537043,1.550829,.7305339,.7160466,.9631957,.948714,1.077857,1.065019,1.242736,1.222196,93914,106960,91768,76567,105952,105867,92265,74876
32,"NV","Nevada",2013,81.415,80.76876,84.34365,83.61485,85.36407,84.84862,89.35145,89.01465,76.1396,75.70901,78.91579,78.50212,85.7084,85.50153,86.79034,86.67841,.9998999,.9946882,1.145594,1.166514,1.417273,1.431717,1.158874,1.205049,.6651734,.6488053,.9741695,.9508037,1.014849,1.008801,1.20614,1.19075,95659,109889,91660,74315,107768,108469,91821,72484
32,"NV","Nevada",2014,83.6898,82.98025,84.62006,83.89736,86.27024,85.72214,89.13776,88.76691,75.44204,75.0507,80.43494,79.9766,85.39532,85.18509,88.14337,88.00172,.9233991,.9422576,1.235803,1.246155,1.166981,1.192212,1.196927,1.241811,.7231367,.7061121,1.034338,1.016771,1.139477,1.127506,1.052158,1.043451,90977,107041,89251,69011,103844,104376,89377,67660
33,"NH","New Hampshire",2001,79.0128,79.4995,84.72503,85.04996,84.37166,84.72894,86.94624,87.22829,76.69986,77.10442,77.89822,78.32163,80.01665,80.44214,84.45409,84.79198,1.977358,1.941677,1.963528,1.888078,2.114041,2.036969,2.335442,2.245692,1.485883,1.459688,1.449831,1.428154,1.762858,1.736319,1.972718,1.905979,34722,49129,58303,59943,33292,49773,58582,60050
33,"NH","New Hampshire",2002,80.75587,81.16035,83.4943,83.83959,85.31666,85.62342,85.30191,85.6396,74.06867,74.49944,82.00091,82.32114,83.94064,84.24889,81.42783,81.8567,1.831403,1.767657,1.908309,1.841842,1.940214,1.862776,2.297975,2.215301,1.212206,1.205415,1.434258,1.388155,1.559333,1.50789,2.069994,2.042879,35372,50777,60118,63387,33261,50830,60877,63729
33,"NH","New Hampshire",2003,86.96777,87.09036,85.3597,85.62595,85.06023,85.38254,84.67012,85.01292,73.29349,73.72163,81.42012,81.77695,81.72713,82.11412,86.81482,87.04047,1.232701,1.178002,1.716616,1.649642,2.036405,1.955383,2.276627,2.197908,1.089901,1.108744,1.448977,1.406672,1.730823,1.688036,1.342469,1.285981,36160,52308,61623,65581,34115,52330,62479,65388
33,"NH","New Hampshire",2004,84.02641,84.29213,84.78127,85.05656,87.97152,88.15783,84.45502,84.82317,77.60647,78.00928,82.38982,82.70584,81.18692,81.58618,81.23513,81.68014,1.5912,1.519157,1.615026,1.546433,1.520733,1.453039,2.458575,2.382711,1.399094,1.367243,1.357524,1.30943,1.668864,1.628889,2.036971,2.008437,37487,53689,63153,66282,35624,53561,63400,66039
33,"NH","New Hampshire",2005,82.62503,82.93767,83.7318,84.0592,84.83409,85.1699,87.82977,88.04197,78.72025,79.02863,78.6842,79.09956,84.68224,84.95118,84.80384,85.1349,1.617114,1.546399,1.835838,1.768593,2.142416,2.061851,1.817979,1.746413,1.133434,1.097167,1.412559,1.392331,1.305644,1.258485,1.823295,1.75784,38510,54455,64373,67019,36627,54079,64554,66654
33,"NH","New Hampshire",2006,81.55715,81.91373,85.58109,85.82977,87.1637,87.38232,89.40303,89.56702,75.98106,76.40733,81.48772,81.82124,84.72156,85.01348,88.94993,89.10213,1.653643,1.588912,1.659067,1.589476,1.537735,1.468628,1.74135,1.664512,1.334901,1.320471,1.33778,1.296634,1.543753,1.485189,1.126356,1.074847,38865,54934,65899,68299,37161,54500,65937,67429
33,"NH","New Hampshire",2007,82.05556,82.41085,86.96763,87.17697,87.07355,87.29234,87.05286,87.30756,76.9598,77.36788,81.71676,82.05655,83.79962,84.11358,84.1788,84.55412,1.746858,1.682594,1.646867,1.576061,1.455357,1.394415,2.091765,2.011841,1.285484,1.255241,1.424962,1.379559,1.444844,1.393477,1.94739,1.883644,39101,55516,66857,68567,37650,54623,66844,67298
33,"NH","New Hampshire",2008,83.97812,84.26595,85.32017,85.58726,87.99776,88.17906,88.54433,88.7238,77.22543,77.61091,83.76012,84.02681,83.69358,84.02182,86.9909,87.24081,1.634763,1.563896,1.698497,1.631151,1.387921,1.326651,1.591929,1.521709,1.194024,1.16262,1.214758,1.165386,1.543754,1.489621,1.473471,1.404994,39619,56114,67735,68804,38260,55265,67155,67337
33,"NH","New Hampshire",2009,80.43258,80.84592,87.13474,87.31568,89.50342,89.62785,87.12663,87.37669,76.97728,77.37313,81.58477,81.92851,82.90956,83.2583,86.19787,86.51387,1.667033,1.611731,1.398852,1.339435,1.147515,1.097067,2.057643,1.977934,1.199372,1.171849,1.317033,1.272981,1.419378,1.372406,1.846999,1.773546,39977,56407,68638,70775,39067,55153,68081,68639
33,"NH","New Hampshire",2010,79.7365,80.21021,83.31659,83.67233,90.28412,90.37325,91.07309,91.13609,77.69073,78.09044,83.39041,83.68793,85.77544,86.04078,87.31731,87.58334,1.870716,1.828368,1.868799,1.809125,.9878967,.9416628,.8582643,.8229611,1.233229,1.204939,1.276352,1.226321,1.352211,1.296059,1.592975,1.517654,39505,55907,68306,71127,38887,54783,67031,69113
33,"NH","New Hampshire",2011,82.86183,83.18299,87.75274,87.9101,86.80634,87.05527,90.5837,90.68649,77.5483,77.95116,80.26012,80.65864,82.92643,83.29984,85.22477,85.58945,1.661227,1.592449,1.321526,1.261485,1.75622,1.679439,1.231901,1.17598,1.208654,1.178929,1.443285,1.40634,1.600985,1.551199,1.784431,1.712586,38724,54824,67901,71168,38377,53771,66258,68974
33,"NH","New Hampshire",2012,81.60241,81.97594,87.09202,87.26772,87.69497,87.90695,88.27214,88.48794,77.70934,78.10187,81.71179,82.0751,85.21149,85.4921,87.33081,87.62164,1.77342,1.705688,1.412143,1.350553,1.609292,1.538766,2.033198,1.947809,1.209125,1.175779,1.467589,1.420802,1.385146,1.327143,1.673844,1.58909,38477,54242,66981,71525,37826,53525,65623,69140
33,"NH","New Hampshire",2013,86.13345,86.32304,84.40649,84.70802,85.33295,85.63659,88.44421,88.6404,78.22732,78.6192,82.93053,83.26643,83.05125,83.4168,86.28454,86.6292,1.355194,1.290945,1.956524,1.88098,1.944642,1.871701,1.847453,1.769075,1.17958,1.14524,1.471511,1.417627,1.501097,1.450296,1.748809,1.669068,39003,53686,66473,70916,38534,53126,64621,68345
33,"NH","New Hampshire",2014,80.35577,80.77247,85.22932,85.4759,87.51424,87.73815,91.21387,91.27579,77.09583,77.5152,81.77388,82.12356,85.25732,85.54543,85.09171,85.50095,1.756401,1.699187,1.67159,1.604708,1.740575,1.663328,.8753883,.8370065,1.238134,1.209038,1.357708,1.308734,1.469521,1.408842,1.946361,1.869707,38575,51529,62653,69804,37477,50721,61160,66382
34,"NJ","New Jersey",2001,82.62148,82.43832,83.42989,83.38749,82.38497,82.41621,86.37311,86.24452,75.70103,75.56425,78.39799,78.41819,81.36061,81.42953,85.54732,85.50887,.6920053,.6919757,.776403,.7644861,.858787,.8359815,.7193327,.7178466,.5489949,.5388153,.6295847,.6173779,.6702775,.6567886,.5029239,.4984127,230227,265919,302649,474343,218565,241482,288419,467121
34,"NJ","New Jersey",2002,82.76421,82.56067,84.06993,84.00172,84.2877,84.25771,85.39201,85.2491,76.40472,76.22917,78.05342,78.07104,82.62516,82.66823,84.26709,84.26741,.6532518,.655314,.7730944,.7625112,.764767,.7525178,.79012,.7841262,.5546751,.5476114,.6176834,.6061671,.6572831,.6457243,.6460129,.636761,238988,273488,309310,479902,223891,248291,295667,473398
34,"NJ","New Jersey",2003,82.58678,82.37275,83.26801,83.204,83.16345,83.14759,86.63488,86.46833,76.643,76.45105,80.24339,80.21712,81.91821,81.9598,83.92953,83.93438,.6497958,.6503246,.803197,.7898713,.8556453,.8368854,.7259955,.7304595,.5446541,.5409718,.6260225,.6181612,.6690353,.6566355,.6689931,.6627421,243787,278313,315789,492974,230123,253199,300965,486262
34,"NJ","New Jersey",2004,82.68394,82.44234,83.93061,83.83228,83.54217,83.49115,86.23103,86.04209,76.65942,76.46884,79.88696,79.866,82.05905,82.09943,84.17001,84.16599,.6871057,.6905986,.7533431,.7429436,.8094167,.7969276,.8016858,.8043182,.5344109,.5284032,.6595362,.6482212,.7082331,.6932233,.6412234,.6316572,247169,282436,321362,504488,232980,258269,305414,495970
34,"NJ","New Jersey",2005,83.30865,83.04282,83.68282,83.57079,84.53761,84.45198,87.30373,87.08939,76.04008,75.83796,79.03304,79.01501,81.58118,81.62393,85.42257,85.38909,.6210055,.6301631,.7413321,.7325736,.7983711,.7893456,.6997979,.7108695,.5026742,.4964443,.6583026,.6455308,.7129095,.6971347,.615747,.6089863,249108,285351,325763,510081,234199,260118,309892,501169
34,"NJ","New Jersey",2006,82.54149,82.25119,85.45559,85.31121,84.96848,84.85692,86.28877,86.04659,77.87897,77.63508,80.15096,80.11272,82.38477,82.40904,84.37729,84.36664,.7218556,.7272601,.710542,.7063024,.8458387,.839329,.8045479,.8143753,.5534836,.5472524,.6549813,.6443539,.6928918,.6775739,.6927939,.6848003,252511,288808,331168,514602,238102,263282,314734,505218
34,"NJ","New Jersey",2007,83.53342,83.23264,83.74129,83.60915,85.30825,85.18362,86.96352,86.70906,77.87176,77.62605,80.468,80.41662,82.87805,82.8908,86.04504,86.00113,.6471288,.6550738,.8065293,.799428,.7505528,.7453593,.7128237,.7262328,.5588229,.5584652,.6428666,.631772,.6925289,.6803279,.5867854,.5819334,253467,290933,332535,511932,241169,264938,314906,502066
34,"NJ","New Jersey",2008,81.50191,81.18955,85.18948,85.02051,86.52142,86.36729,87.31638,87.03788,77.57793,77.30618,80.99859,80.92169,82.52805,82.53403,86.39025,86.33189,.6749685,.6762804,.6968061,.6946603,.6836972,.6851073,.7263685,.7442461,.5242034,.5177034,.6058503,.5976821,.6528698,.6434902,.5580209,.5562435,255875,293097,335847,517347,243762,265854,316750,506905
34,"NJ","New Jersey",2009,82.71792,82.3829,85.48396,85.31023,86.02605,85.86943,86.78343,86.48531,77.87027,77.59218,79.93547,79.88365,82.78512,82.78466,86.10051,86.04899,.6370326,.6492823,.6855938,.6850707,.7147508,.7159591,.7188521,.7351137,.509435,.5133371,.6338315,.6238342,.6437681,.6331055,.5660983,.5627203,257070,295165,341310,526944,245646,267948,319828,514895
34,"NJ","New Jersey",2010,83.53055,83.17679,83.84007,83.66312,86.95851,86.78684,87.98586,87.69317,78.06058,77.76468,80.26887,80.21129,82.67624,82.69331,85.61665,85.57745,.6066917,.6222876,.7398043,.7330317,.663422,.665285,.6456563,.6672974,.5118659,.5114488,.6736601,.6595412,.7229727,.7107624,.6041265,.5952544,258497,296311,340651,527415,247180,268882,317121,514750
34,"NJ","New Jersey",2011,83.22166,82.85093,85.24588,85.04594,86.67904,86.49662,87.39352,87.07542,78.07226,77.78889,80.57397,80.5,82.88152,82.88282,84.67213,84.67236,.5912909,.6000447,.7005498,.7066882,.6784213,.6840734,.7182254,.7412703,.5551052,.5494267,.6153048,.6058739,.6529739,.642117,.7040755,.6960164,257054,295265,341206,525935,243270,271091,315959,511703
34,"NJ","New Jersey",2012,83.90423,83.51783,85.49298,85.2805,85.75561,85.56062,89.76396,89.49884,77.07776,76.79546,80.96213,80.88566,83.71596,83.69782,86.25885,86.22987,.6088864,.622216,.7089749,.7127227,.7905086,.7924415,.5106145,.533797,.5399329,.5381414,.6546572,.643939,.6148784,.6049671,.613813,.6067586,259270,301319,339398,523904,245442,274976,313408,510153
34,"NJ","New Jersey",2013,84.19092,83.79386,85.63042,85.40966,87.27232,87.05956,89.88619,89.61387,78.26248,77.93896,80.36214,80.28642,84.51206,84.48728,86.1522,86.13991,.6366259,.6507459,.7524865,.7568811,.6547968,.6607871,.488351,.5175779,.5150325,.5104121,.6085343,.5984227,.6053157,.5983231,.6339299,.6251135,262600,294812,337530,516455,250377,269582,309505,502268
34,"NJ","New Jersey",2014,84.20223,83.79265,85.67653,85.44971,87.33729,87.11877,88.73157,88.40615,79.45881,79.12971,81.1302,81.06137,83.36391,83.38001,87.55988,87.52648,.6212186,.6448695,.733496,.73783,.651295,.6612956,.6229483,.6540598,.549435,.5502961,.6719241,.6600406,.7169495,.7008181,.5370517,.5322574,259790,280950,325520,492397,246986,257236,296716,481435
35,"NM","New Mexico",2001,86.74791,85.42003,84.8077,83.75436,86.9424,86.30682,87.41917,87.13085,79.15649,77.40053,81.82955,80.68435,86.64992,86.06375,84.22051,83.98385,.9785876,1.082658,1.601918,1.648862,1.801472,1.853468,1.783234,1.78095,.8813604,.9188743,1.303874,1.340707,1.328508,1.387222,2.198716,2.180841,81730,68743,56158,45767,77848,63948,53941,42689
35,"NM","New Mexico",2002,83.00196,81.38914,84.55331,83.50822,83.66761,83.03307,83.19576,82.98418,80.60224,78.89113,82.00291,80.91748,83.35461,82.65865,84.2936,84.0643,1.235091,1.287854,1.669659,1.715535,2.319468,2.306098,2.439045,2.385095,.8084122,.8583235,1.437184,1.460655,1.551045,1.572447,2.079513,2.059857,85040,70050,57155,45849,79503,65236,54829,42969
35,"NM","New Mexico",2003,82.3658,80.75061,81.56419,80.56924,87.61801,87.00812,89.19707,88.9875,78.26853,76.54012,81.12746,80.03996,85.43262,84.80872,87.19138,86.97141,1.247317,1.28627,1.802878,1.758561,1.408942,1.460269,1.754068,1.75634,.8966373,.9008632,1.355855,1.367589,1.339089,1.373101,1.410006,1.415755,86668,71969,59587,48311,79982,66743,57508,45560
35,"NM","New Mexico",2004,83.22086,81.56351,85.53407,84.55453,84.1163,83.46482,87.07652,86.8484,78.17347,76.36753,81.71439,80.6573,81.77618,81.13611,86.07764,85.88834,.9375293,.9889355,1.46494,1.52312,1.905724,1.903099,1.997299,1.981751,.7664317,.7914224,1.348146,1.373641,1.728613,1.718074,1.80745,1.800719,94954,73592,60604,49972,89269,68127,57762,47113
35,"NM","New Mexico",2005,82.04482,80.44212,86.08693,85.16685,87.10065,86.53796,86.59125,86.36664,80.45562,78.76379,81.73086,80.64024,84.12705,83.49842,82.423,82.26634,1.255826,1.29271,1.469739,1.528937,1.645957,1.677258,1.946611,1.923694,.7834786,.8291356,1.200093,1.233052,1.517219,1.542193,1.98928,1.956165,87752,74539,61196,51053,80141,68534,58392,47879
35,"NM","New Mexico",2006,85.18443,83.70722,85.51865,84.5724,85.82004,85.23724,90.68908,90.49793,79.7793,78.06335,84.15186,83.16201,84.54404,83.93503,86.16794,86.01322,.9354135,1.010509,1.439667,1.499833,1.844116,1.849954,1.176333,1.180652,.8335327,.8727545,1.043329,1.092999,1.392653,1.416714,1.880217,1.864064,89104,75177,62652,51912,81869,68991,59632,48604
35,"NM","New Mexico",2007,83.87887,82.37492,85.56865,84.62595,87.22064,86.64777,89.08375,88.9143,79.74825,78.00195,81.63381,80.60825,85.30539,84.72366,88.13447,87.92393,1.071699,1.125153,1.364421,1.423123,1.404292,1.447563,1.708333,1.688376,.770804,.8082532,1.340649,1.350652,1.313166,1.347005,1.073319,1.072308,89655,76425,63726,53812,81621,70025,61040,50053
35,"NM","New Mexico",2008,84.41821,82.87257,86.3241,85.41065,86.46174,85.90841,90.56064,90.39833,80.12769,78.37536,83.80457,82.76533,86.7478,86.21022,86.54599,86.37417,.9278976,.9975972,1.324027,1.373442,1.705404,1.722359,1.288993,1.28404,.7318155,.7791354,.9423786,.9846749,1.142288,1.190162,1.602602,1.587292,90022,76950,64997,54904,81683,70672,62310,51009
35,"NM","New Mexico",2009,85.10487,83.53403,87.98273,87.1271,89.3014,88.83833,90.00243,89.81922,76.77242,74.94794,82.2094,81.10806,83.04375,82.42678,88.27895,88.10231,.7528036,.8216647,.9048331,.9656264,1.264179,1.304584,1.318781,1.310841,.7542379,.7552851,1.104671,1.139751,1.610626,1.612263,1.299623,1.29493,91956,78743,67041,56041,83931,72000,64113,51973
35,"NM","New Mexico",2010,84.06166,82.48087,88.79732,88.01514,89.353,88.83373,89.3811,89.20202,79.67831,77.83969,82.74217,81.66389,84.49074,83.83944,89.00899,88.84538,.9808744,1.049462,.8934158,.9689529,.9521115,.9993591,1.600633,1.593787,.7006642,.7397488,1.119134,1.155137,1.243272,1.26718,1.200088,1.197788,90184,78821,66558,55952,81663,71528,64333,52096
35,"NM","New Mexico",2011,85.37165,83.80327,87.56454,86.61679,87.15897,86.56471,91.71201,91.50444,79.24156,77.3671,82.14937,81.03324,86.5836,85.99005,85.29053,85.09203,.8099657,.8855166,.8449235,.9138608,1.452237,1.482327,.6110981,.6193047,.7547862,.8024134,1.172012,1.198983,1.047432,1.089993,1.737567,1.717463,87268,78444,65994,56305,78586,70670,63475,51890
35,"NM","New Mexico",2012,85.63828,84.04797,87.98986,87.12624,87.78929,87.18296,86.70936,86.51454,79.07484,77.1127,82.03227,80.86149,84.09135,83.3905,87.43774,87.22908,.7437553,.8330629,1.09707,1.175278,1.282492,1.319191,1.995952,1.965638,.7399487,.7815324,1.187614,1.217479,1.376536,1.402257,1.423126,1.419116,86136,78553,65391,55120,77758,70289,63005,50709
35,"NM","New Mexico",2013,85.44461,83.8248,85.32167,84.24672,89.8008,89.30015,88.85877,88.65839,79.31799,77.3737,82.62856,81.43758,86.76506,86.12467,87.22619,86.9977,.8233809,.9154578,1.203096,1.248409,1.050127,1.106013,1.809149,1.793379,.7840319,.8175164,1.105055,1.140777,.9938501,1.044107,1.484037,1.483744,85547,78026,64594,53487,79177,69439,62391,49009
35,"NM","New Mexico",2014,83.30796,81.52126,87.92402,86.95241,84.72385,84.08254,90.42536,90.22169,80.2108,78.22005,82.79803,81.59729,86.7112,86.04312,85.52664,85.31248,1.060118,1.121698,.8805323,.9560062,1.986637,1.986169,1.309299,1.303883,.6843743,.7450402,1.083279,1.123178,.9684605,1.02355,2.036024,2.011912,82337,75982,61090,50132,76465,66926,59424,45579
36,"NY","New York",2001,81.89928,81.44362,84.02923,83.87466,84.48079,84.42484,87.59762,87.53951,77.42339,77.10326,80.50674,80.45844,83.22318,83.23156,86.56029,86.54445,.527046,.5318784,.5237614,.5210091,.6275932,.6204872,.5539907,.5513175,.4048117,.4013284,.4615224,.4560902,.5080416,.5006599,.3816013,.3750291,634112,628270,550292,555141,551157,570271,548934,568900
36,"NY","New York",2002,83.4521,82.98238,83.82019,83.65392,85.03108,84.95357,85.57558,85.52601,77.16632,76.8436,79.2626,79.22993,81.92592,81.95159,84.52262,84.56175,.4558213,.4744399,.4957796,.4953945,.6015328,.5961782,.667384,.6577442,.3598013,.3577325,.4547003,.4495001,.5229543,.5147256,.5378254,.5311343,685491,657235,609526,688816,644882,600006,583406,668587
36,"NY","New York",2003,82.79404,82.30217,83.51263,83.33842,84.93687,84.84295,86.18121,86.10635,77.28638,76.96125,79.63787,79.5968,82.36577,82.38299,84.39703,84.44043,.4782995,.4910137,.5168362,.5165494,.5681862,.5627472,.6011075,.5954585,.3726557,.3701323,.4533201,.4467551,.5154827,.5058993,.5667255,.5592607,693147,669788,634343,727526,660851,610558,599285,699092
36,"NY","New York",2004,83.07182,82.57586,83.58953,83.40993,85.03768,84.93289,87.4444,87.34568,77.08818,76.7689,79.79482,79.7495,82.08529,82.10338,84.5293,84.55897,.4744098,.4899817,.5442315,.5384167,.5495546,.544579,.5430026,.5448973,.3612688,.3621716,.4362193,.4313655,.5103368,.5009295,.5495329,.5393489,700469,675899,642836,743520,666923,616044,609066,713361
36,"NY","New York",2005,83.54256,83.0247,84.02935,83.82381,84.73909,84.61951,86.82895,86.71378,78.01389,77.66689,80.50811,80.43893,82.48603,82.49297,85.30153,85.30659,.4343041,.4595439,.5320972,.5286404,.5958577,.5893373,.6104798,.6108411,.3721624,.3733848,.436279,.4311096,.5214728,.5119003,.5106592,.5048535,702312,684256,648592,747435,669675,618677,614741,718286
36,"NY","New York",2006,83.91663,83.38551,84.59504,84.37244,84.74651,84.61353,87.16724,87.03148,77.95773,77.61037,81.11297,81.03606,82.27039,82.26994,86.12905,86.11752,.4302932,.4560961,.525751,.5327712,.6135176,.607892,.6027,.6036652,.3713834,.3737351,.4537608,.4486561,.5189511,.5111479,.4863198,.4820062,709168,691663,659973,747043,681456,627808,623784,716345
