st,stateabbrv,statename,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
2,"AK","Alaska",2008,84.32677,84.11621,88.90155,88.80875,88.51659,88.31406,88.78748,88.82401,78.38282,78.41936,84.07604,84.19484,86.51926,86.52078,85.80824,85.99374,1.875882,1.857315,1.628634,1.610471,1.679427,1.699651,2.362616,2.306077,1.578393,1.541505,1.64259,1.580248,1.670506,1.640538,2.057357,1.987208,18804,24285,28767,31979,21684,24710,31454,32168
2,"AK","Alaska",2009,84.12466,83.88361,87.66991,87.57162,87.69363,87.46837,90.06284,90.05834,77.7425,77.77343,83.33327,83.47665,82.68409,82.76052,85.89024,86.0938,1.639399,1.628611,1.782419,1.763679,1.86505,1.882353,1.62252,1.586849,1.490954,1.453046,1.777294,1.713992,2.10256,2.060904,2.153477,2.084798,19172,24246,29357,33647,22054,24622,32250,33830
2,"AK","Alaska",2010,87.26012,87.04493,86.41103,86.33192,85.19061,84.9258,88.46195,88.50459,79.01091,79.01947,81.6778,81.86524,84.94601,84.9491,88.17743,88.2547,1.418697,1.423585,2.127845,2.091878,2.095478,2.091996,2.074692,2.022125,1.532583,1.495431,1.824001,1.764207,1.64939,1.618258,1.210304,1.164501,17073,23482,29179,36562,20184,23593,31895,36868
2,"AK","Alaska",2011,81.12344,80.96474,83.28828,83.27626,88.4509,88.23844,91.87862,91.85385,75.36761,75.46004,78.23021,78.56212,84.4163,84.42463,89.56757,89.60132,2.238123,2.184232,2.51686,2.458148,1.881147,1.898327,.9512082,.9312302,1.455339,1.426354,1.967712,1.940964,1.646244,1.61146,.9190463,.8834677,18387,23348,28703,35937,21569,23403,31245,36091
2,"AK","Alaska",2012,80.41601,80.2487,83.98333,83.91993,83.24308,83.01003,90.90743,90.89072,76.20384,76.29663,80.66872,80.88548,84.16167,84.18972,85.61292,85.8061,2.240685,2.182425,2.088434,2.042492,2.718823,2.669758,1.19496,1.169345,1.51175,1.479131,1.687629,1.632839,1.997664,1.959816,1.826109,1.759247,17621,24420,28815,36612,20993,24609,31252,36515
2,"AK","Alaska",2013,83.26976,83.03313,87.84058,87.72957,87.60659,87.34805,89.93014,89.91238,75.55512,75.60663,81.48282,81.6901,80.39754,80.47857,87.97974,88.08551,1.926113,1.894908,1.514272,1.491087,1.575268,1.59086,1.241377,1.212398,1.359271,1.327785,1.80409,1.739541,1.975282,1.939793,1.507836,1.448436,19098,24208,28756,35555,23933,24401,30898,35276
2,"AK","Alaska",2014,84.13255,83.84232,84.52969,84.52773,88.87199,88.65721,90.18625,90.18063,78.04205,78.01105,79.92364,80.15741,85.38614,85.34131,89.37223,89.43845,1.453922,1.443851,2.699378,2.6331,1.74388,1.764116,1.49195,1.45355,1.390348,1.353599,1.764383,1.712365,1.510564,1.482378,1.36317,1.309649,19161,22601,27130,32608,23307,23066,29472,32797
4,"AZ","Arizona",2001,83.03323,82.66893,84.08954,83.93061,84.67398,84.61923,85.6129,85.71363,77.83455,77.45177,79.67635,79.49017,83.8205,83.75459,86.45947,86.53194,.8101751,.8014626,1.038957,1.022767,1.180522,1.156899,1.466946,1.426612,.6500556,.642195,.8276609,.8135053,1.024728,1.009197,.9954421,.9697019,170293,173765,160263,158114,173229,161495,152301,152694
4,"AZ","Arizona",2002,83.23727,82.86824,84.46043,84.28543,85.31136,85.25314,86.78596,86.83701,78.5664,78.1405,80.71193,80.51585,82.45129,82.40829,83.38196,83.53526,.8064395,.8035642,.9902855,.9752719,1.122987,1.096387,1.216003,1.181055,.5996144,.5905724,.8177956,.8039353,.9890488,.9705486,1.162304,1.133019,178174,182024,167107,164199,179688,168356,159677,158767
4,"AZ","Arizona",2003,81.85979,81.5051,85.43214,85.20151,88.44756,88.33566,88.55107,88.55062,78.72897,78.27128,81.69713,81.46354,82.21796,82.1703,82.73546,82.89649,.8277577,.8153879,.7728276,.7619671,.7937593,.7844079,.9456041,.9235647,.5683979,.5600867,.7170992,.7078127,.9276256,.9110954,1.131888,1.106241,184789,189226,172532,169568,185488,175132,164674,164077
4,"AZ","Arizona",2004,83.17596,82.78866,86.04777,85.82845,85.58951,85.51218,85.83816,85.91717,78.3758,77.95213,80.1572,79.95711,83.82888,83.75637,86.07563,86.1524,.7251955,.7198177,.7856188,.777599,1.014989,.9924409,1.310461,1.273824,.5631649,.5559914,.7978065,.7859465,.88383,.8699625,.9056323,.8800703,191396,194717,178029,172250,191960,180005,169006,165756
4,"AZ","Arizona",2005,83.86401,83.43481,84.67668,84.47205,85.55991,85.46389,86.81445,86.85648,77.68285,77.26315,80.46156,80.25087,83.79383,83.71129,84.52992,84.65877,.655566,.6457686,.8725535,.8611049,.9472532,.928626,1.188699,1.159846,.581363,.5766934,.763633,.7543598,.8561985,.8415479,1.101515,1.071778,193715,200461,182938,177032,194188,185035,173286,170327
4,"AZ","Arizona",2006,83.31753,82.94254,84.22044,84.02076,85.31751,85.2378,85.5144,85.57339,77.98029,77.55237,82.283,82.04886,84.17806,84.09339,85.0165,85.1356,.7380642,.7320859,.9290027,.9217849,1.007219,.9837167,1.264859,1.23091,.5497385,.5428329,.7208873,.7070215,.8152561,.8020641,.9655878,.9382091,197640,205756,188261,184600,199804,190741,179769,177369
4,"AZ","Arizona",2007,84.81191,84.36514,85.82803,85.58663,86.85808,86.75399,87.38773,87.40425,78.82037,78.33828,81.4586,81.22438,82.47372,82.42052,86.40998,86.49027,.6018882,.6000677,.7494279,.7433851,.9429075,.9273107,1.035161,1.010611,.5249963,.5153469,.732151,.7220221,.9395525,.9234856,.8798573,.8536564,199695,209291,192928,196063,202059,195522,183994,188921
4,"AZ","Arizona",2008,81.60605,81.24321,85.5099,85.27345,86.54518,86.42908,88.833,88.81226,77.484,77.01957,82.34467,82.08828,85.28694,85.17758,86.97785,87.04506,.7614738,.7569401,.7768869,.7713017,.9108861,.89219,.8802119,.8625433,.5262706,.5191235,.7161123,.7079591,.7405897,.7309623,.8340706,.8086866,203411,214621,197139,197320,205239,202258,188434,190123
4,"AZ","Arizona",2009,83.75333,83.27469,86.92747,86.65835,86.80412,86.6571,90.13693,90.08368,76.75317,76.29543,83.10162,82.81553,84.36718,84.26623,86.29938,86.37481,.6153001,.6155936,.6479685,.6479856,.7973611,.7901349,.6353695,.6251218,.5355521,.5320071,.6903371,.6848181,.7874037,.7773561,.8378619,.8120024,208646,220742,201896,198068,210961,206639,192461,189985
4,"AZ","Arizona",2010,84.31154,83.81792,85.2551,85.00486,85.8251,85.69405,88.25787,88.24407,78.09514,77.60173,79.95207,79.70477,85.39801,85.25752,87.51238,87.55451,.5901164,.5912272,.8141084,.8147328,.9519455,.9397983,.9838123,.9615725,.5397623,.5373002,.7496998,.7380553,.7187619,.7134224,.7772421,.7537915,212315,222457,201361,192617,214722,206440,191389,184578
4,"AZ","Arizona",2011,83.9044,83.4238,84.52469,84.28217,87.48251,87.33296,89.05317,89.03316,79.38523,78.85873,81.39845,81.11329,84.54066,84.41505,87.75935,87.78537,.6497694,.6432867,.9018617,.8886185,.8541967,.8412067,.9741223,.95395,.5461437,.5470498,.7722544,.7672144,.8229767,.8124995,.7325662,.7112454,218141,222689,200716,188865,219945,202785,190087,179812
4,"AZ","Arizona",2012,83.21542,82.69704,86.40548,86.11867,88.76048,88.57154,89.66591,89.60839,77.55703,77.00002,81.38384,81.04485,85.26034,85.09381,86.08684,86.15866,.6622504,.662113,.7903882,.7851021,.6666012,.6618895,.7617821,.7528846,.5478518,.544407,.7319719,.7264022,.7782856,.7706376,.9822215,.9527777,222065,225013,200659,185474,222771,204553,190207,176686
4,"AZ","Arizona",2013,83.041,82.51024,85.72825,85.37939,88.25518,88.06268,88.00387,87.9587,77.78073,77.18838,81.71697,81.35563,85.15171,84.96447,86.49575,86.53958,.6810269,.6833596,.7588547,.7577415,.7940775,.7947204,1.010253,.9904382,.512541,.5105655,.7250037,.7221102,.7880892,.7825015,.9101401,.8835214,223397,226048,200695,185293,226878,206381,190621,176636
4,"AZ","Arizona",2014,84.20135,83.63538,87.48844,87.11967,88.78987,88.59031,89.09806,89.04298,78.82534,78.19251,82.24621,81.86433,84.00873,83.82971,87.0332,87.07895,.6617503,.6678056,.6261878,.6325749,.7557333,.762875,.9716003,.9527121,.5443681,.5463616,.7463552,.7428453,.8820348,.8758442,.9500177,.9266357,215350,219546,194402,175419,218346,201693,185134,168005
5,"AR","Arkansas",2001,81.65249,82.14928,84.5423,84.87288,85.85255,86.13948,85.33347,85.64634,73.29137,73.9587,78.10426,78.57643,80.81812,81.22765,81.62847,82.01449,.9245924,.9029602,1.100877,1.063199,1.482205,1.428966,2.033056,1.956901,.6205778,.6256374,1.005205,.9936722,1.337958,1.307316,1.876455,1.840197,118430,103045,84412,55367,110333,102853,78934,51259
5,"AR","Arkansas",2002,81.37717,81.88497,83.59075,83.95268,84.10085,84.45063,85.51925,85.82291,74.17784,74.8565,79.71375,80.15722,81.68225,82.07475,78.85002,79.27336,.8867309,.8642949,1.118439,1.084435,1.486322,1.436707,2.032448,1.959885,.6305776,.6295517,1.003366,.9816823,1.360376,1.324713,1.683361,1.677979,124473,105219,85258,54252,114485,104571,80077,50427
5,"AR","Arkansas",2003,80.17569,80.72282,84.86973,85.19588,85.45815,85.75874,88.77327,88.94791,74.65127,75.3473,79.53818,79.99139,77.60103,78.05943,84.01675,84.33223,.9479417,.9247341,1.104668,1.068323,1.351656,1.30382,1.62294,1.558151,.6392237,.64043,.9832635,.9639954,1.171932,1.174778,1.744623,1.690763,125977,106805,86487,55242,115665,105935,81655,51088
5,"AR","Arkansas",2004,80.74773,81.31454,84.63053,84.97615,87.08614,87.33305,86.8978,87.15924,75.98199,76.67496,79.69436,80.15247,78.79287,79.25513,86.11539,86.36005,.9047123,.8815858,1.084881,1.045198,1.166844,1.121906,2.19108,2.112358,.6719648,.6672951,.9559004,.9360691,1.271599,1.261637,1.42593,1.372883,127250,107978,86867,56840,115838,106707,82431,52861
5,"AR","Arkansas",2005,80.7021,81.29133,85.38036,85.70188,85.36182,85.6901,87.11031,87.35107,75.00206,75.73068,82.21465,82.61429,82.95227,83.33063,83.27516,83.61606,.8998657,.8771904,1.025057,.9882447,1.553615,1.49526,1.929981,1.857216,.658043,.6565004,.875643,.8466699,1.300278,1.260991,1.708438,1.663486,126559,108544,88653,59166,114877,107094,84025,55280
5,"AR","Arkansas",2006,81.56454,82.14442,84.71133,85.0696,85.67764,85.99448,86.86895,87.11941,75.59363,76.33437,79.20148,79.69779,82.01968,82.44,85.276,85.56113,.8202859,.7954924,1.071878,1.031849,1.477255,1.42106,1.945452,1.872273,.6630198,.657882,.9269218,.9074164,1.321471,1.283846,1.541108,1.489219,127356,110267,89046,60287,116585,108005,84149,56561
5,"AR","Arkansas",2007,81.78754,82.39294,84.79803,85.16388,86.4329,86.72452,86.92174,87.16374,76.421,77.17239,81.55243,81.98907,84.91189,85.23241,82.98019,83.3405,.8341018,.8046203,.9880561,.9468703,1.338602,1.286552,1.709303,1.645459,.6595758,.6528072,.8531182,.8247883,1.071707,1.030509,1.871175,1.819465,128550,110498,90708,61422,116882,108078,85459,57889
5,"AR","Arkansas",2008,82.55587,83.15564,85.94931,86.2669,87.30653,87.57123,88.36848,88.56275,74.89186,75.6903,79.78972,80.29993,82.82545,83.23459,86.45974,86.7044,.7867551,.7555733,.8141075,.7801561,1.315568,1.259323,1.771563,1.705244,.6312219,.6294839,.9525112,.9275393,1.221893,1.181254,1.382794,1.327949,130022,111223,91135,61938,117903,108696,86146,58156
5,"AR","Arkansas",2009,81.1928,81.88758,85.90582,86.25005,88.45631,88.67121,89.10098,89.27005,74.84599,75.69304,80.20912,80.72121,82.89352,83.31412,85.15551,85.46288,.7394208,.7121318,.9035876,.8630908,.8939881,.853098,1.405396,1.3484,.5792152,.5745013,.9514153,.9228979,1.212193,1.171432,1.662102,1.60549,134496,113516,93702,63146,122612,110903,88298,59352
5,"AR","Arkansas",2010,82.21692,82.8938,87.11143,87.40804,87.53387,87.80135,87.73241,87.96925,76.44218,77.26809,80.50471,81.01359,83.89375,84.27672,85.30454,85.59116,.7608899,.7303223,.7734417,.734681,1.122407,1.071314,1.937792,1.862309,.654156,.6425519,.9214596,.8941164,1.111416,1.068661,1.462009,1.408326,130057,112310,93118,64468,117618,110205,88366,60575
5,"AR","Arkansas",2011,80.60307,81.36659,85.04214,85.4502,87.51881,87.79019,89.65495,89.80347,74.77213,75.63867,80.29961,80.81804,83.90595,84.29762,82.20752,82.60863,.845111,.8141561,1.014399,.966409,1.122335,1.070167,1.245175,1.192052,.609832,.6076791,.8643842,.8389461,1.102886,1.060354,1.75841,1.720556,126296,111502,94005,66085,113373,109144,89572,62054
5,"AR","Arkansas",2012,81.04388,81.82065,86.16145,86.51466,89.73264,89.89523,87.05926,87.31533,74.75398,75.6258,78.47505,79.04311,80.898,81.40113,84.91473,85.21252,.834663,.7983518,.8543593,.8097976,.666564,.6336105,1.825586,1.752528,.6266586,.6231755,.9263215,.9098524,1.388301,1.357903,1.390845,1.339973,123967,110940,95244,66924,110531,109077,90796,62869
5,"AR","Arkansas",2013,81.74232,82.49914,84.79878,85.22412,85.38384,85.764,89.60237,89.7433,74.66228,75.52834,80.53596,81.04709,83.09795,83.53123,84.8853,85.20267,.7867746,.7512542,.9519054,.9047862,1.361783,1.303746,1.293224,1.240755,.6626322,.6644636,.8925467,.8639939,1.267804,1.221966,1.785454,1.725841,122707,110299,94847,66285,112836,108863,90351,61972
5,"AR","Arkansas",2014,81.50559,82.27879,85.4814,85.86649,86.63862,86.95956,88.41415,88.59319,76.11041,76.96149,78.76092,79.31097,83.97028,84.36016,86.81973,87.04914,.8262811,.7873375,.8803701,.8337361,1.201832,1.144477,1.476493,1.416188,.6779765,.6652768,.9371869,.916385,1.200926,1.152302,1.434098,1.378311,117872,107673,91168,63856,109995,105348,85815,59164
6,"CA","California",2001,83.77743,82.57644,83.10091,81.95854,84.72761,83.73352,86.53455,85.7093,79.30299,78.29094,79.14017,78.31757,82.298,81.67522,84.87207,84.48481,.361881,.4137203,.463295,.5037129,.4708523,.5131789,.4583195,.5083714,.288751,.3105628,.3824913,.3902173,.4220988,.4309078,.3951478,.4167024,1149141,1034167,1014368,1278478,1205355,989360,970930,1277122
6,"CA","California",2002,84.09595,82.8993,84.02958,82.90359,84.83488,83.85011,87.4328,86.6536,79.35328,78.31715,80.47101,79.61102,82.05141,81.42487,84.64673,84.2578,.3577143,.41345,.4549859,.4963221,.4841456,.517905,.402952,.460157,.2710314,.2976907,.3854353,.4056005,.4111865,.4269096,.401414,.4176487,1179484,1067509,1040619,1323771,1229930,1023445,999728,1327716
6,"CA","California",2003,84.4146,83.2094,83.76761,82.62214,85.15643,84.16331,86.25465,85.40252,79.65933,78.59492,80.33867,79.47214,83.42964,82.79018,84.73174,84.3403,.3299018,.3917477,.4401093,.4813752,.4371133,.4848859,.4649535,.5157475,.2694146,.3036874,.3800469,.4055289,.3688965,.3944339,.4059223,.4206166,1217398,1093598,1073834,1375646,1253870,1053598,1031470,1375418
6,"CA","California",2004,84.67697,83.46304,84.13916,82.98826,84.67974,83.65791,87.35704,86.5438,80.23217,79.15419,80.40383,79.51967,83.34631,82.71008,85.13439,84.74351,.3106568,.388973,.4280011,.4793505,.4601869,.5029892,.4404444,.4986622,.2562884,.2948496,.3558227,.3737779,.3884671,.4087264,.3841114,.3993822,1239651,1122054,1099299,1396476,1269950,1087931,1055956,1389039
6,"CA","California",2005,84.85809,83.6213,84.19863,83.01704,86.48959,85.51853,87.31835,86.47437,79.80476,78.7021,81.69235,80.78525,83.42722,82.77872,85.45992,85.06084,.3141534,.3894,.427569,.4816771,.4029119,.459875,.4224223,.4838163,.2656144,.3069415,.3405656,.3736483,.387013,.4037201,.3824582,.4037109,1242263,1138045,1114565,1397727,1267326,1107762,1069927,1386328
6,"CA","California",2006,84.68977,83.41341,84.95352,83.77888,85.41071,84.36873,87.52162,86.66863,79.90595,78.77475,80.82734,79.92435,83.95037,83.29214,85.87716,85.48122,.2972017,.3826215,.4281526,.4847047,.4598281,.5097743,.4216681,.4922709,.2582955,.309221,.3735453,.3966266,.3779755,.3962557,.3622119,.3806121,1255828,1150836,1125212,1417231,1277086,1122746,1084104,1405359
6,"CA","California",2007,85.04588,83.77586,85.41045,84.24873,86.70567,85.71884,87.77383,86.92736,80.45425,79.3199,81.69818,80.77559,83.13421,82.47211,86.29397,85.91105,.3047137,.3773811,.3794956,.447739,.3822943,.4499166,.3960234,.4565286,.2568643,.3009906,.359667,.3933525,.3945013,.4170087,.3560704,.3848403,1255572,1165072,1130071,1435251,1275532,1137077,1087489,1423860
6,"CA","California",2008,85.02105,83.71352,85.1649,83.95772,86.59055,85.56705,88.3641,87.53312,79.74216,78.57249,81.16735,80.22794,84.26179,83.59863,86.46278,86.06215,.2949944,.3889234,.3792237,.4562869,.3939534,.454425,.375239,.4464941,.2555355,.3006987,.3515851,.3857108,.374773,.3995667,.3325913,.3558905,1263213,1179485,1145359,1459815,1283662,1148958,1099613,1446018
6,"CA","California",2009,85.14138,83.8057,85.58472,84.3731,87.39707,86.41061,88.36678,87.51447,79.61013,78.41965,81.83039,80.85841,83.86951,83.19772,86.9026,86.50135,.2789773,.3683371,.359145,.4451735,.3570569,.4257926,.3536958,.4409422,.2631451,.3117743,.3309945,.3761616,.383648,.4182649,.2956107,.3280589,1285247,1202709,1167850,1496921,1300421,1170896,1117272,1478519
