cz,czname,pop2000,stateabbrv,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
20401,"Providence",1582997,"RI",2014,83.78431,83.72986,88.09306,88.17934,87.77446,87.96803,90.0106,90.08766,78.4383,78.47182,84.77873,84.91342,87.53871,87.68958,87.02729,87.233,1.471309,1.427047,1.260027,1.211245,1.659989,1.584649,1.337263,1.291653,1.214669,1.18512,1.090872,1.050556,.9238189,.8819117,1.756296,1.694976,50673,57660,66936,68786,46730,55259,62961,63538
20500,"Boston",4974945,"MA",2001,82.56942,82.4397,83.02106,83.23656,84.50018,84.72923,86.66679,86.84273,77.48492,77.4588,79.14035,79.4276,82.43037,82.71432,84.57969,84.84961,1.001352,.9838489,1.038099,1.00485,1.102183,1.066,.9598798,.930441,.7800046,.7656785,.8768867,.8569202,.9246658,.8980452,.9115817,.8842607,120585,160690,189481,274406,117016,146834,178997,267810
20500,"Boston",4974945,"MA",2002,82.31496,82.16923,83.84767,84.0368,84.34296,84.58053,87.58474,87.74042,76.93324,76.90664,79.02782,79.31655,81.72498,82.04092,84.32605,84.60647,.9291462,.9168247,1.072908,1.041744,1.154963,1.118695,.9647354,.9349586,.7202966,.7050658,.8744042,.8561226,1.028356,1.003395,.9030958,.8776836,121612,162697,191250,285750,117356,148269,182126,280322
20500,"Boston",4974945,"MA",2003,81.55821,81.43017,83.42552,83.62811,83.75901,84.01118,85.19501,85.4159,77.85693,77.80187,80.84218,81.08273,82.28624,82.57761,85.40298,85.64886,1.011504,.9903985,1.079473,1.048354,1.192862,1.158976,1.06653,1.032638,.7356651,.7212524,.8526642,.8304139,.8901317,.8656132,.8251222,.7959491,123098,164566,194079,294413,118616,150581,184708,289237
20500,"Boston",4974945,"MA",2004,83.87133,83.71059,83.97444,84.1583,86.58069,86.72566,88.10238,88.24277,77.08746,77.05231,79.72905,79.99953,83.36147,83.61906,84.16926,84.46674,.9649855,.9573201,1.070052,1.037542,.8760935,.8475639,.9135836,.8833101,.749983,.7334576,.8695831,.8489928,.8499783,.8233802,.9561598,.9247817,125628,166428,199133,294755,121458,153232,188630,288631
20500,"Boston",4974945,"MA",2005,83.87803,83.69147,82.93529,83.15627,86.96928,87.09879,87.66609,87.80739,77.52084,77.47862,80.90712,81.1582,81.57575,81.89333,86.08691,86.32049,.8966826,.8918026,1.14916,1.115057,.8686946,.8394698,.9802207,.9483206,.7674305,.7531556,.8595884,.8376517,.9644565,.9412515,.8668324,.8299177,129462,167659,199910,295426,124750,154925,189587,287344
20500,"Boston",4974945,"MA",2006,82.2045,82.0248,85.50833,85.62594,86.39193,86.53751,88.39329,88.50249,76.67289,76.63803,80.05804,80.328,83.92744,84.18134,85.33834,85.59875,.9891406,.9727853,.9286138,.9005402,.9797084,.9483602,.8516911,.8220664,.7146795,.6998645,.869333,.8522122,.9216606,.893269,.9157865,.882706,132532,168364,202606,298351,127406,157026,191132,289535
20500,"Boston",4974945,"MA",2007,83.03058,82.82978,87.10149,87.17274,86.08859,86.23552,87.72857,87.86344,78.64706,78.57852,79.8951,80.17915,83.54971,83.82079,85.60643,85.87022,1.016094,1.002065,.8112101,.7892287,.9899118,.9611324,.9947789,.9628442,.7509153,.7375093,.9075065,.8879879,.9184193,.8888647,.9472087,.9146389,132311,168174,202668,299616,128757,155957,191192,290000
20500,"Boston",4974945,"MA",2008,83.89638,83.67317,86.69785,86.77735,88.20588,88.2804,87.53412,87.66306,79.06667,78.98672,80.88223,81.14072,83.92775,84.19884,87.36878,87.55953,1.009657,1.001103,.9030853,.8789681,.7575569,.7372507,.9891869,.9631417,.7814895,.765299,.8696858,.8468433,.9503937,.9200349,.7461578,.7159663,133267,169182,204372,304288,130539,156767,191899,293015
20500,"Boston",4974945,"MA",2009,82.99591,82.73238,83.14963,83.31909,88.34451,88.39668,89.24249,89.31212,77.99189,77.9119,81.88673,82.11043,83.93862,84.19088,85.43925,85.71639,.9267285,.9210518,1.146291,1.112871,.65775,.6391059,.7362474,.7174521,.7312381,.7170618,.8064801,.7828519,.8439272,.8125715,.9522072,.9168765,134623,169915,207423,313701,132017,157972,193991,301103
20500,"Boston",4974945,"MA",2010,84.72536,84.4422,84.70014,84.81643,86.78817,86.88725,88.96452,89.03733,77.09082,77.02844,83.34064,83.53168,83.74306,84.01917,87.61308,87.80614,.8994546,.8955434,1.10936,1.080619,.9321108,.9067256,.7782925,.7557549,.7376592,.7236972,.7831109,.7569045,.9046826,.8714128,.733209,.702186,134007,169212,206806,316529,131816,157462,192261,304192
20500,"Boston",4974945,"MA",2011,84.26592,83.95742,87.81014,87.85042,85.99358,86.10934,88.93285,89.00338,79.18816,79.07844,81.28342,81.52525,83.59673,83.89445,87.21069,87.41552,.9164638,.9160397,.8959093,.8721065,.9878611,.9597766,.831771,.8099831,.7260392,.709933,.8006628,.7763656,.9676949,.9357188,.7291909,.6967613,133805,167843,207569,316379,130027,157638,191968,302948
20500,"Boston",4974945,"MA",2012,83.70981,83.37839,87.00827,87.05251,88.19018,88.24557,90.09985,90.13036,78.52722,78.40549,81.90971,82.14845,83.94072,84.20824,87.18449,87.40221,.9215991,.9181877,.9330635,.9119117,.8180518,.7976621,.6466966,.6318529,.7709036,.7564156,.8278596,.800431,.8686877,.8382672,.7686273,.7339427,134700,168508,204862,317815,130045,157811,189795,304385
20500,"Boston",4974945,"MA",2013,86.39817,86.06271,86.53235,86.57412,88.5821,88.62186,89.77393,89.80991,78.67219,78.52802,81.28514,81.54762,83.58031,83.88792,87.80763,88.01093,.7434009,.7558196,.9527813,.9273382,.8128133,.7941266,.7267413,.7100996,.7292866,.7106133,.8760036,.8484887,.9446088,.9101716,.7499506,.7146205,136199,166092,202742,316938,132224,155453,187248,303563
20500,"Boston",4974945,"MA",2014,85.60307,85.24758,88.14718,88.15353,87.19046,87.25339,89.79816,89.83385,79.98228,79.80999,82.3511,82.5824,85.01408,85.26241,86.05319,86.3494,.788687,.799409,.8256495,.810755,.8998696,.8769488,.7837139,.7666853,.7192421,.7045173,.8038231,.7740228,.8697656,.8332539,.9557357,.9150602,136098,159128,195049,303379,129621,150315,178885,292975
20600,"Manchester",1193391,"NH",2001,78.54423,79.04307,85.00861,85.32388,83.63856,84.02622,85.80463,86.13364,77.62911,78.02235,77.76567,78.1972,79.81673,80.24334,82.98742,83.36445,1.995196,1.96043,2.094966,2.013079,2.227098,2.154423,2.542756,2.449787,1.449477,1.414557,1.492024,1.4756,1.768554,1.747429,1.948923,1.899771,33032,47176,56849,58744,31274,47398,57349,59067
20600,"Manchester",1193391,"NH",2002,80.33284,80.7711,81.32571,81.75861,85.22675,85.5396,84.27489,84.64902,74.45078,74.88415,81.49898,81.84653,83.88288,84.19218,81.37569,81.79919,2.066495,2.005143,2.038987,1.980068,2.038779,1.960844,2.502562,2.429419,1.317229,1.305268,1.593198,1.546098,1.620103,1.564099,2.089612,2.061444,33732,48743,58877,62490,31244,48337,59993,62988
20600,"Manchester",1193391,"NH",2003,87.1563,87.27878,86.1798,86.41546,86.03528,86.3078,85.45879,85.76391,73.11059,73.54468,80.60058,80.98576,82.14198,82.50914,87.8613,88.03973,1.262627,1.204669,1.565495,1.497201,1.892623,1.813039,2.073993,1.997533,1.166785,1.177285,1.615205,1.574214,1.576254,1.526921,1.267866,1.212835,34571,50242,60687,64811,32182,49667,61940,64849
20600,"Manchester",1193391,"NH",2004,84.98956,85.21483,85.14114,85.40318,88.63026,88.78815,84.46157,84.82014,77.0252,77.43945,81.52514,81.8848,80.90868,81.31461,79.5229,79.97213,1.589382,1.51854,1.678103,1.610056,1.3798,1.317577,2.442702,2.367239,1.32017,1.292279,1.473297,1.42847,1.615885,1.579657,1.951774,1.954912,35991,51715,61953,65685,33599,51005,62830,65616
20600,"Manchester",1193391,"NH",2005,82.23291,82.5695,83.07683,83.43098,85.00005,85.31169,86.14776,86.42163,79.52386,79.79289,78.20914,78.63268,84.83359,85.09679,84.75365,85.08038,1.658781,1.590491,1.839181,1.775876,1.874524,1.806235,2.067536,1.990618,1.095611,1.052831,1.533148,1.511431,1.371449,1.319634,1.853619,1.791311,37172,52504,63282,66349,34741,51672,63888,66088
20600,"Manchester",1193391,"NH",2006,81.9367,82.27815,86.72039,86.92719,86.33424,86.58419,88.98582,89.15732,76.97295,77.37466,79.74108,80.12112,85.81618,86.05889,88.83102,88.98631,1.629204,1.563018,1.522704,1.456196,1.687268,1.618622,1.809949,1.735618,1.291172,1.262521,1.370876,1.331625,1.43324,1.377709,1.249809,1.193861,37518,52922,64787,67441,35262,52113,65083,66864
20600,"Manchester",1193391,"NH",2007,83.07445,83.3839,85.87523,86.14255,87.06915,87.29209,85.00687,85.33265,77.45045,77.84013,80.14174,80.52853,83.50889,83.8263,85.42719,85.73952,1.656158,1.585318,1.752088,1.676741,1.582699,1.513009,2.218699,2.14291,1.322524,1.288108,1.515352,1.476512,1.460319,1.412572,1.777783,1.708661,37742,53553,65586,67698,35732,52285,65915,66634
20600,"Manchester",1193391,"NH",2008,83.57888,83.88315,86.69181,86.91137,88.31934,88.47784,88.60725,88.77233,76.03454,76.44754,81.61501,81.97372,83.91496,84.22941,87.34129,87.56569,1.686394,1.612939,1.629467,1.558077,1.298263,1.240608,1.551732,1.485933,1.218702,1.19863,1.518274,1.473114,1.56004,1.506269,1.466475,1.400763,38203,54181,66650,67878,36300,52756,66489,66542
20600,"Manchester",1193391,"NH",2009,82.18475,82.51163,87.04063,87.22801,89.16031,89.29008,87.48431,87.71068,76.71635,77.11905,82.7859,83.09026,82.47445,82.83636,85.5357,85.87116,1.592065,1.522439,1.375642,1.313897,1.232242,1.180184,2.009199,1.93179,1.224792,1.199394,1.273931,1.225918,1.565032,1.524286,2.015961,1.942472,38570,54490,67479,69926,37043,52708,67389,67930
20600,"Manchester",1193391,"NH",2010,80.29153,80.75243,84.95725,85.25809,90.32277,90.41452,90.47296,90.56136,77.8222,78.20618,83.56883,83.85715,86.43054,86.66363,86.53676,86.83269,1.886276,1.838618,1.855103,1.780245,1.008645,.9660373,1.118428,1.071535,1.220416,1.187346,1.298455,1.246188,1.233103,1.181966,1.776947,1.704326,38379,53842,67170,70439,37055,52209,66425,68503
20600,"Manchester",1193391,"NH",2011,84.43024,84.67719,86.61989,86.83466,86.04408,86.32365,90.49741,90.59538,76.8662,77.29225,80.42986,80.82163,82.05743,82.45056,86.56056,86.85028,1.509725,1.441003,1.557647,1.489601,1.938759,1.863849,1.208135,1.155061,1.288177,1.263284,1.465243,1.428615,1.723135,1.682608,1.717491,1.639935,37568,52827,66858,70645,36491,51432,65600,68551
20600,"Manchester",1193391,"NH",2012,82.46738,82.8135,86.26428,86.48687,87.00397,87.22971,87.85767,88.07377,79.68475,80.01479,81.756,82.11954,86.01665,86.25792,86.6437,86.94717,1.716316,1.645907,1.57182,1.502683,1.699586,1.627214,1.975607,1.896701,1.222156,1.179075,1.457226,1.407472,1.342438,1.284555,1.774062,1.698361,37366,52270,66177,71070,36280,51019,65095,68786
20600,"Manchester",1193391,"NH",2013,86.17865,86.38314,85.66834,85.93559,84.47971,84.80942,88.41438,88.60206,76.94711,77.35559,81.53837,81.92638,82.10023,82.49533,86.8544,87.14337,1.517266,1.441227,1.84123,1.764808,1.958599,1.88714,1.771814,1.695819,1.255368,1.22589,1.53362,1.483842,1.675331,1.63369,1.656848,1.582262,37800,51776,65651,70494,36918,50918,64150,67865
20600,"Manchester",1193391,"NH",2014,81.74593,82.10007,85.10783,85.38313,88.87996,89.03385,90.94207,91.00954,78.29625,78.66293,82.60471,82.93147,85.859,86.12192,86.55062,86.86589,1.641364,1.574404,1.73594,1.665017,1.488311,1.422554,.9020203,.8635075,1.209023,1.175886,1.328927,1.276809,1.49086,1.427184,1.744635,1.664126,37449,49754,61834,69652,35849,48713,60719,66094
20800,"Springfield",680014,"MA",2001,79.4985,79.19164,82.05448,82.42752,82.96825,83.42473,85.76628,86.07008,75.5506,75.28906,76.81683,77.19353,80.18168,80.61151,87.56635,87.71911,2.547965,2.483157,2.920965,2.841012,2.954491,2.866835,3.215993,3.109088,1.714104,1.67949,2.089238,2.082448,2.447448,2.407806,1.909858,1.836799,19999,25566,29056,24337,18221,25020,28350,22627
20800,"Springfield",680014,"MA",2002,80.67603,80.33226,80.48028,80.89844,81.7084,82.20205,81.80404,82.22895,77.11492,76.81728,78.19503,78.54103,78.3631,78.80923,83.63998,83.96027,2.493771,2.442776,2.727742,2.673692,2.891728,2.826187,3.131808,3.066428,1.857033,1.826124,1.9533,1.918302,2.279937,2.278233,2.736377,2.662111,20789,26250,29842,24316,18881,25726,29202,22702
20800,"Springfield",680014,"MA",2003,83.29121,82.86008,81.69322,82.04715,84.09915,84.4713,85.12404,85.46071,75.09346,74.82947,81.3749,81.66896,81.89066,82.28496,89.56886,89.67178,2.102832,2.089216,2.526772,2.457094,2.481943,2.388583,3.608281,3.506651,1.640525,1.602119,2.110082,2.054807,2.349114,2.297433,1.55033,1.486444,21310,26794,30262,25288,19258,25947,29571,23630
20800,"Springfield",680014,"MA",2004,84.87833,84.46767,82.25411,82.61494,81.00742,81.51588,89.49606,89.64056,75.83217,75.56278,79.97614,80.30211,85.77968,86.01538,89.0738,89.21009,2.001005,2.002736,2.858395,2.784268,2.714991,2.664574,2.474725,2.378112,1.784366,1.7446,2.111971,2.066939,1.789474,1.71668,2.054279,1.973625,21437,27519,30562,25808,19391,26568,29738,24086
20800,"Springfield",680014,"MA",2005,85.73418,85.36105,82.99707,83.31104,86.10184,86.4388,89.46725,89.6173,79.4174,79.08743,80.21805,80.53815,81.36077,81.76684,88.99384,89.12222,2.282672,2.278542,2.355969,2.276072,2.913226,2.804614,2.522068,2.421011,1.799028,1.780909,2.008049,1.961655,2.252187,2.201472,1.75317,1.681742,21744,27420,30946,25971,19628,26466,29945,24174
20800,"Springfield",680014,"MA",2006,85.48207,85.04505,84.63352,84.86256,88.01872,88.27145,85.81763,86.11662,75.88344,75.61079,80.76729,81.08265,77.61642,78.0555,83.89897,84.26025,1.873122,1.882303,2.252166,2.16801,2.609948,2.49625,3.347956,3.244192,1.89231,1.846811,2.125032,2.077804,1.992546,2.006104,3.418712,3.353512,22362,27832,30982,25938,20122,26560,30155,24071
20800,"Springfield",680014,"MA",2007,82.08302,81.65517,86.64136,86.79109,82.21894,82.69852,89.36337,89.47729,77.52195,77.16846,84.02538,84.23716,84.7654,85.0691,88.32499,88.49352,2.256388,2.217251,1.815818,1.740499,2.818361,2.756594,1.816212,1.738501,1.668745,1.637401,1.813447,1.748925,2.128259,2.054504,2.060963,1.975627,22480,27813,31145,25578,20442,26663,30050,23656
20800,"Springfield",680014,"MA",2008,82.19859,81.78542,86.86118,86.9942,82.47198,82.9491,84.58795,84.94608,77.39327,77.05349,78.19115,78.56985,82.59145,82.98582,81.61322,82.0377,2.318373,2.274325,1.731778,1.661113,2.873262,2.802289,3.824338,3.73804,1.670143,1.639916,2.081073,2.061016,2.353524,2.294748,2.998403,2.964283,22541,28106,31327,25488,20907,26726,30072,23408
20800,"Springfield",680014,"MA",2009,82.29967,81.83894,84.04306,84.26926,88.27824,88.48579,91.09343,91.13799,77.67375,77.30392,81.65979,81.96084,86.48619,86.71313,86.19355,86.4894,2.203791,2.166029,1.969453,1.893425,2.00187,1.90237,1.208961,1.159697,1.633754,1.601743,1.92192,1.864155,1.625611,1.555562,2.894539,2.794688,23097,28279,31800,25904,21414,26815,30313,23582
20800,"Springfield",680014,"MA",2010,86.29787,85.84238,82.72793,83.06396,86.82198,87.12242,90.4976,90.59014,79.97227,79.60037,78.23621,78.60667,84.52789,84.8207,86.26189,86.54302,1.667297,1.682671,2.538955,2.462396,2.483424,2.371601,1.98049,1.897988,1.788582,1.765026,1.786371,1.759667,1.736164,1.664573,2.40747,2.315752,22349,28119,31276,26196,20830,26519,29915,23793
20800,"Springfield",680014,"MA",2011,83.56354,83.14597,82.53276,82.87506,87.87956,88.12654,90.42872,90.54514,79.92815,79.49107,83.55502,83.75446,85.5246,85.79742,86.83946,87.11072,2.304058,2.265018,2.551837,2.468127,2.131004,2.025636,2.324581,2.228572,1.619267,1.60227,1.602032,1.540681,1.948696,1.867883,2.682239,2.578816,21862,27468,31029,26192,20409,26036,29365,23762
20800,"Springfield",680014,"MA",2012,86.38646,85.91264,86.63084,86.79133,90.879,90.96075,89.53368,89.661,75.89279,75.54135,78.77942,79.14503,85.50524,85.78803,82.13947,82.58021,1.86503,1.868888,2.010271,1.922754,1.169172,1.103611,2.240415,2.148175,1.740253,1.692035,1.993676,1.967324,1.953342,1.875161,3.360116,3.326615,21725,26884,30788,26072,20359,25399,29053,23678
20800,"Springfield",680014,"MA",2013,85.23135,84.67547,82.95123,83.26315,91.1305,91.20274,89.70308,89.83897,79.17046,78.6417,83.06859,83.33732,88.09333,88.26171,87.9438,88.15576,1.720048,1.720408,2.431561,2.347289,1.094646,1.034293,2.451119,2.352453,1.478304,1.464375,2.025583,1.958006,1.456649,1.388304,2.329838,2.228002,21830,26390,30248,25300,20622,25296,28360,22811
20800,"Springfield",680014,"MA",2014,83.92371,83.38826,85.66328,85.87912,88.80656,88.99659,87.88849,88.12093,78.6103,78.17969,78.98846,79.34704,83.44019,83.83453,85.86476,86.18337,2.158274,2.135557,2.26278,2.167829,1.785798,1.687323,3.377073,3.263369,1.889728,1.851604,2.022968,1.988055,2.590458,2.520442,2.680086,2.579528,21052,25201,28718,25924,20301,24202,26937,22373
20901,"Bridgeport",3405565,"CT",2001,80.94297,80.99863,81.69186,81.94585,83.86779,84.14097,87.33091,87.52126,77.14854,77.21798,80.64763,80.86436,81.74989,82.0601,86.71552,86.90546,1.241346,1.213587,1.275748,1.239017,1.220966,1.181364,1.002495,.9637227,.9828689,.966774,.9521313,.9309793,1.111791,1.085539,.7977136,.7670088,77691,108895,138728,205612,75422,99856,133183,199077
20901,"Bridgeport",3405565,"CT",2002,81.43682,81.47224,84.26669,84.4388,82.55501,82.87361,86.81801,87.02704,77.60855,77.65053,80.64361,80.85838,83.0454,83.31032,84.52221,84.80666,1.248695,1.217085,1.183422,1.149393,1.29436,1.254964,1.106251,1.064478,.9346102,.9180728,.9780673,.9542257,.9955202,.9640982,1.069771,1.033903,80440,111754,141263,208404,76907,102479,136252,202218
20901,"Bridgeport",3405565,"CT",2003,81.50548,81.49496,81.81618,82.05491,84.32301,84.58345,87.85806,88.01999,75.61568,75.6815,77.68404,77.95904,81.40205,81.71551,84.5419,84.8233,1.077816,1.057088,1.369192,1.329755,1.306871,1.263382,.973881,.9376162,.8451193,.8337589,1.017266,1.004808,1.048055,1.021158,1.096666,1.059915,83311,113816,143450,213034,79305,104752,137776,206847
20901,"Bridgeport",3405565,"CT",2004,81.78649,81.75465,85.12491,85.24658,84.05196,84.3074,87.33045,87.50389,76.83268,76.86555,79.4806,79.71323,82.25728,82.54821,85.63991,85.8852,1.091965,1.070476,1.116526,1.086906,1.220608,1.181609,1.041983,1.007192,.8800315,.863897,.9960064,.9750091,1.080863,1.053641,.9704975,.93628,85004,116094,146398,215371,81413,107216,139617,208382
20901,"Bridgeport",3405565,"CT",2005,82.45383,82.40433,84.55685,84.69074,85.41956,85.62416,87.99112,88.14388,75.67301,75.70592,79.68725,79.91365,84.30605,84.53308,86.34507,86.56854,1.212039,1.187504,1.202318,1.169262,1.177522,1.1388,.9884815,.9559045,.8168594,.8018842,.9863102,.9663842,.9749891,.9435604,.9461313,.9122415,87096,117105,147511,216986,83190,107459,141207,209378
20901,"Bridgeport",3405565,"CT",2006,81.92362,81.86026,85.08817,85.19456,87.53729,87.66231,87.19093,87.36172,76.85306,76.84105,81.66052,81.83178,83.37617,83.63992,85.93323,86.17356,1.169859,1.147782,1.140398,1.108712,.9612666,.9295173,1.095848,1.05979,.8831641,.866841,.9695719,.9464019,1.083075,1.050216,.9716895,.9372683,89724,118243,148950,219145,85367,108745,142561,210654
20901,"Bridgeport",3405565,"CT",2007,83.11423,83.01498,85.46641,85.5657,85.21487,85.40484,87.24079,87.40926,78.10685,78.06297,81.56452,81.73118,85.37317,85.56606,86.51333,86.72887,1.123535,1.111735,1.221616,1.190479,1.135056,1.097392,1.097064,1.063073,.9060007,.8909283,.9485113,.9256408,.9026534,.8727181,.9012344,.8660798,89814,118864,149075,218169,86165,109323,142400,209072
20901,"Bridgeport",3405565,"CT",2008,85.24612,85.10357,86.13556,86.19962,87.74176,87.84921,87.36353,87.52389,76.86417,76.81857,81.50337,81.66684,83.80618,84.04771,86.77879,86.98013,.9706561,.9673178,1.033768,1.008463,.9296137,.9003877,1.103368,1.066987,.8843912,.8696694,.9486763,.9266686,1.012712,.981333,.8507489,.8182125,90824,120154,150845,218844,87705,110416,143047,208656
20901,"Bridgeport",3405565,"CT",2009,81.70945,81.60441,85.06224,85.15747,86.21206,86.3746,89.04815,89.15844,77.31055,77.25212,82.00468,82.14993,84.29549,84.51627,85.69382,85.94965,1.066509,1.044086,1.088032,1.057341,1.102292,1.065676,.8723094,.8438128,.87422,.8611695,.9307104,.9078277,.9238378,.8934892,1.03825,.999384,92122,120475,151879,223809,88461,110448,144055,212726
20901,"Bridgeport",3405565,"CT",2010,85.25336,85.10569,85.83199,85.90707,88.61382,88.69363,87.82717,87.98212,76.71847,76.66759,80.68194,80.86371,80.94553,81.26405,87.52226,87.70293,.9252825,.9217791,1.033837,1.006573,.7750556,.7512512,1.179814,1.140288,.8362187,.8217707,.9589924,.9374354,1.053456,1.031255,.7896516,.7560074,91758,120645,151337,222839,88589,110589,142345,211911
20901,"Bridgeport",3405565,"CT",2011,84.8504,84.69116,84.4096,84.52264,88.9097,88.99526,90.06852,90.14078,77.31662,77.24645,80.95921,81.13485,83.09927,83.36599,86.90381,87.12347,.940571,.9391662,1.237911,1.204546,.9078656,.8795951,.785775,.7603254,.8852562,.8684731,.9943432,.9718054,1.028894,.9980387,.9599487,.9206585,92758,119263,150567,220376,89970,109304,140609,208545
20901,"Bridgeport",3405565,"CT",2012,84.05132,83.88452,84.98638,85.06658,85.49506,85.67949,89.29198,89.37787,78.45058,78.33006,81.68969,81.84186,85.86201,86.02118,87.65134,87.83808,1.042023,1.035768,1.168749,1.139512,1.284248,1.244074,.8390901,.8142896,.8346502,.8183517,.952161,.9286041,.7579871,.7297812,.8519881,.8140417,92846,120561,149471,218773,90023,110203,139137,207340
20901,"Bridgeport",3405565,"CT",2013,84.22398,84.04897,87.16206,87.18783,88.94286,88.99866,89.13226,89.23381,76.99184,76.90453,80.8199,80.99754,84.08941,84.33593,86.93657,87.16566,1.042117,1.029963,.9016645,.8813519,.7530741,.729696,1.040499,1.008812,.8850527,.8706828,.9844492,.9611618,1.014086,.9794657,.8998725,.858655,93770,118209,147052,215631,91267,107989,136848,203704
20901,"Bridgeport",3405565,"CT",2014,82.70944,82.56437,85.93011,85.99339,88.54605,88.62942,89.08057,89.17432,78.78583,78.66053,82.88999,83.02974,86.49957,86.66796,87.27146,87.50214,1.241308,1.221336,1.159163,1.134106,.9277781,.8990077,.9698554,.9361737,.8377613,.824493,.9538933,.9253563,.8628676,.8269621,.9363195,.8926722,94034,113037,141176,203028,90439,103623,129383,192849
21501,"Minneapolis",2904389,"MN",2001,78.6398,78.62696,83.56146,83.83591,83.94911,84.27232,88.57761,88.71442,76.49139,76.56104,78.63274,79.01015,83.62737,83.93937,85.27857,85.52219,1.583853,1.541228,1.406896,1.363294,1.57992,1.525366,1.05682,1.021653,1.074798,1.057527,1.223342,1.20565,1.227723,1.187812,1.13403,1.095947,54793,95809,125550,163897,56869,88422,127438,161464
21501,"Minneapolis",2904389,"MN",2002,80.72103,80.64284,83.92512,84.17889,85.94309,86.18073,87.01716,87.22159,77.3731,77.43483,80.58796,80.92097,80.1899,80.58812,85.22042,85.47484,1.555972,1.521872,1.333606,1.286965,1.276591,1.230736,1.334974,1.2861,1.06355,1.050943,1.179673,1.148729,1.170402,1.153718,1.167373,1.130806,56708,98388,129090,167738,58783,91509,130798,165414
21501,"Minneapolis",2904389,"MN",2003,82.09837,81.99402,82.07307,82.4053,85.37844,85.63992,86.83965,87.05043,76.31168,76.39592,80.48608,80.82762,83.81579,84.12022,87.47317,87.65707,1.441565,1.426516,1.45283,1.412125,1.330618,1.281497,1.413493,1.363531,1.042255,1.026162,1.169891,1.140418,1.096107,1.060053,1.048653,1.009277,58622,101157,131586,170839,61037,93944,132738,168624
21501,"Minneapolis",2904389,"MN",2004,80.50822,80.41399,83.5097,83.78136,85.85146,86.09385,86.3606,86.58768,75.32439,75.44386,80.47583,80.82444,83.44664,83.78623,86.22375,86.45336,1.371962,1.347584,1.357089,1.313429,1.333601,1.284806,1.496916,1.447268,.9862693,.9734741,1.11738,1.088903,1.236699,1.199416,1.150607,1.108589,60238,103303,134826,172333,63338,96126,135147,169305
21501,"Minneapolis",2904389,"MN",2005,83.12778,83.00074,85.07438,85.29782,85.94513,86.1758,88.85149,88.9842,76.88737,76.98644,80.25677,80.61575,82.49185,82.86633,87.258,87.45399,1.126767,1.1279,1.315742,1.271664,1.228267,1.18533,1.153417,1.113959,.9831873,.9704552,1.071162,1.043485,1.224251,1.188518,1.073936,1.031646,62166,104918,137162,174217,65424,97841,136455,170773
21501,"Minneapolis",2904389,"MN",2006,80.88663,80.76739,83.79667,84.0568,86.80007,87.00724,87.96375,88.12398,76.08154,76.19909,80.18824,80.56534,84.109,84.4359,85.97988,86.22764,1.32563,1.305606,1.309989,1.264035,1.237877,1.194601,1.280758,1.238353,.9796311,.9649176,1.16377,1.134967,1.149329,1.11134,1.204268,1.162745,64022,105254,138826,176381,66945,98855,137611,172334
21501,"Minneapolis",2904389,"MN",2007,83.90198,83.75762,85.69471,85.90689,87.72215,87.89339,88.54538,88.69386,75.63719,75.78391,81.66705,82.01197,83.91151,84.25109,86.82808,87.05072,1.237376,1.23645,1.313925,1.265916,1.080104,1.039718,1.320051,1.279082,.9894502,.9755453,1.042215,1.008313,1.116685,1.074679,1.039289,1.002195,64969,106881,141351,175805,68654,100137,139489,171445
21501,"Minneapolis",2904389,"MN",2008,83.19006,83.06883,85.81258,86.02246,87.37622,87.56162,87.81902,87.98955,77.10046,77.23317,80.44289,80.83856,85.6242,85.90384,86.99854,87.22513,1.127342,1.124892,1.199313,1.155541,1.040352,.9988847,1.241762,1.198625,.9724837,.9596061,1.075228,1.046115,.9609282,.9175743,1.087709,1.044266,67000,108349,143820,176731,71000,101874,140896,171825
21501,"Minneapolis",2904389,"MN",2009,79.72952,79.64352,84.5759,84.83454,87.40836,87.58788,88.42821,88.57319,77.05951,77.19683,78.15725,78.60827,86.39371,86.64454,87.57581,87.7787,1.266408,1.23879,1.342444,1.295253,1.002762,.9627736,1.154607,1.115358,.8876466,.8731851,1.001671,.9901282,.8760061,.8345078,.9454767,.9052152,68314,108906,146406,181608,73319,102617,142543,176125
