cz,czname,pop2000,fips,statename,stateabbrv,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20
34404,"Butte",54033,30,"Montana","MT",.364094,.2004219,.1619433,.1020408,.2155172,.2,.2151899,.1295337,.5795247,.80997622,.82403433,.86631018,18.57246,7701.7637,1.807104,.2001688,.1177844,.1267163,-.9597076,71.345953,73.946239,69.911474,72.168407,61.674276,63.112566,.0362479,.0311806,.0423715,.0267995,.33109,.1491632,.0668,.55129,1.0179789,52.94542,.1776692,2.370774,.054716,-.1034546,-.0088482,.5880993,.0498241,1.385041,.0127699739,.0175448337,9.808716,.6100504,30172.66,98721.54391,5.3350757,18.044901,6.262607,.0169567,19.35819,2122.67,-.0484121,47.104,.2145317,.0032943,1569.183,.0295762,0
34501,"Bonners Ferry",9871,16,"Idaho","ID",.3571429,.2121212,.3,.2307692,.2115385,.1746032,.2,.2307692,.64285713,.86363637,1,.92307693,24.39239,7500.78,.7029791,.090318,.1522629,.1428386,-1.614455,70.857916,82.105263,57.894737,68.421053,44.859813,49.99,.0025489,.0017387,-.0001507,.0108569,.27964,.1568406,.10362,.56769,-.29499963,35.81198,.0911762,3.39378,.0909091,.3542324,.4949844,.5878175,.1444099,2.925046,.0166143248,.0180326208,7.779754,.4383788,28982.87,129167.7,4.6676009,19.458464,4.734242,.031085,14.7,,,46.2025,.1561014,.0046601,2032.405,.0155046,.4
34502,"Libby",18837,30,"Montana","MT",.2860412,.2172702,.1544715,.1142857,.2511848,.2209302,.2377049,.2058824,.62471396,.79108638,.86290324,.88732392,24.8668,6952.18,.0559043,.128878,.1323479,.1123737,-.2386114,81.086132,80,65.396825,76.825397,63.257576,55.73,.009347,.0052279,.0162756,.0035504,.27845,.19162,.09077,.57971,.65953271,38.21734,.1008653,1.438658,.0856107,.0611199,.0448786,.5349371,.1273848,1.412115,.0141742316,.0140680575,5.214151,.5994865,26385.41,110105.8,5.0773872,17.064927,5.058121,-.0102884,13.7,,,47.7105,.1811754,.0048309,1638.35,.0254041,0
34503,"Kalispell",111205,30,"Montana","MT",.3106457,.1840164,.1038136,.1034091,.2495471,.2077539,.1814208,.15,.70175439,.81112546,.86549062,.89812648,24.30873,7343.2132,-.0621087,.1540117,.1083071,.1119951,-.1645458,75.404576,81.887242,68.17648,73.181405,67.579428,48.788179,.0242234,.0214385,.0282827,.1728574,.3262,.1471508,.11362,.55916,.52724134,39.50452,.1357853,1.697765,.0578936,.3953474,.5692465,.6234509,.1148716,1.986862,.021392923,.0171844791,11.88814,.4503203,32003.25,160758.9769,4.9847896,17.933386,5.978268,.0083296,21.71777,2096.45,-.120535,44.6015,.1907046,.0051886,1709.979,.020824,0
34504,"Missoula",135756,30,"Montana","MT",.2885506,.1547771,.1359084,.0795796,.1938775,.172459,.1575847,.123839,.76033056,.84555161,.89628482,.91536051,21.43903,7156.9279,-.2033013,.137814,.1104941,.1176854,.2476376,80.775914,84.489359,67.932251,75.257421,68.146521,45.190275,.0598658,.0640509,.057934,.0326902,.3306,.145546,.08702,.56406,1.1697124,31.3953,.2268776,1.680957,.0422043,.3285446,.5155546,.6712329,.0758351,2.108592,.0249639058,.0237926869,21.85383,.4674966,31286.06,179413.7412,5.1451454,17.441395,8.572976,.0037877,29.47681,2250,.0477651,45.63475,.1963275,.0082059,1656.618,.0245874,0
34601,"Gillette",46229,56,"Wyoming","WY",.3563218,.2848546,.2229141,.1777278,.2735043,.2523462,.2377892,.2201622,.59856629,.72210526,.81151831,.82332563,15.05616,7829.0583,.045031,.1123681,.1092196,.1454404,-2.364556,75.002241,74.38449,57.249819,56.465358,49.310609,69.898911,.0445994,.0514427,.0399596,.0207833,.21035,.0812032,.08507,.57182,-.92643508,48.21432,.1254624,2.989465,.0298931,.2568718,.3486824,.7241018,.0330082,1.440298,.0178675723,.0166129486,4.598433,.5363045,34452.02,126810.4253,7.141513,14.535463,5.88294,.0089056,15.75676,,,55.507,.1518394,.0077873,4314.919,.0619123,0
34602,"Rawlins",15639,56,"Wyoming","WY",.3256302,.2706767,.1546763,.1909548,.2711497,.259542,.2619926,.2538071,.5946548,.76023394,.84555984,.80000001,17.5746,7560.22,.8845432,.1266519,.1245412,.1467404,-2.290512,75.917331,70.895522,63.432836,59.701493,50.326797,88.06,.0025169,.0017154,.0025685,.066246,.22621,.1287427,.04303,.64512,-.64592831,42.93753,.6586099,13.83081,.0444639,-.28576,-.2514982,.6257808,.0661191,2.870168,.0184794424,.0250015986,1.980588,.7224708,31828.03,101974.5,7.1819197,13.714432,-5.207753,.0156518,17.2,,,49.41725,.1916798,.0107424,3351.101,.046421,0
34603,"Casper",78585,56,"Wyoming","WY",.3474776,.2546638,.2037351,.1395705,.2626706,.2161319,.2231834,.1931464,.67404425,.77314389,.83107495,.87282783,15.71057,8262.6525,-.0644174,.1180801,.1153699,.1321961,-1.148365,76.145898,80.738453,65.926851,57.276776,61.490148,54.622503,.0568279,.0525049,.0562635,.0253401,.28016,.1179284,.15007,.57977,.54232275,43.49685,.6248012,4.984412,.0379275,-.0854233,-.0813605,.6829474,.0550845,1.808118,.021963479,.019227588,8.190542,.5284612,34839.75,112824.0104,6.4575023,17.021375,-.2144212,.058751,19.18718,1248,-.1473217,50.33625,.2211492,.0087803,2999.53,.0207405,0
34604,"Lusk",2407,56,"Wyoming","WY",,,,,,,,,,,,,24.5574,7357.89,2.636961,.2107192,.123757,.1390335,-1.083302,70.649778,78.787879,57.575758,72.727273,64.444444,61.47,0,0,0,0,,.1342894,,,.80826317,49.23141,.1246365,1.495638,.0402299,-.1768126,-.0816012,.6169439,.021796,.711297,,,.9166685,.7195358,30782.98,80379.9,7.6546185,12.465261,,,15.3,,,,.1555556,.0037391,5706.283,.0358005,0
34701,"Honolulu",876156,15,"Hawaii","HI",.2338742,.1722365,.1460288,.1044776,.1973049,.1768293,.1775093,.1549572,.73296303,.79753387,.82708234,.88301343,7.901288,7184.9,.6506513,.1730008,.1075324,.1205838,.4353117,76.292701,83.373631,68.283317,83.231404,63.595559,24.55,.1066677,.1006324,.1049629,.1402532,.30474,.0989543,.09084,.51689,,33.31975,2.235104,6.70303,.0408656,.1489591,.1242331,.6473376,.0378287,19.20275,.0304317953,.033947151,1460.829,.2351303,39403.99,411897,6.5629113,18.361844,-14.79879,.0180763,27.9,5087.85,-.1050661,44.83,.1673771,.0072406,1316.213,.0153621,1.05
34702,"Kauai",58463,15,"Hawaii","HI",.2244898,.2091545,.1838671,.089852,.1862069,.191366,.1590909,.1562168,.76022911,.82159626,.85818183,.89795917,9.778863,7148.41,2.260082,.184486,.1273299,.1436457,.8913077,78.763459,85.109983,74.111675,82.741117,67.924528,27.83,.0128168,.0109541,.0141615,.0644554,.29443,.105066,.057,.595,,52.31856,.2788088,8.215453,.0503741,.4959061,.4925255,.631285,.0244694,12.98639,.0172587791,.0061919505,93.92563,.3702866,38209.55,288061.3,6.5629113,17.971216,,,19.4,1032,-.2443313,43.57775,.207429,.00963,1404.811,.0213821,1.05
34703,"Maui",128241,15,"Hawaii","HI",.2387571,.2119565,.1527273,.1280576,.235732,.1926428,.1986553,.1808511,.74505681,.81276596,.84885871,.90379012,11.09335,6984.73,1.729377,.1615283,.1337556,.1384675,-.0108274,74.54615,80.861244,63.516746,81.937799,63.666667,30.5,.0295157,.0244196,.0312996,.1194249,.29684,.1049044,.09414,.58898,,44.48265,.3755055,7.8458,.0401125,.808037,.8398169,.6671527,.0340463,16.51873,.0238691214,.0241810341,109.3832,.3842975,39555.89,333116.7,6.5629113,18.321554,,,22.4,1032,-.2509052,42.15075,.1994709,.0079551,1558.838,.0207837,1.05
34801,"Las Vegas",49495,35,"New Mexico","NM",.3206896,.2114428,.1741573,.0930233,.2161687,.2294264,.2146893,.15625,.6202749,.80893302,.85393256,.89147288,20.27434,6455.1497,.8041392,.1661472,.1074948,.1304537,-.8049256,78.011255,82.571952,59.437481,81.489374,46.817835,56.4413,.0116967,.0108385,.0099928,.0921637,.311,.2176556,.07039,.46367,-1.2728198,73.83776,.4667138,69.61309,.0609286,.2183984,.3477616,.5485247,.0328842,2.341993,.0098797858,.0169916153,4.75688,.5373051,26569.29,112157.0357,5.3704452,17.108509,-13.80173,-.0285483,19.82943,1749.79,-.1344042,41.96175,.2663498,.0072331,2459.145,.0174746,0
34802,"Santa Fe",218804,35,"New Mexico","NM",.2707362,.202514,.1403655,.0920455,.1722303,.1483932,.1560403,.1427752,.6858092,.80605489,.89678508,.91733181,21.77972,6413.3511,.0832214,.1515857,.1013118,.1246749,-.5782446,75.39333,74.232387,65.839249,73.296184,65.31637,40.876358,.089222,.0657323,.1161297,.2006061,.37974,.1403949,.11007,.47376,.31145925,57.55653,.4094989,51.62383,.0433519,.5441682,.7445261,.6531421,.0348689,7.757401,.0204018208,.0243368494,21.70818,.3706132,38837.66,234439.9269,5.5266987,17.373552,-16.69033,.0119545,33.32393,9992.25,-.1824648,40.07475,.2358845,.005073,2090.462,.013224,0
34803,"Tucumcari",10965,35,"New Mexico","NM",.44,.2631579,0,0,.2083333,.4210526,.5,0,.72000003,.7368421,.75,1,24.26681,8291.5956,.83312,.1223233,.1602824,.1157289,-.9494035,76.969226,85.285085,54.945055,77.226119,51.612903,62.6,.0127563,.0180978,.0131879,.0797159,.35187,.2050972,.09005,.4499,-.95999414,89.26585,.7387141,38.49521,.0527808,-.0601697,-.0429776,.5315815,.0156762,3.40041,.0073871409,.0150478796,2.192882,.6886608,30331.55,69062.62876,6.5700406,15.693867,-11.25383,.03873,14.02503,780,-.0536659,43.63525,.2551506,.0066575,2243.438,.0143872,0
34804,"Clayton",4174,35,"New Mexico","NM",,,,,,,,,,,,,24.31046,7927.73,-.2040667,.1339099,.1070565,.1237049,-1.952061,72.40927,78.333333,46.666667,71.666667,54.545455,75.81,0,0,0,0,,.1812711,,,-.01785875,47.05318,0,35.09823,.0346173,-.1166138,-.0030896,.6124644,.0227033,2.156205,0,.0045519885,1.089816,.6248541,30304.99,66383.4,6.4000579,13.454093,,,13,,,,.1688312,.0038333,2538.313,.0133571,0
34805,"Alamosa",46190,8,"Colorado","CO",.1111111,.2580645,.0769231,.0833333,.2083333,.2258064,.3333333,.0833333,.57692307,.93548387,.92307693,.83333331,23.0362,7172.8832,-.0820431,.1479884,.0957864,.1272947,-2.361931,75.233055,63.09425,56.43396,63.962082,52.975852,58.668332,.0278227,.0242574,.0306436,.1120375,.34618,.2017848,.09743,.48638,.51707757,62.54168,.3225806,46.52306,.05347,.2182835,.3912957,.6042015,.0426069,6.085601,.004741286,.011257848,5.637862,.5519236,27093.8,103543.3523,5.9516598,15.853291,-4.937626,,20.50646,1574,-.0413605,45.211,.2125354,.0082269,2793.817,.0310845,0
34901,"Albuquerque",755244,35,"New Mexico","NM",.2855539,.216354,.1685714,.1183413,.2255072,.1974759,.197687,.1684958,.68244302,.79479825,.86019921,.90790761,20.2868,7255.1418,1.131082,.1480031,.1199888,.1426299,-.7908022,73.49177,78.306996,64.482553,68.269038,61.274349,36.458865,.0959375,.0819268,.1111551,.1765339,.36648,.1425745,.09867,.5004,-.76025629,54.68524,2.15864,41.20668,.0434297,.4437713,.5222716,.6407031,.08358,7.603343,.0303517804,.0219928924,54.62086,.2734511,35590.62,164086.6553,5.0906997,17.383725,-13.66197,.0333644,27.45881,2527.03,-.1000574,39.25025,.2386933,.0076942,2022.211,.013712,0
34902,"Socorro",21621,35,"New Mexico","NM",.3478261,.2162162,.2037037,.1052632,.2954545,.1891892,.1886792,.2702703,.69565219,.83928573,.81481481,.84210527,26.56402,6843.5637,2.129068,.1878075,.1267778,.1376352,-2.000694,76.456154,71.641757,52.111912,71.05886,46.276008,54.121246,.0183831,.0173364,.0151219,.2044352,.3517,.3046708,.07177,.45067,-.69401213,41.7742,.4625133,43.88789,.0538319,.4144315,.5785788,.5626462,.0563314,5.580949,.0144766662,.0213681143,1.5928,.5646302,24360.4,108058.6993,5.4114347,16.3488,-15.37291,-.0249315,19.23613,1704,.1591999,41.2165,.247536,.009204,1629.653,.0101533,0
35001,"Phoenix",3303211,4,"Arizona","AZ",.226034,.2157068,.1875327,.1229544,.2545455,.2031883,.2024905,.1958296,.58202994,.71511149,.82634407,.88427168,19.18569,9757.9498,-.5936234,.1534744,.0930858,.1098881,.1145425,80.34571,80.979434,66.044776,79.1994,69.233038,53.608357,.1202165,.0984702,.1388943,.2083484,.32195,.1209832,.16807,.50157,-1.4831435,39.38746,3.4316,24.99259,.0421507,1.017783,1.097427,.6355171,.1152527,13.91886,.0447849078,.0249502681,170.793,.2415508,40623.62,169757.5545,5.5463184,20.345788,-10.10688,,24.95177,3653.4,-.1288335,40.2865,.2030202,.0095683,3109.376,.0238422,1.66
35002,"Safford",42036,4,"Arizona","AZ",.2229299,.1285714,.0921053,.0793651,.3506494,.2272727,.2916667,.1803279,.6433121,.71428573,.82894737,.84126985,17.85783,8550.8952,2.057757,.1765243,.1349969,.1363185,-2.51868,76.303163,63.078243,65.224137,55.572756,54.051916,80.290953,.0358329,.0382809,.0236559,.2871506,.22243,.2013069,.06422,.67463,-1.3249828,72.10248,1.512989,30.29546,.0645985,.2266838,.3094074,.5284834,.0275729,2.87067,.0200780284,.018222476,6.490727,.5298335,23578.6,104714.6209,4.6059084,21.756932,-7.113125,,11.88133,748,-.1502502,44.6755,.1907456,.0076601,2696.343,.0218515,1.66
35100,"Tucson",999882,4,"Arizona","AZ",.2249438,.1899749,.1482779,.1284153,.2497352,.2037277,.1992819,.1764706,.64639175,.75058454,.85893607,.88467872,18.32698,8408.3828,.2890696,.1562344,.1037818,.1253163,-.0049254,78.157339,78.647201,68.598437,75.535605,69.798206,45.207043,.1124232,.0965757,.1270977,.2200086,.35335,.1539519,.1239,.51786,-.86740987,45.20663,2.918745,31.47541,.0451907,.5682259,.6141152,.5924009,.0886984,12.84615,.0329928932,.0251149636,60.258,.2913961,35571.27,148415.7772,5.805558,19.450966,-10.13658,,25.32819,777.235,.0302691,39.88975,.2387718,.0102352,2422.967,.023764,1.66
35201,"Grand Junction",187857,8,"Colorado","CO",.2658371,.1953291,.1434185,.1361607,.2032903,.1904244,.1830986,.185941,.6793558,.79973119,.85779816,.89081883,21.06358,6792.3905,-.2125172,.1328382,.1191442,.1132012,.1240099,76.204139,86.297965,68.292243,71.694634,67.640001,36.899249,.0496302,.0399683,.0597028,.0396758,.31643,.1086971,.10695,.58232,.15054295,30.12398,.3651714,10.84868,.0395622,.4207481,.5314265,.6324133,.0721613,3.762271,.0238638965,.0161931682,22.00392,.4653064,35421.22,169014.3047,5.3569064,18.429161,1.925922,,21.98577,1623,-.0696202,47.06675,.1901819,.0116312,2421.188,.0271186,0
35202,"Gunnison",14746,8,"Colorado","CO",.173913,.2222222,.047619,.15625,.1627907,.1818182,.0952381,0,.77272725,.86956519,.875,.95454544,23.89317,7518.1287,.9627368,.1556054,.1285381,.1239705,-.9048494,78.662245,77.777778,68.253968,52.380952,70.625875,44.71,.0446191,.0531571,.0342026,.0172447,.3649,.1453834,.12096,.52688,1.798034,38.07134,.3729825,4.828428,.033011,.3288276,.5088767,.7303796,.0203523,2.901569,.0132917401,.0193272752,3.384828,.6441314,32805.41,254633.9367,7.4872229,14.363713,5.732325,,43.13391,1560,-.0611571,49.56725,.1660802,.0059677,3422.812,.0543061,0
35300,"Farmington",168198,35,"New Mexico","NM",.2882948,.2219858,.1715006,.1210938,.2640949,.2144404,.25,.1907285,.67468941,.79246736,.83827496,.89207649,26.06996,7501.8431,1.285131,.164739,.1361759,.1201548,-2.457104,77.021458,55.098093,71.909118,48.947253,58.692354,54.966303,.0473996,.0432819,.0465072,.2981286,.33196,.1842748,.10796,.53769,-.99391182,40.14495,.3448317,13.86937,.046237,.4838294,.6381178,.6309806,.0394058,2.53082,.0459815218,.0432644859,18.80607,.3879728,30450.45,163302.0812,5.0984772,17.318883,-8.531424,.0050726,20.49485,1248.46,-.1348368,41.70875,.2095792,.0079252,2774.948,.0282978,0
35401,"Flagstaff",289883,4,"Arizona","AZ",.2546362,.2069795,.1436388,.0966811,.1893491,.1584158,.1699438,.1464497,.68283582,.80560869,.8701117,.90935671,20.49253,7636.8081,.4742684,.1684906,.1038746,.1218337,-.2313063,77.254423,76.264374,69.14953,73.614336,66.49054,38.133395,.0365046,.0334528,.0380867,.2873363,.32287,.1437196,.12415,.5479,-.84970842,31.03493,.6005871,10.08786,.0452825,.9696216,1.244415,.5891469,.0620083,5.200886,.0524487466,.0351176164,9.432401,.4609648,35102.3,184914.1884,5.513914,18.939154,-4.779525,,24.63114,2482.28,.0644266,41.59775,.2106375,.009628,2138.184,.0267034,1.66
35402,"Cortez",40087,8,"Colorado","CO",.2151899,.1917808,.1470588,0,.2179487,.2328767,.1515152,.1176471,.63999999,.78260869,.95454544,.86666667,22.398,7302.0786,-.8148993,.1376889,.0985828,.1097765,-.9949477,82.827671,78.714854,62.509593,64.82856,56.782964,53.01243,.0287097,.0489195,.0183202,.3826082,.2849,.2161559,.06825,.61067,-.99688494,35.16851,.1247287,7.169407,.0546637,.317741,.4688243,.6015586,.0411101,1.695911,.0237732931,.0259685185,3.669702,.5018227,28798.54,123996.7226,6.647666,16.685487,-7.301293,-.0126125,18.10225,,,45.98625,.1944226,.0040163,2972.559,.0381101,0
35500,"Gallup",241691,4,"Arizona","AZ",.1841956,.1708861,.1392,.1125461,.3103448,.2640777,.2646104,.2052239,.65632182,.7870844,.82580644,.8425926,23.52496,7597.3905,.0903437,.1502465,.1223788,.1066497,-4.805254,80.391867,38.55766,66.98175,31.170881,42.281802,86.493517,.0626083,.0689167,.0556333,.4763211,.3411,.339382,.0794,.471,-2.2044376,42.45669,.5147068,8.443012,.0756848,.3717946,.397433,.5025365,.0500125,1.482325,.0372500424,.0413213566,9.083812,.4675711,20837.03,81915.01664,6.1867998,17.605443,-19.59809,.0254005,11.91992,1922.62,-.1309147,34.088,.268,.0073027,2277.78,.025109,1.66
35600,"Hawaii",148677,15,"Hawaii","HI",.2681464,.1935024,.1393939,.1116531,.1993315,.2044406,.189916,.1758602,.74153847,.80533797,.84952277,.88054794,11.70611,6585.18,-.1229196,.1312676,.1162626,.119767,.3129709,76.533281,83.453237,63.897973,83.714846,63.485881,23.6,.0421039,.0453814,.0369848,.0432821,.33437,.1565742,.10432,.53404,,39.77011,.4049046,9.491044,.0495255,.6151239,.7176445,.6174693,.0259315,10.22889,.0294127538,.0163845114,36.91071,.3457209,35009.52,204882.1,6.5629113,18.203006,,,22.1,1697.23,-.0909221,40.14925,.2398665,.0079501,1422.226,.020113,1.05
35701,"Twin Falls",120807,16,"Idaho","ID",.2773067,.2126938,.1404639,.0928218,.2395178,.2198297,.189907,.1365915,.65896654,.78055876,.84487951,.90424079,25.30421,8006.1139,.8815573,.175716,.1186432,.1155451,-.5175036,77.643416,82.58099,61.533204,72.657496,64.545852,58.236527,.035396,.0187138,.0491374,.0332267,.30643,.1222192,.11017,.60893,.17162849,45.04209,.1183706,11.76836,.0388793,.2888004,.4051193,.666261,.0982991,8.357947,.01794598,.0182605313,14.76694,.5047919,35364.21,168263.4478,5.4912054,18.552041,1.240836,.0113738,19.43825,2917.87,-.2114173,45.4935,.1560071,.0078555,2186.71,.0180096,.4
35702,"Burley",41590,16,"Idaho","ID",.2509855,.1530612,.1516393,.0728477,.2482853,.2335092,.2669491,.1972789,.63562089,.77984494,.8403756,.8611111,24.90519,6983.6104,.4450211,.1414165,.1219393,.1245675,-1.599487,70.940205,79.723852,57.191415,62.445939,54.503132,44.296591,.0213796,.0225414,.0193545,.0406015,.25787,.1419673,.09512,.6454,-.74494766,73.71724,.1298389,22.00048,.050621,.0624601,.1503268,.6342797,.1564126,9.178825,.0084395287,.0194517913,12.50425,.5356949,28356.68,104888.4695,4.0999247,19.60971,-4.157844,.0031497,12.05674,,,48.723,.1334262,.0051214,2118.633,.0125022,.4
35801,"Boise",493970,16,"Idaho","ID",.2729064,.2051233,.1466446,.0916703,.2515369,.2169867,.2070145,.1761775,.70681411,.80802953,.86519015,.90860474,19.01141,8139.4784,.4604933,.1619295,.1164054,.1148434,.2698004,80.449764,84.899338,66.586653,78.210103,64.636419,38.822928,.0724128,.0614114,.0833972,.0848086,.29122,.0944842,.12044,.56545,.41523422,42.05862,.6285807,9.140433,.0417726,.6378316,.7721169,.6920973,.1554509,5.795272,.0381561633,.0196206247,33.22972,.3422854,35641.88,153596.9303,5.0570119,19.50053,-.7695163,.0347916,24.82942,3782.79,-.0687847,42.66275,.1668107,.0081786,1584.391,.0158194,.4
35802,"Ontario",62170,41,"Oregon","OR",.2840467,.2009029,.1240876,.1057692,.3212851,.2586605,.3007519,.2352941,.67276889,.78851175,.80869567,.89108908,25.35228,7946.1568,.9337166,.172312,.1353493,.1044289,-.4537215,82.489206,77.176823,65.069664,79.669401,53.888831,48.260967,.0160347,.008213,.0211724,.0933199,.30383,.1583024,.07832,.56476,-.58274352,45.19543,.6401802,19.17967,.0775503,.2090391,.241076,.5710353,.1456951,7.200419,.0129483674,.0162136078,5.290647,.4898041,27631.44,117168.2576,5.9909463,18.04557,-.7638445,-.0043587,11.19127,1800,-.2186948,44.18175,.1787363,.0087663,2173.65,.0207437,0
35803,"McCall",11127,16,"Idaho","ID",,,,,,,,,,,,,24.86801,8288.1187,-1.209254,.1913123,.0637822,.0895057,-.837562,68.330032,72.481125,67.366823,72.884612,62.579672,31.585126,.0173549,.0135385,.0193328,.0057648,.3244,.1108484,.16583,.58528,1.1752755,28.45331,.0359486,1.833378,.0857429,.2431013,.2930244,.5993086,.0694942,1.460312,.041610497,.0329828345,2.206687,.5606565,33157.21,172000.477,7.8244242,16.542503,10.85209,-.000315,22.73872,4200,,44.324,.1440613,.0074593,2807.434,.0269603,.4
35901,"St. George",130138,49,"Utah","UT",.162406,.1067146,.0848329,.0575758,.2136223,.1928747,.2083333,.1956522,.74920636,.81462801,.83957219,.90312499,21.21325,8800.078,-.0345262,.1324142,.1173218,.1206757,.4265845,83.065561,84.748019,68.465996,74.109033,69.138513,36.499011,.0306662,.0259873,.032754,.0278602,.27091,.1314097,.13401,.60736,-1.2084998,75.48602,.2289877,4.950898,.0419066,1.723008,2.208027,.6017903,.0786833,3.808368,.0770182422,.0346862561,15.65184,.5748857,31383.4,174408.8323,4.9222796,21.991851,.548534,-.0110851,21.3161,1340.29,-.0411241,46.24925,.1360118,.0078378,2203.389,.0231499,0
35902,"Price",54045,49,"Utah","UT",.2377972,.154161,.1356784,.092827,.254172,.2290503,.259542,.1702128,.64705884,.77279103,.80158728,.9130435,18.2951,8750.3781,2.873043,.2483999,.1235117,.1185218,-.6324266,80.131864,82.051078,68.784345,71.297551,50.659648,50.516781,.0162974,.0149231,.0152462,.0385268,.22935,.1403654,.05884,.61921,-.17603138,77.23009,.2442409,7.725044,.0596808,.1201036,.2828327,.5964029,.0766531,3.271829,.0186511241,.0297714867,7.18835,.5772378,26759.49,123895.3836,4.631434,20.995592,4.09612,-.0148867,14.26527,1099.14,.0314566,50.046,.1295473,.0101582,2778.039,.0330869,0
35903,"Moab",8485,49,"Utah","UT",.2727273,.2142857,.2142857,.125,.1818182,.1282051,0,0,.87878788,.76190478,1,.75,23.18313,6448.02,1.466156,.1311207,.1692576,.1205315,-1.201096,63.090016,77.777778,62.222222,75.555556,56.944444,47.88,.0011997,.0012277,.0017571,.0189179,.28772,.1480424,.04036,.58172,1.5170765,48.65056,.2121391,5.550972,.0691997,.0296081,.1994127,.6900075,.0271623,2.840909,.0134354744,.0146140247,2.304729,.7519547,31770.04,150229.1,6.3688474,18.175763,1.620613,-.0342079,22.9,,,46.07325,.2463628,.0108427,2658.61,.0293907,0
35904,"Richfield",25012,49,"Utah","UT",.2074689,.1309524,.1129032,.1126761,.223176,.2298387,.1544715,.2428571,.65333331,.75641024,.87394959,.8142857,17.76273,8721.8863,.4123774,.1576873,.1377323,.0970347,-.3184896,83.168501,81.897412,68.260745,72.78338,58.436407,57.514139,.0073909,.0049541,.0078005,.0148287,.25736,.1059286,.07302,.64078,-.79102138,83.21206,.2358868,2.722693,.0538015,.2677784,.4378242,.6074961,.058316,1.247401,.0264672957,.0327043019,3.18938,.6326379,28605.11,125199.8783,4.9179229,21.114695,10.73269,-.0106935,16.11958,,,50.96325,.1202008,.0092755,2087.297,.0214351,0
35905,"Loa",2509,49,"Utah","UT",,,,,,,,,,,,,22.16981,6945.72,-3.050575,.1680019,.0705521,.043815,,87.706569,72.727273,68.181818,72.727273,59.375,,0,0,0,0,,.1542766,,,1.3402608,81.30729,.1594261,1.992826,.0508003,.3129252,.7731481,.6376249,.0387039,1.71383,0,.0203268234,1.019786,.627907,32242.2,130100.8,8.2,15.064132,,,20.9,,,,.1149068,.0035871,2062.931,.018982,0
36000,"Provo",389179,49,"Utah","UT",.1115737,.0728065,.0395137,.0272374,.2076125,.2106959,.2359667,.2045455,.75112712,.82542819,.86933613,.89720559,15.3209,9364.2998,.4581098,.1728197,.1184278,.1048235,-.3859169,79.835066,82.372345,65.357875,72.297193,56.512988,37.193783,.095139,.0945338,.0921063,.0585669,.19294,.1200193,.19986,.57715,-.84595298,89.54568,.263118,6.911729,.0409371,.6731254,1.078122,.6772932,.1134462,6.152174,.0423840958,.0451180562,32.48789,.4540285,29114.79,203419.7948,4.7424486,22.243661,-1.25645,-.0175205,30.62291,2812.68,.0540519,49.30675,.0948831,.0094018,1755.215,.0205107,0
36100,"Salt Lake City",1426729,49,"Utah","UT",.2061941,.147517,.10552,.0659997,.2231391,.2016527,.2078458,.1687799,.69181496,.8059935,.86325091,.90322119,16.51596,8712.5011,-.05821,.1471142,.1183918,.1080346,.0678953,78.20128,84.918872,66.638118,76.683561,61.254174,35.11644,.1007756,.0928161,.1073741,.1142171,.23185,.0754991,.12569,.55182,-.63510402,69.94791,.991709,10.66061,.0442737,.4863417,.6852161,.7100691,.1198262,8.35092,.0238216227,.0243185637,116.8941,.294261,36987.88,206489.3233,4.3224534,22.318143,-8.393985,.0090196,26.61807,3837.59,-.078774,46.1525,.1468964,.0095947,2439.216,.0210031,0
36200,"Logan",149590,49,"Utah","UT",.1145585,.0833333,.0673575,.0358852,.2098765,.2097902,.2101576,.1873479,.7613489,.78075856,.87683821,.90024936,16.22916,8213.4779,-.3086037,.1418961,.1165142,.1059003,.2651646,80.758987,86.13439,69.186682,77.441802,57.585806,28.981656,.0696854,.0679613,.0700701,.0531079,.20106,.1109855,.08962,.66607,-.00436597,85.43419,.2673976,6.192259,.0374386,.4586889,.7505554,.6910815,.2504285,5.219828,.0287920316,.0338391604,17.0889,.5279005,28952.72,163973.3965,4.2309428,20.969589,6.228385,-.0031828,26.50478,1947,.1097728,50.52225,.1015686,.0061033,1732.093,.0154341,0
