cz,czname,pop2000,fips,statename,stateabbrv,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20
5800,"Dickson",138212,47,"Tennessee","TN",.3092783,.2837838,.2333333,.16,.3297872,.4084507,.2,.2916667,.56701028,.64864862,.83870965,.75999999,16.27191,10461.419,2.395762,.1921553,.1186114,.1500934,-.4805711,84.704371,87.593631,59.556715,80.210446,56.124893,93.379569,.020736,.0170801,.0240591,.0833239,.30935,.126262,.11897,.55928,-.84479362,53.95841,6.247649,1.07516,.0606251,.1729183,.2941153,.6034202,.2596578,.8865484,.0175020982,.0169377478,53.61994,.330303,31373.98,103308.981,4.4407611,,2.488648,-.0133664,10.57976,7860,.0863816,39.72225,.205591,.005547,2132.371,.0166566,0
5900,"Clarksville",252059,47,"Tennessee","TN",.35625,.2646277,.2315113,.1895735,.2977346,.2534626,.26,.2,.57021999,.70613408,.77441078,.86893207,15.58041,9983.7274,2.350556,.178679,.1132631,.163605,-1.078555,82.55689,79.838525,62.405082,75.97749,56.461403,106.96185,.0561459,.0544716,.0523277,.1333275,.28521,.1222123,.09751,.60451,-1.8281626,48.02368,17.88946,4.360487,.0537487,.3478082,.4422885,.6727977,.1933247,3.296695,.0458543436,.0427677647,92.03416,.3189429,28961.91,105559.135,5.2979356,17.253008,-.632576,-.0042348,15.77056,2147.15,-.0435523,39.1895,.2033385,.0069468,1702.63,.016344,0
6000,"Huntsville",519583,1,"Alabama","AL",.3009447,.2496608,.1759259,.1382637,.3056708,.2228412,.2566586,.2211221,.59548873,.73940343,.76822919,.84801382,15.75958,9737.2923,.5844123,.1700862,.1070398,.1211565,.1841057,84.883929,85.284882,63.493792,80.541226,68.243292,72.747318,.0889056,.0813636,.0978788,.2253229,.3373,.1165559,.10571,.48205,-1.0291858,55.88424,17.43591,2.174628,.0397452,.3327596,.4560203,.647024,.2280494,2.998554,.0183762748,.0143441952,161.4212,.2862431,37729.73,127007.9349,5.1402501,16.47658,-7.678567,-.0063345,25.55565,2761.08,-.1470144,38.46875,.2040042,.0063868,2946.813,.0145424,0
6100,"Gadsden",304068,1,"Alabama","AL",.3217503,.2637571,.2361111,.1731844,.2774869,.2709163,.2971698,.2339181,.52544707,.63800001,.79904306,.81920904,20.46235,11230.019,1.48431,.1826219,.1162275,.1312231,-.6403651,83.489317,84.237225,59.109386,80.640764,58.9432,99.948527,.0310089,.0283452,.0316982,.2651467,.33162,.1499197,.10908,.52874,-1.0239497,62.04599,6.373575,3.488364,.0537189,.110775,.2365228,.596471,.2957288,2.636314,.0109942513,.0123229015,102.7764,.3278927,30841.69,97817.64405,4.591274,17.560935,-7.767475,.0090095,11.92215,1449.49,-.0541557,41.1705,.1975998,.0061891,1756.967,.0138159,0
6200,"Florence",230941,1,"Alabama","AL",.3125,.2039474,.1266667,.112069,.2824427,.2920962,.2847222,.238938,.52762431,.70110703,.78014183,.85046726,16.82422,10237.698,1.193461,.1883916,.1088301,.1247094,.0495295,85.073751,87.697343,59.489488,85.889187,63.498526,88.061364,.037123,.0386353,.0366078,.195868,.3303,.1506871,.11773,.52848,-.83364838,60.86879,8.987577,1.891825,.0698539,.0920694,.1398466,.5749623,.2562524,1.507242,.0081882386,.0089806487,71.04195,.3300049,31580.87,100781.8544,4.8619576,16.638286,-3.31517,-.0069056,13.80266,1919.45,-.1048195,41.46725,.1963332,.0041569,2708.267,.0133791,0
6301,"McMinnville",84309,47,"Tennessee","TN",.34375,.255814,0,.1666667,.3278688,.2790698,.4375,.3333333,.4375,.6511628,.66666669,.91666669,20.30135,10776.062,.0488171,.1659239,.104161,.1103468,-.1383959,82.16155,87.819842,62.968605,86.280983,61.23534,104.67487,.0110214,.0100105,.0092458,.0635268,.31391,.1595238,.11163,.56046,-1.4120484,54.12708,2.169401,3.291463,.0624507,.195245,.2717753,.6139053,.3183326,2.389559,.0138419386,.0150399127,60.77233,.3667996,29411.43,99550.34486,4.0851313,,-1.519425,-.0152349,9.140895,,,39.344,.1983959,.0078995,1878.804,.0144341,0
6302,"Cookeville",98362,47,"Tennessee","TN",.2970297,.2469136,.1458333,.1538462,.2626263,.1518987,.212766,.2692308,.59803921,.62962961,.83333331,.84615386,18.41144,10008.145,.7852677,.1612797,.1125302,.1288922,-.5070446,79.549989,88.18488,57.445843,79.375969,64.993344,100.56841,.0276881,.0270631,.0288081,.083495,.33712,.1649927,.11752,.55379,-1.3262552,50.39446,1.132551,2.194953,.053904,.2447577,.3716439,.6036718,.2556426,2.482183,.0160021146,.0152701246,75.30182,.3799828,28510.27,113413.2501,5.8422506,,2.410126,-.026804,15.89036,2222,.1908386,41.246,.1779069,.0055814,1838.909,.0165271,0
6401,"Chattanooga",490863,47,"Tennessee","TN",.2986425,.2422625,.173913,.0990099,.2935035,.2491767,.2518892,.2074689,.52742124,.73458147,.79064041,.85425103,17.62238,10005.791,.623798,.1640966,.104385,.1292516,.0830419,83.060296,85.084627,61.656771,81.231323,64.242434,59.13027,.0751186,.0730677,.0778065,.3354933,.35673,.1239315,.14485,.50807,-.40881035,51.8442,13.44347,1.474953,.038038,.1147693,.2293861,.6356791,.1987081,2.310947,.0145335868,.0136942487,200.3534,.2560983,35727.89,118413.5312,4.8253305,18.137119,-7.887956,.0259792,19.07565,4482.03,-.0551855,37.94875,.2283894,.008646,2821.395,.0170621,0
6402,"Crossville",104194,47,"Tennessee","TN",.3461539,.1666667,.1,.0625,.3465346,.2162162,.4,.0625,.57692307,.70512819,.76666665,1,18.45403,9707.6401,.2772323,.1579959,.1014002,.1258161,.3795922,86.091752,87.015516,64.106032,85.513309,68.814564,87.964111,.0221304,.026177,.0174383,.0760119,.31796,.1642081,.1083,.51546,-1.023776,43.37966,1.049965,1.228478,.0651777,.349401,.436154,.5451012,.2688191,1.372185,.014626562,.0116993301,54.76678,.338294,29332.51,107229.4766,4.4176419,,.4093919,-.0036557,10.8012,11700,.1857858,40.567,.1971794,.0055569,1364.514,.0193378,0
6501,"Ellijay",43254,13,"Georgia","GA",.3191489,.1714286,.1176471,.047619,.4146341,.2,.2352941,.2380952,.5,.82857144,.70588237,.95238096,27.15339,9811.3134,.9091529,.1598728,.1034735,.1420347,-.2552738,83.393064,86.938622,59.933532,83.555182,58.524272,86.044715,.008562,.0061746,.0110754,.1101119,.33116,.1241716,.07137,.51815,-1.1899604,51.77094,.1687705,4.496694,.0387597,.6727512,.932827,.5676944,.2543432,3.644094,.0230498913,.0168770518,53.24047,.2920968,31235.46,121096.3984,5.1932599,16.982926,-3.837342,.0208401,11.75571,,,40.678,.1576098,.0035372,1555.961,.0184406,0
6502,"Cleveland",203077,47,"Tennessee","TN",.3615023,.1866667,.0972222,.084507,.3188406,.2585034,.3880597,.2608696,.45070422,.63999999,.8611111,.85915494,17.00696,10084.162,2.029639,.1660849,.1244326,.1528631,-.0672468,81.321976,88.072013,63.281029,83.854451,64.982502,100.08831,.0356632,.0349443,.0360154,.0746073,.3233,.1378353,.09445,.55387,-.64316472,62.72104,3.291855,1.757954,.0559076,.2759459,.3769116,.611321,.3238671,1.589403,.0141128734,.0124878741,100.3431,.3426816,30498.56,113359.0891,4.2507268,,-4.013262,-.0135378,12.40657,5002.3,-.0133304,39.1795,.1836952,.0057072,2213.473,.0166462,0
6600,"Rome",418304,13,"Georgia","GA",.3258427,.2491803,.1395349,.1057692,.3121387,.2813559,.3575757,.2585366,.53932583,.69836068,.77325583,.86124402,23.71364,10194.073,.6587626,.1592314,.1069943,.1315663,-.1418046,85.005021,85.418219,59.081362,83.364763,61.502855,79.121952,.033903,.0320616,.0329464,.181216,.32819,.1226671,.16237,.53878,-1.6828302,52.44654,7.781422,8.33413,.044702,.3532704,.3967284,.63419,.339703,6.607804,.0147046167,.0131100826,133.2146,.3009139,31876.89,114256.4388,5.3244335,16.332649,-4.992054,.0347992,12.03928,5002.06,-.1087821,37.42175,.1801528,.0061709,2609.598,.0246539,0
6700,"Tampa",2395997,12,"Florida","FL",.281282,.2372093,.2123031,.1613316,.264829,.2142613,.1805662,.1892068,.61300188,.75617975,.80912864,.87619698,22.45366,11365.341,.0557922,.1556886,.0982988,.1235284,.5057514,78.510011,84.591075,69.727863,86.206199,69.437363,65.675645,.0802947,.0627255,.0972603,.2317798,.38148,.1115147,.1527,.50694,-1.0401171,37.86031,9.90765,10.37739,.0432932,.4848739,.705274,.5921527,.0825207,9.762452,.0411452936,.0245058738,938.1416,.2642139,42194.87,124793.2287,6.2278018,18.269956,-2.51364,-.0010604,21.85025,6791.45,.0257131,39.1325,.251904,,2379.856,.0216414,0
6800,"Lakeland",598228,12,"Florida","FL",.2303625,.1875526,.1858586,.1238938,.2982045,.295592,.2857143,.268018,.57075101,.71950132,.79787236,.8490991,25.15024,10990.384,.2616169,.160378,.0984764,.1262327,.4260858,80.830916,83.936099,71.144862,86.388981,68.341698,80.252625,.0534333,.0497998,.0552001,.1712883,.35469,.137795,.12185,.51264,-1.7296807,42.20297,12.47585,11.04696,.0510616,.5396145,.5744668,.5555338,.0855685,7.741823,.0481405083,.0254635356,168.9933,.2888854,36101.73,107598.0589,5.5694132,18.44986,-7.088095,.0246154,14.41745,6000.84,.0580713,39.42275,.240075,,2264.725,.0163567,0
6900,"Sarasota",763795,12,"Florida","FL",.2483871,.205819,.1929182,.1497006,.2660858,.2274488,.20875,.1768293,.61174881,.76354402,.83078879,.8792221,24.60221,10298.166,-.0818948,.1435905,.102575,.1243699,1.348838,84.010779,86.826265,73.445614,86.767154,76.473669,47.56388,.0670332,.0513505,.0816952,.2138762,.36368,.0928787,.17696,.51885,-.53302715,40.32456,5.81478,6.725365,.0406995,.7837676,1.020136,.5041241,.0776059,9.176442,.0428727604,.0228922682,288.9389,.3185522,52946.79,152828.7598,6.456885,18.905424,-1.082141,.0039889,22.50035,4013.37,-.029855,39.22875,.229526,,2477.75,.0184313,0
7000,"Miami",3955969,12,"Florida","FL",.1935062,.2084381,.1847247,.1465731,.2335053,.1845272,.1729598,.160473,.57252848,.70975131,.78991014,.84760195,32.14662,13205.149,-.1266997,.1525673,.0976978,.120765,-.3856815,67.705067,84.088987,67.97263,87.429892,58.857878,81.78374,.1052385,.0883246,.1199379,.330481,.44351,.1514921,.18867,.43189,-2.1414285,41.97457,19.11066,39.83707,.0532121,.4612937,.4571321,.597902,.067617,39.68422,.0217746903,.0274885875,953.619,.1978954,38110.36,171512.9101,6.8953883,21.256389,-6.99948,.0057197,22.92521,7491.22,.038823,41.452,.2576536,,3154.639,.0274785,0
7100,"Port St. Lucie",1533306,12,"Florida","FL",.2399635,.2134975,.2179054,.1477478,.2800761,.2153173,.2083697,.1840491,.5895865,.74976075,.82464457,.86537218,26.43923,11314.547,-.5767573,.1451923,.0963815,.1135583,1.108454,79.367569,85.296871,74.814895,87.464359,75.109188,53.209105,.1024742,.0815084,.1222393,.2479631,.40225,.1076591,.20816,.46605,-1.4330216,51.58997,12.86175,12.29552,.0523837,.983799,1.071017,.5489249,.0639882,15.72244,.0468543135,.0302151038,264.2588,.2603363,55175.25,170932.1831,6.8519079,19.368591,-5.311319,-.0081234,24.97654,5061.67,-.0597412,38.99625,.2264943,,2839.394,.0268987,0
7200,"Cape Coral",692265,12,"Florida","FL",.2349666,.2361809,.1850594,.1412013,.2288732,.2184007,.1968641,.1832797,.61377615,.76243097,.85583943,.87472528,27.98587,10118.907,.1259044,.1491937,.103244,.1260068,1.037006,81.658197,85.579458,69.987651,87.403697,76.269464,55.041266,.0784028,.0586032,.0946042,.2634515,.40421,.0992122,.17022,.494,-1.240414,37.71865,5.636425,13.19408,.038542,1.376982,1.555398,.5313566,.0435916,12.46547,.0666421096,.0263829603,244.7055,.2734653,55874.96,173918.3282,6.8957333,18.631995,-4.292954,.0231182,23.56923,2298.9,-.0548926,39.508,.2152711,,3061.406,.0246571,0
7300,"Palm Bay",589177,12,"Florida","FL",.283105,.2542955,.198939,.1507761,.2340094,.1836257,.2472527,.1744967,.64532018,.7719298,.78917378,.891954,21.67656,10276.122,-.1989359,.1471377,.1006757,.1198533,.8082067,80.371061,85.041445,71.097031,86.648883,71.444782,56.642934,.0705573,.0599208,.0787849,.143526,.32637,.0943974,.14294,.54407,-.79930828,41.39588,8.1826,4.981695,.0464225,.770071,.7884297,.5610914,.1233566,6.812644,.0471199656,.0263944451,387.2546,.2997327,45263.89,128248.6098,5.6280931,18.007947,9.035924,-.0151621,23.50415,6751.32,.1013232,39.41625,.2267321,,2411.98,.0199416,0
7400,"Orlando",1697906,12,"Florida","FL",.2250804,.1961999,.1797235,.1462963,.2577124,.2199662,.2096902,.197601,.61251259,.74809504,.82444626,.88295817,23.765,11165.299,.0462936,.1579597,.0969338,.1227928,.6674858,83.267991,85.800789,67.600687,87.54093,70.442666,70.746838,.0829128,.0643799,.1004295,.1811229,.38203,.1076635,.14236,.50396,-1.7556758,37.95092,13.32771,16.19542,.0422033,1.047651,1.167105,.6461213,.0666701,11.77467,.0574743243,.0340855147,420.6449,.2122663,38369.94,144820.2586,5.6949788,19.883805,-2.660199,.0040546,24.48273,2759.35,.1303632,39.114,.2313707,,2579.061,.0264076,0
7500,"Deltona",563598,12,"Florida","FL",.2749091,.2394649,.2046205,.1801653,.2328358,.2169747,.2482993,.2077703,.62598425,.77199411,.83537656,.86926997,24.35073,10028.523,.1471852,.1503156,.1005928,.1282507,.7863337,83.419763,84.36176,68.532519,86.228561,72.655538,58.603141,.0484383,.0488195,.0455635,.1955437,.34675,.1252674,.11814,.52367,-1.3901051,37.35358,10.03783,6.354884,.0441972,.7600117,.9890006,.5407081,.092297,6.248755,.0511179955,.0275497784,243.9675,.3028328,38458.95,118563.9371,5.830892,17.581508,.4340333,-.0252629,16.89369,8990.16,.0535777,39.173,.2489166,,2775.305,.0254464,0
7600,"Jacksonville",1176696,12,"Florida","FL",.3042606,.2383462,.17466,.1436199,.2929085,.2483389,.2535107,.203482,.59359467,.73255289,.81026441,.86874306,18.58053,11335.776,-.3451689,.1602394,.0907507,.1146597,.2956853,82.178658,82.86358,68.144202,84.452246,68.975549,76.607019,.0880861,.0780419,.0978412,.2227334,.3399,.1079845,.13686,.54389,-1.4407076,42.68222,21.29964,3.756875,.0409366,.5518473,.7071659,.6667396,.0778893,5.185143,.0364775609,.0278126211,254.0784,.2291092,38502.16,135078.3982,5.3530667,19.901085,-.7628953,.0319007,22.09608,4409.05,.0197913,37.532,.2519287,.0080265,3180.138,.0209265,0
7700,"Lake City",149695,12,"Florida","FL",.3337454,.2385787,.2151394,.1331924,.343038,.3420365,.3178138,.2365591,.57319331,.69543147,.79801983,.85115302,22.4915,9640.1268,.4110874,.149364,.1022065,.1356316,-.496041,77.186387,82.937736,62.930529,81.770809,61.530885,86.498719,.0142915,.016908,.0092029,.1176934,.32613,.1818169,.08857,.49919,-1.7738245,41.13431,20.55513,3.762985,.0554085,.4689229,.4784543,.5240371,.1174586,2.904415,.0223988777,.0130264872,35.00743,.3389803,25561.31,90090.34182,5.5922385,18.818978,-5.550714,-.0094819,9.967962,1179.79,.0981479,38.742,.2462587,,2370.31,.0197449,0
7800,"Ocala",377001,12,"Florida","FL",.2902893,.2083333,.1917404,.137931,.2934899,.2361751,.2724551,.210356,.60487288,.73793101,.83132529,.85760516,23.97845,10085.767,.5304511,.1536791,.1081474,.1306813,1.159167,84.860379,86.95759,69.884338,88.492968,73.47051,53.736339,.0258673,.0193215,.0307552,.1577735,.36055,.1263462,.12616,.4923,-1.8314371,34.96596,8.509791,4.975318,.0515839,1.127653,1.300433,.4693877,.0908388,5.084266,.0558645733,.0235277891,174.3221,.2732845,38730.55,109875.5588,5.3437426,17.636037,1.124937,-.0034109,13.54339,2370.34,.0247504,38.9505,.2461564,,1968.815,.0172009,0
7900,"Gainesville",320199,12,"Florida","FL",.3040797,.2414404,.1687817,.1310861,.3261614,.2919443,.2957198,.2287166,.58357489,.7294541,.78617156,.84517765,20.84681,9696.0489,-.5001285,.1531622,.0941754,.1120114,.0938318,77.976948,84.061899,69.568202,81.379884,66.498856,73.839735,.1009689,.0878654,.113764,.1373239,.38461,.2087489,.12516,.48633,-1.4940711,35.35208,17.47757,4.866973,.0382624,.4898174,.6399277,.5853512,.049243,5.730411,.032664062,.0324548172,89.46729,.3209172,28320.61,121470.3511,5.8966173,18.189631,-1.607061,.0160543,29.1997,1796.19,.4158321,38.56225,.2761212,,2672.017,.0204614,0
8000,"Sumter",209914,45,"South Carolina","SC",.2584158,.2318527,.1603261,.2081081,.3491246,.2833333,.2562674,.2044818,.59531093,.72757846,.7927171,.81095892,20.09922,9469.483,-.4579904,.1380651,.0961157,.1227682,.2054019,84.675154,83.456859,69.209875,79.776981,66.00308,72.156676,.0521532,.0506043,.0503014,.133779,.35753,.1690577,.08648,.4788,-1.853765,41.61466,43.98277,1.728327,.0632158,.2088269,.2885592,.6074238,.2350738,1.872784,.0178787503,.0206656059,87.13134,.3300931,29459.13,105840.3438,5.4287144,17.233666,-8.165672,-.008809,14.61156,3194.18,-.2035471,36.382,.2855749,.0076317,1517.52,.0155372,0
8100,"Columbia",722201,45,"South Carolina","SC",.2621255,.2231378,.1696315,.119708,.34375,.2674142,.2513021,.1972823,.62808067,.75234133,.80920613,.87182093,18.18374,8950.8031,.4619075,.1522616,.1051522,.132355,.6253461,84.417945,84.780153,67.78665,81.593654,69.392152,48.386283,.0875351,.0824399,.0935578,.2151059,.39289,.137206,.11917,.46691,-.92498754,44.54176,36.71388,2.371916,.0475236,.2611296,.3310055,.6583559,.1317044,3.125288,.0225311236,.0198698146,153.2721,.2802462,34438.09,127342.3619,5.9472188,15.307208,-3.569346,-.0067513,25.59042,7895.98,.051116,35.94475,.2791911,.006555,2148.133,.0175608,0
8201,"Barnwell",72733,45,"South Carolina","SC",.1823899,.1944444,.1489362,.1511628,.4379085,.3568075,.3297872,.2738095,.57187498,.69907409,.67368424,.77906978,20.106,9588.1046,1.527159,.1641517,.1112372,.1508403,-.2694965,86.794685,80.307108,63.423774,78.297979,68.657112,94.460305,.0112802,.012619,.0124298,.0836573,.35228,.2471652,.08527,.41556,-1.6793021,44.28389,55.08916,1.612748,.0653827,.0880844,.0897858,.5255937,.2480148,.8514232,.009637991,.0145326056,38.08722,.3488445,25543.54,81525.60103,5.5944357,14.960605,-17.54874,-.0170455,11.67474,1372.34,-.1364735,35.00675,.3532242,.00744,1582.822,.0194392,0
8202,"Charleston",587297,45,"South Carolina","SC",.2582369,.2535828,.1894587,.1372045,.3098851,.2618658,.2322206,.1889474,.62225342,.73531878,.82414305,.87832898,19.83518,9369.8615,.1790903,.1582665,.1040218,.1201906,.6543459,84.295547,85.59554,68.177295,81.404151,71.311555,55.655882,.0815968,.081074,.0792308,.1568738,.37911,.1449951,.16485,.47591,-2.1111986,39.58474,31.3579,2.322845,.0424574,.2705511,.3202898,.6390142,.1062396,3.175663,.0272162126,.0213418424,161.022,.2689383,34600.54,152015.8963,5.0421361,17.136962,-3.67345,-.0057505,23.96317,2602.36,.0162398,37.687,.2766251,.0087315,1796.413,.0204753,0
8300,"Greenville",894291,45,"South Carolina","SC",.3026181,.2219774,.160696,.1217277,.2890005,.2559188,.2434418,.1920177,.59393454,.7521866,.8357566,.86795855,20.3715,8935.9981,.6107665,.1605292,.1094556,.1268714,.5598894,84.905033,83.492635,68.870409,81.229542,69.997221,55.237171,.0659862,.0575435,.0760415,.1761965,.35646,.119379,.12338,.50833,-1.1079467,55.82612,18.09076,2.584506,.0486768,.296946,.3409298,.6411304,.2594264,3.308671,.0146249934,.0122734099,191.5535,.3083426,35224.83,131339.8015,5.1453939,17.038932,-1.209961,-.0098404,20.64484,5888.3,.0614374,37.08175,.2294534,.0084184,1579.557,.0139532,0
8401,"Augusta",525842,13,"Georgia","GA",.2785583,.2202233,.1819196,.1292281,.3303854,.2735909,.260274,.2397138,.60696203,.74582797,.8201856,.86643231,18.53424,8364.6874,1.576356,.1719198,.1101303,.1475928,-.2849066,75.200605,80.403283,69.879316,76.455063,63.048219,57.482734,.0895191,.0835191,.0972165,.1649667,.38956,.1583762,.09765,.45564,-1.3730812,43.19986,35.7035,2.340627,.0469248,.2820318,.3004004,.6226506,.1574377,2.868488,.015057755,.01540767,124.1316,.2750796,33294.11,116558.71,5.2136505,18.221698,-6.018116,.0109315,19.81843,2316.7,-.1165882,36.209,.291062,.0078921,1911.106,.0198237,0
8402,"Washington",35518,13,"Georgia","GA",.1818182,.25,0,.125,.4545455,0,.5,0,.72727275,.25,.5,.875,23.27943,9412.5825,1.050904,.168463,.1205598,.1244168,-.4101981,79.453749,81.070598,63.068237,77.786705,64.776159,72.670648,.0189149,.0029143,.014891,.0213827,.37877,.1928475,.11242,.40359,-.77276253,43.64266,42.38696,2.060927,.0759106,.1424252,.1810139,.5514991,.261421,1.590463,.0133735008,.0160763557,28.05233,.3412246,35154.56,102974.5765,5.3941744,16.47035,-5.031754,.0366505,13.61426,16250,,34.6975,.3155235,.0072076,2174.253,.0205301,0
8501,"Fitzgerald",27415,13,"Georgia","GA",.4090909,.2631579,1,.1666667,.4090909,.4705882,1,.1666667,.59090906,.78947371,0,1,24.17093,9621.0863,1.416673,.1901638,.1006486,.1377546,-1.220627,87.171823,77.804619,62.333823,68.17213,60.08869,108.25782,.0160071,.0216209,.0120509,.0820122,.39889,.2066569,.0791,.42502,-1.6488639,53.26646,30.01277,3.654933,.0517339,.0971266,.2430788,.586566,.2990765,2.682705,.0111617728,.0108334853,45.04583,.4584353,27671.02,79830.92485,5.4745257,15.635453,-4.932405,.0493746,9.644898,864,.0827423,36.7755,.290677,.0094109,2990.52,.019311,0
8502,"Cordele",42098,13,"Georgia","GA",.2727273,.4545455,0,0,.4,.3,.375,.4,.54545456,.63636363,.8888889,1,22.20531,9651.3045,1.345734,.1803187,.0928389,.1500193,-1.572886,82.756106,79.844307,60.448682,53.026137,67.263108,96.656347,.0102511,.0096579,.0062118,.047384,.39993,.2589235,.09602,.39063,-1.6044506,48.33009,43.42487,2.513183,.0526435,.1079296,.1306516,.5398589,.1806987,1.650567,.0094066226,.0114969832,40.20847,.4302644,26102.8,89061.04072,5.9452632,15.534377,-4.965712,.0676724,10.74226,,,35.2625,.3687669,.0137061,2474.377,.0243451,0
8503,"Valdosta",241530,13,"Georgia","GA",.2693032,.2366412,.1887755,.12,.3733333,.2717678,.2263158,.2772727,.53658539,.72773534,.79591835,.85398233,24.35819,9690.1194,1.922668,.1879103,.1124429,.1442792,-.0486533,83.495966,85.256294,65.56905,79.70995,64.987999,84.972777,.0495914,.0455621,.0543151,.168887,.39358,.1984006,.11761,.4485,-1.9306962,48.12156,29.16284,5.14553,.0443683,.232667,.3323544,.6223087,.1680388,3.693492,.0125036227,.0144205689,71.59478,.4222959,27877.83,102938.4403,5.1769423,16.510197,-3.558928,.0413585,14.71662,1500.88,.0021742,36.122,.2732935,.0088337,2160.575,.020088,0
8601,"Waycross",113122,13,"Georgia","GA",.2640693,.2372881,.225,.097561,.3506494,.2478632,.2820513,.2439024,.49787235,.64406782,.625,.902439,24.46165,11101.298,1.752866,.1906696,.10462,.14413,-1.316964,80.721543,81.04372,56.555545,78.969211,59.219566,129.75157,.029115,.0246589,.0318741,.1131877,.37751,.2040722,.08311,.45219,-2.1025852,50.22542,23.23598,4.668411,.0530035,.1525303,.2436376,.573743,.2156416,3.655085,.008583653,.0079560121,34.52291,.4096181,26638.61,80940.64648,5.8886217,16.010822,-2.098197,.0469571,9.965108,1237.24,-.1521126,37.603,.2403755,.010829,2426.453,.0199344,0
8602,"Brunswick",93044,13,"Georgia","GA",.3035714,.1980198,.1607143,.1549296,.3584906,.2755102,.2321429,.25,.56547618,.78921568,.82300884,.86713284,23.1396,8877.3335,1.394966,.1514326,.1099417,.1574019,-.2459777,70.974707,84.154284,62.908998,80.983107,68.184402,66.018675,.07637,.0631366,.0928419,.2114739,.41204,.1563526,.12297,.46459,-1.6553398,46.33077,23.92524,2.439706,.0384681,.2971782,.3832653,.6297429,.1040175,2.671031,.0152615967,.0159709385,71.56031,.3475596,36807.36,141874.7941,5.7766325,16.376818,-8.216124,.0539351,19.55225,1280,-.2063801,36.181,.2682216,.008856,2469.194,.0272389,0
8701,"Hinesville",131279,13,"Georgia","GA",.3241758,.3173077,.2465753,.2241379,.3735632,.2572815,.2394366,.2321429,.64640886,.7703349,.78378379,.67241377,21.78737,9870.0838,.9234958,.1654904,.1009486,.1406057,-.8974667,82.084342,83.154031,59.96039,78.190397,56.528482,102.02072,.0196923,.0248887,.0181238,.0762284,.30091,.1806514,.07735,.55455,-3.1989926,35.52358,33.67942,7.170225,.0468866,.4681332,.4816485,.6180904,.126966,4.768776,.037028009,.0524760243,58.7839,.41252,23377.99,99073.94247,5.187929,16.980795,-3.211442,.0217607,11.66924,864,.2391375,37.0335,.2305901,.008501,1453.888,.0219816,0
8702,"Statesboro",111346,13,"Georgia","GA",.2198953,.2071429,.1857143,.1149425,.3157895,.2391304,.2285714,.2941177,.64583331,.74285716,.77464789,.86206895,24.05663,9679.1745,1.175686,.1742267,.1046719,.1384932,-.5152733,80.136761,84.377063,64.83167,78.893627,61.091595,98.357127,.0434177,.051332,.0356335,.0553738,.40164,.2489121,.09041,.41928,-2.2435024,40.35439,32.50139,2.79579,.0506792,.2801039,.4072965,.58571,.1816517,2.948533,.0163364647,.0141091732,42.61258,.3980028,26438.81,98951.06749,5.2703247,16.161556,-.4863537,.0297974,17.86891,1728.47,.0561101,36.17225,.2791693,.0092067,2079.772,.0190057,0
8800,"Savannah",434615,13,"Georgia","GA",.2521815,.2125883,.1708931,.1126302,.303139,.2143327,.1959459,.1361222,.62171948,.76897472,.85617214,.90561056,21.41943,8871.7113,-.3901423,.1503632,.0991805,.1129172,.9136305,81.774241,85.867671,70.992395,84.516848,73.960042,53.864837,.0987008,.0952009,.1030195,.243207,.40699,.1371672,.14606,.471,-1.7031987,40.69671,32.46413,3.634711,.0358574,.3992936,.4962615,.6284901,.1032721,4.386657,.0331488789,.0294559553,167.0173,.2966344,39851.36,173315.6142,5.8098853,16.595901,-9.082143,.0381426,25.21457,6982.14,-.0212754,36.08325,.2689354,.0086007,2223.651,.0281454,0
