gnd,pctile,year,count,hh_inc,le_agg,le_raceadj,sd_le_agg,sd_le_raceadj
"M",51,2002,402579,67674.07,80.32934,80.45509,.6023478,.5911952
"M",51,2003,410719,66381.63,81.06126,81.16825,.5671441,.5541645
"M",51,2004,417191,65250.09,81.28792,81.39986,.5479513,.5363557
"M",51,2005,422444,64587.11,82.12158,82.21981,.5742676,.5627247
"M",51,2006,427286,65015.84,81.90784,82.0078,.5598751,.5467702
"M",51,2007,431258,64928.11,83.2322,83.30133,.5050684,.4945259
"M",51,2008,435777,65382.19,82.07307,82.17371,.5668831,.5551301
"M",51,2009,445158,64987.31,83.78017,83.852,.4987093,.4894466
"M",51,2010,444086,63235.39,83.25906,83.34501,.5087649,.498803
"M",51,2011,440748,61284.65,81.86813,81.97369,.5713906,.5603474
"M",51,2012,441590,60814.94,83.1433,83.21748,.5206593,.5099436
"M",51,2013,438232,60414.32,83.31194,83.37706,.52339,.5125815
"M",51,2014,421317,59802.17,83.89217,83.94473,.5220212,.5110569
"M",52,2001,391303,68647.88,81.02611,81.14214,.5949296,.5828754
"M",52,2002,402564,69050.66,80.58294,80.70022,.5647827,.5515774
"M",52,2003,410720,67750.52,82.64545,82.72411,.5375875,.525468
"M",52,2004,417302,66623.19,82.37801,82.46755,.5710766,.5571095
"M",52,2005,422381,65969.77,81.1544,81.26952,.5923717,.5795965
"M",52,2006,427347,66424.23,82.7951,82.87931,.5512965,.540011
"M",52,2007,431219,66344.85,82.50411,82.59174,.5714598,.560105
"M",52,2008,435872,66827.53,82.05847,82.15807,.5685452,.5559856
"M",52,2009,445222,66467.55,82.98433,83.07198,.5231704,.5116945
"M",52,2010,444109,64689.65,82.01723,82.1348,.5542511,.5424203
"M",52,2011,440869,62739.18,82.95181,83.03577,.5307663,.5217472
"M",52,2012,441528,62274.52,83.258,83.3344,.5331259,.5229622
"M",52,2013,438226,61880.22,82.58181,82.67268,.5743521,.5624141
"M",52,2014,421248,61230.41,83.04951,83.12471,.5592497,.5472926
"M",53,2001,391413,70017.97,80.44974,80.57963,.6120235,.6006048
"M",53,2002,402530,70444.27,81.24842,81.36158,.6158661,.6029245
"M",53,2003,410688,69133.49,81.91566,82.0159,.6214284,.6093863
"M",53,2004,417275,68005.98,82.76846,82.85141,.5284513,.5191742
"M",53,2005,422500,67372.9,82.41609,82.51218,.5799564,.5686509
"M",53,2006,427264,67852.07,82.79343,82.87946,.5686768,.5573208
"M",53,2007,431268,67777.81,83.58488,83.6492,.5245001,.5143346
"M",53,2008,435774,68289.23,82.714,82.80508,.5451741,.5344926
"M",53,2009,445189,67962.97,83.2977,83.3767,.5155412,.5046316
"M",53,2010,444164,66160.63,83.08737,83.18357,.5548791,.5430562
"M",53,2011,440774,64217.83,83.43224,83.51425,.5539414,.5422314
"M",53,2012,441587,63755.51,82.80782,82.89245,.5645533,.5535874
"M",53,2013,438269,63366.89,83.45854,83.5272,.5335844,.5230575
"M",53,2014,421258,62682.05,83.60005,83.66531,.5681165,.5568087
"M",54,2001,391337,71402.96,81.66886,81.77566,.5851536,.5730923
"M",54,2002,402633,71852.41,80.76181,80.88236,.5998129,.5875189
"M",54,2003,410764,70530.69,81.61274,81.72017,.5603812,.5485027
"M",54,2004,417352,69405.9,82.01366,82.11951,.5804735,.568939
"M",54,2005,422475,68790.37,82.71022,82.8,.5523444,.5404713
"M",54,2006,427299,69290.95,82.46516,82.56073,.5630579,.5503932
"M",54,2007,431385,69233.69,82.27915,82.38113,.6098195,.5966064
"M",54,2008,435936,69771.98,82.68276,82.77538,.5529823,.5412374
"M",54,2009,445157,69476.94,83.16019,83.2538,.5319964,.5227079
"M",54,2010,444100,67649.51,82.16546,82.28526,.5342162,.5239083
"M",54,2011,440762,65716.33,83.00325,83.09525,.5418128,.5306386
"M",54,2012,441588,65254.59,83.62789,83.70112,.5253225,.5137007
"M",54,2013,438295,64874.11,83.37583,83.45136,.5467622,.5352989
"M",54,2014,421295,64155.37,83.21758,83.29605,.5489718,.537537
"M",55,2001,391392,72797.21,81.02966,81.158,.635748,.6235929
"M",55,2002,402526,73277.12,82.09033,82.19393,.596044,.5816681
"M",55,2003,410783,71942.85,82.90335,82.9922,.5586491,.5462919
"M",55,2004,417358,70823.04,81.86176,81.97467,.572801,.5600226
"M",55,2005,422527,70224.62,81.97675,82.0845,.5503818,.5389783
"M",55,2006,427235,70750.72,82.03638,82.15119,.5925015,.5792546
"M",55,2007,431316,70709.66,82.81601,82.91451,.587709,.5761464
"M",55,2008,435844,71271.42,83.2171,83.3045,.5480103,.5362963
"M",55,2009,445225,71011.69,82.60973,82.71994,.563882,.5530541
"M",55,2010,444228,69159.83,83.54442,83.63867,.5300344,.5173827
"M",55,2011,440866,67238.36,83.55074,83.64217,.5356514,.5249873
"M",55,2012,441601,66780.56,82.88354,82.98154,.5576285,.5457519
"M",55,2013,438293,66406.9,82.31542,82.42348,.6019424,.5898896
"M",55,2014,421433,65650.66,83.13724,83.22675,.5753747,.5632492
"M",56,2001,391386,74209.53,81.51365,81.63501,.5728056,.5598211
"M",56,2002,402642,74717.24,82.18472,82.29055,.5880262,.5742524
"M",56,2003,410808,73370.11,80.93543,81.06957,.5833517,.5715306
"M",56,2004,417376,72254.27,82.77986,82.8755,.5292325,.5164148
"M",56,2005,422445,71675.09,82.74307,82.84348,.5684744,.5561603
"M",56,2006,427411,72229.53,82.93833,83.0354,.5274498,.5145878
"M",56,2007,431395,72201.94,83.61755,83.70088,.5642642,.5517707
"M",56,2008,435947,72792.2,83.24288,83.3388,.5728813,.5597959
"M",56,2009,445225,72564.3,83.01524,83.12421,.5451444,.5342889
"M",56,2010,444221,70685.62,83.16798,83.28371,.5423605,.530381
"M",56,2011,440806,68784.85,84.06654,84.14754,.5250629,.51311
"M",56,2012,441669,68327.4,82.70027,82.8145,.5801442,.5689586
"M",56,2013,438252,67959.91,83.08546,83.18641,.5975993,.5853867
"M",56,2014,421320,67168.4,82.85702,82.96234,.5774524,.5651298
"M",57,2001,391454,75641.09,81.16883,81.30198,.628239,.6152545
"M",57,2002,402544,76175.18,82.33643,82.4455,.5918573,.5772076
"M",57,2003,410827,74815.6,80.94113,81.07933,.6078781,.596037
"M",57,2004,417402,73704.08,81.02956,81.16728,.6021683,.5883346
"M",57,2005,422589,73149.08,82.94348,83.04527,.5625852,.5504595
"M",57,2006,427296,73727.28,82.94222,83.04134,.5473969,.5346873
"M",57,2007,431374,73713.63,83.40424,83.49804,.5633811,.5518687
"M",57,2008,435887,74330.64,83.64962,83.7381,.5361517,.5237637
"M",57,2009,445348,74137.72,83.22077,83.32711,.5333365,.5220194
"M",57,2010,444225,72233.54,82.8507,82.97186,.5828202,.5709921
"M",57,2011,440871,70355.48,83.18298,83.28542,.560522,.5481257
"M",57,2012,441688,69900.61,82.9275,83.02933,.548208,.5358819
"M",57,2013,438403,69534.84,84.20211,84.28075,.5449545,.532487
"M",57,2014,421387,68710.54,84.99077,85.0412,.4994022,.4884758
"M",58,2001,391392,77087.17,81.34436,81.47586,.6124297,.6000138
"M",58,2002,402699,77650.97,82.20953,82.32621,.6153281,.6027104
"M",58,2003,410872,76277.96,81.46487,81.5965,.6161559,.6017662
"M",58,2004,417444,75174.03,81.83347,81.96255,.627737,.6144807
"M",58,2005,422518,74645.19,83.54132,83.63131,.5642756,.5526777
"M",58,2006,427388,75249,83.25455,83.35107,.5768885,.5648988
"M",58,2007,431401,75246.63,84.07613,84.15797,.5580013,.545491
"M",58,2008,435984,75892.56,82.43575,82.55691,.6066327,.5943672
"M",58,2009,445291,75735.02,84.12914,84.21301,.5088942,.4988431
"M",58,2010,444396,73805.07,82.78042,82.90771,.5905293,.5770367
"M",58,2011,440883,71948.13,83.50872,83.60874,.5811631,.568532
"M",58,2012,441735,71494.54,82.83764,82.94756,.5750071,.5628889
"M",58,2013,438305,71137.18,83.66484,83.7524,.5748047,.5623309
"M",58,2014,421338,70270.98,84.46233,84.53199,.5193934,.5079602
"M",59,2001,391565,78551.81,81.13407,81.27241,.6565141,.6433295
"M",59,2002,402681,79144.95,82.70682,82.80994,.5836147,.5693751
"M",59,2003,410846,77761.92,82.38926,82.49966,.5896764,.5752922
"M",59,2004,417428,76659.15,83.05605,83.161,.6141549,.6009678
"M",59,2005,422595,76159.35,82.51734,82.63123,.6214103,.6084666
"M",59,2006,427362,76791.14,83.2067,83.30675,.5865802,.5739575
"M",59,2007,431405,76805.96,83.49963,83.5972,.6048797,.5935985
"M",59,2008,435954,77480.16,82.94251,83.05189,.5811383,.5700194
"M",59,2009,445314,77358.03,83.25768,83.36459,.5556134,.5442788
"M",59,2010,444170,75397.08,83.80109,83.90443,.5371039,.5247041
"M",59,2011,440955,73565.76,83.90039,83.99683,.5757747,.5622113
"M",59,2012,441728,73113.14,83.54419,83.63889,.5802367,.5673934
"M",59,2013,438242,72760.74,82.54623,82.66367,.6096291,.5962636
"M",59,2014,421446,71855.39,83.88488,83.97154,.5683241,.5548875
"M",60,2001,391472,80035.49,81.73444,81.86458,.6519909,.6374071
"M",60,2002,402631,80660.32,83.12546,83.22342,.6102938,.5960934
"M",60,2003,410824,79268.91,82.34182,82.45451,.5799555,.5679794
"M",60,2004,417420,78167.85,83.39534,83.49286,.5817138,.569398
"M",60,2005,422603,77696.89,82.32346,82.44147,.5903723,.5774246
"M",60,2006,427420,78355.75,82.24722,82.37,.6495413,.6358738
"M",60,2007,431371,78392.13,83.49595,83.58629,.5843531,.5696003
"M",60,2008,435926,79093.21,83.56369,83.66418,.5984758,.5854964
"M",60,2009,445407,79001.75,84.20412,84.29229,.5147722,.5028065
"M",60,2010,444333,77020.93,83.36931,83.48529,.572726,.5604109
"M",60,2011,440962,75207.19,83.93904,84.03087,.5437447,.5319535
"M",60,2012,441616,74756.53,83.95306,84.0426,.5441371,.5325437
"M",60,2013,438421,74409.61,83.52856,83.62707,.5972404,.5835664
"M",60,2014,421382,73467.95,84.41236,84.4837,.5561848,.5444515
"M",61,2001,391484,81541.48,82.23798,82.35877,.6187956,.6032929
"M",61,2002,402691,82203.84,81.89594,82.02493,.6376447,.6244339
"M",61,2003,410877,80793.94,82.66789,82.77728,.5869603,.5750747
"M",61,2004,417428,79701.16,82.48313,82.59773,.579825,.5669593
"M",61,2005,422564,79258.61,82.35188,82.4672,.5904977,.5786797
"M",61,2006,427518,79941.75,83.15497,83.26228,.6006331,.5882058
"M",61,2007,431379,79999.94,83.50569,83.60107,.5919479,.5790219
"M",61,2008,436051,80730.13,83.6236,83.72139,.577571,.5647583
"M",61,2009,445392,80672.74,83.11147,83.22927,.5908285,.5782219
"M",61,2010,444266,78670.33,84.02214,84.11726,.5251611,.5147818
"M",61,2011,440997,76876.65,84.53036,84.6134,.5334468,.5212916
"M",61,2012,441777,76428.25,83.7979,83.89377,.5741089,.5619431
"M",61,2013,438438,76087.01,84.04911,84.13425,.5637676,.5517281
"M",61,2014,421493,75108.16,84.95036,85.02215,.5472314,.5353256
"M",62,2001,391578,83077.47,82.40486,82.52456,.6339276,.6206272
"M",62,2002,402733,83775.43,82.07262,82.1974,.6368251,.6226432
"M",62,2003,410929,82345.24,82.2712,82.39058,.6173966,.6050354
"M",62,2004,417465,81259.27,83.32429,83.42575,.5580576,.5463134
"M",62,2005,422597,80843.81,83.75799,83.84649,.5412429,.5293861
"M",62,2006,427490,81553.89,83.42033,83.52483,.5934855,.5795425
"M",62,2007,431562,81632.64,84.24172,84.32087,.5325865,.5203502
"M",62,2008,436059,82399.44,82.15982,82.29546,.6631973,.6493129
"M",62,2009,445381,82376.48,83.5317,83.63631,.542681,.5311034
"M",62,2010,444344,80344.07,83.13182,83.26131,.5943677,.5809806
"M",62,2011,441035,78575.29,84.24738,84.34326,.5681111,.5555332
"M",62,2012,441729,78131.53,83.6596,83.7587,.5531316,.5416752
"M",62,2013,438388,77796.58,84.10997,84.20588,.5842682,.5727287
"M",62,2014,421410,76772.18,84.9308,85.00589,.5381269,.5262097
"M",63,2001,391424,84637.52,83.33952,83.44068,.5761434,.5613224
"M",63,2002,402776,85375.74,82.9873,83.09309,.6027355,.5903071
"M",63,2003,410906,83930.84,82.18904,82.31123,.6126507,.5994115
"M",63,2004,417449,82838.77,82.61432,82.7371,.6188506,.6055095
"M",63,2005,422623,82454.97,83.19586,83.3,.5567527,.54347
"M",63,2006,427449,83197.41,83.36774,83.47368,.6091679,.5952261
"M",63,2007,431485,83294.73,84.86597,84.93387,.5122921,.5008233
"M",63,2008,435990,84097.13,85.0416,85.10974,.4901658,.4792909
"M",63,2009,445377,84114.25,84.05807,84.1601,.5692015,.5571902
"M",63,2010,444350,82047.26,83.68284,83.80213,.5873575,.5749688
"M",63,2011,440960,80305.66,84.45506,84.55003,.5748042,.5624833
"M",63,2012,441823,79865.37,84.40849,84.49422,.5457292,.5332579
"M",63,2013,438345,79535.32,83.28262,83.39568,.5794706,.5661486
"M",63,2014,421551,78466.3,84.30482,84.39638,.5926245,.578833
"M",64,2001,391576,86228.05,82.86835,82.98425,.625903,.6111412
"M",64,2002,402744,87012.72,81.33382,81.47775,.6595603,.6450512
"M",64,2003,410897,85545,82.58846,82.70103,.5905355,.5752302
"M",64,2004,417452,84447.32,82.59563,82.71605,.6151242,.6020887
"M",64,2005,422615,84095.57,82.87939,82.99644,.6087434,.5957623
"M",64,2006,427461,84865.34,82.76369,82.88142,.6123181,.5979619
"M",64,2007,431485,84984.18,84.08093,84.17133,.5683582,.5560062
"M",64,2008,436017,85830.4,83.65769,83.76424,.620004,.6067171
"M",64,2009,445393,85881.13,85.09569,85.17295,.5177663,.5071375
"M",64,2010,444468,83785.93,83.9602,84.07278,.5508019,.5395499
"M",64,2011,441028,82074.77,84.36396,84.45815,.5672497,.5548881
"M",64,2012,441861,81633.12,83.52782,83.64161,.6022574,.5890507
"M",64,2013,438526,81307.99,84.39429,84.49014,.5876717,.5751073
"M",64,2014,421557,80201.67,84.49915,84.58408,.5763515,.5635172
"M",65,2001,391511,87853.31,82.2697,82.4,.6413913,.6283843
"M",65,2002,402741,88679.59,82.73195,82.84798,.62391,.6092842
"M",65,2003,410940,87189.85,82.62128,82.74022,.6415663,.6282065
"M",65,2004,417546,86084.46,82.72436,82.84586,.622223,.6092235
"M",65,2005,422630,85761.2,83.46072,83.56921,.5990563,.5854851
"M",65,2006,427538,86565.77,83.84895,83.94825,.5793959,.5664849
"M",65,2007,431477,86709.3,84.12173,84.21497,.5707002,.556428
"M",65,2008,436082,87596.5,83.98717,84.08303,.577677,.5656363
"M",65,2009,445446,87684.33,85.1871,85.26366,.5204639,.5094894
"M",65,2010,444418,85558.14,83.78708,83.90601,.5807112,.5680845
"M",65,2011,441123,83878.23,83.77333,83.88483,.588748,.5761755
"M",65,2012,441845,83435.97,84.80557,84.88609,.5645233,.5525915
"M",65,2013,438440,83122.76,84.79221,84.87775,.5807842,.5666457
"M",65,2014,421539,81971.74,85.53754,85.60048,.5116801,.5013322
"M",66,2001,391521,89513.68,83.12997,83.24129,.59391,.5801818
"M",66,2002,402734,90383.04,82.46618,82.59172,.6277007,.6126403
"M",66,2003,410997,88869.62,83.6503,83.7518,.6085244,.5941101
"M",66,2004,417523,87757.62,83.24245,83.3579,.6208324,.6068166
"M",66,2005,422754,87460.31,84.36412,84.45276,.5605571,.5470687
"M",66,2006,427575,88301.34,84.06658,84.16583,.5820218,.5690082
"M",66,2007,431571,88472.84,83.32408,83.43636,.6033736,.5906708
"M",66,2008,436143,89398.73,83.70373,83.81162,.5714208,.5592378
"M",66,2009,445384,89531.22,84.80094,84.8888,.5263535,.5145667
"M",66,2010,444486,87367.83,83.77608,83.89738,.6026009,.589291
"M",66,2011,441009,85718.88,84.75325,84.84617,.5636582,.5522972
"M",66,2012,441824,85276.55,84.21501,84.30993,.5478089,.5359818
"M",66,2013,438514,84977.89,84.84139,84.92029,.5333532,.5223328
"M",66,2014,421549,83775.26,84.92097,85.0023,.5523764,.5413275
"M",67,2001,391521,91216.06,82.01091,82.15269,.6706303,.6577337
"M",67,2002,402767,92131.89,82.52818,82.66056,.6652088,.648233
"M",67,2003,410976,90595.34,82.76602,82.8878,.6353697,.6205089
"M",67,2004,417600,89465.56,83.32464,83.44024,.6216413,.6073666
"M",67,2005,422659,89197.05,83.60434,83.71446,.6318384,.616981
"M",67,2006,427580,90073.16,83.66928,83.77973,.5990117,.5854709
"M",67,2007,431624,90276.23,83.87049,83.97407,.6121193,.5989695
"M",67,2008,436138,91243.4,83.73804,83.85114,.5867169,.5746262
"M",67,2009,445481,91418.5,84.27093,84.37854,.591499,.5777543
"M",67,2010,444420,89219.67,85.50064,85.58331,.532838,.5211641
"M",67,2011,441040,87599.54,83.8132,83.93233,.6270387,.6141466
"M",67,2012,441823,87156.97,83.89701,84.00877,.5804216,.5676684
"M",67,2013,438502,86869.22,84.75864,84.85203,.5855634,.5731896
"M",67,2014,421558,85623.3,85.34473,85.42049,.5632693,.5502846
"M",68,2001,391579,92955.83,83.63345,83.74664,.6381988,.6212301
"M",68,2002,402877,93923.88,84.12343,84.22704,.6227093,.6087123
"M",68,2003,410983,92357.17,82.83255,82.95938,.6272358,.6114674
"M",68,2004,417535,91212.43,84.00317,84.10634,.5808133,.5685764
"M",68,2005,422714,90972.72,83.48473,83.60365,.6097328,.5952266
"M",68,2006,427540,91883.75,85.03423,85.11714,.5448434,.5316728
"M",68,2007,431529,92118.12,84.71281,84.80245,.565134,.5517829
"M",68,2008,436067,93128.75,84.18404,84.28767,.583058,.5704643
"M",68,2009,445432,93352.1,83.79456,83.91573,.6018377,.5875475
"M",68,2010,444519,91113.49,84.3501,84.4648,.5700793,.5576969
"M",68,2011,441140,89516.85,85.00394,85.10039,.5535376,.5413597
"M",68,2012,441950,89082.28,85.87606,85.94259,.5017831,.4904727
"M",68,2013,438526,88797.98,84.99173,85.08482,.5736924,.5611567
"M",68,2014,421623,87503.34,85.8409,85.91496,.5396934,.5268706
"M",69,2001,391630,94747.28,82.68687,82.82593,.6616245,.6459836
"M",69,2002,402805,95765.33,82.6881,82.82443,.6722325,.6569114
"M",69,2003,411098,94162.33,83.27645,83.39864,.6136538,.5992059
"M",69,2004,417637,93004.96,83.25529,83.38464,.6499018,.6337096
"M",69,2005,422721,92791.43,83.69621,83.8171,.6169927,.6021419
"M",69,2006,427613,93738.12,84.83517,84.92667,.5311859,.5181842
"M",69,2007,431552,94010.75,83.63144,83.75311,.6323016,.6166043
"M",69,2008,436081,95057.51,84.35386,84.46549,.6221513,.6072564
"M",69,2009,445517,95333.46,84.02686,84.1522,.6068466,.5935206
"M",69,2010,444552,93054.2,84.06624,84.19728,.5939525,.581268
"M",69,2011,441139,91480.77,83.60751,83.74668,.6194155,.6057634
"M",69,2012,441830,91057.33,85.49681,85.57849,.5156525,.5049779
"M",69,2013,438505,90783.21,85.83655,85.91209,.5158978,.5041209
"M",69,2014,421633,89432.13,85.02682,85.12794,.6144077,.6002606
"M",70,2001,391568,96589.21,83.22215,83.35242,.6729894,.6562615
"M",70,2002,402736,97658.61,81.81077,81.96891,.6830835,.6692396
"M",70,2003,411021,96021.65,82.82118,82.95835,.6549569,.6396688
"M",70,2004,417618,94843.66,82.91682,83.05411,.6430046,.6268041
"M",70,2005,422768,94659.07,82.66245,82.80818,.6263191,.6129813
"M",70,2006,427558,95643.58,83.74477,83.86925,.6467395,.6321797
"M",70,2007,431594,95950,83.26927,83.40378,.6626168,.6468033
"M",70,2008,436095,97041.16,84.83336,84.93504,.604816,.5924407
"M",70,2009,445477,97370.31,84.89086,84.99602,.5658271,.5524294
"M",70,2010,444421,95046.69,84.16647,84.30078,.5838786,.5716725
"M",70,2011,441173,93498.34,85.10457,85.20124,.5646542,.5525214
"M",70,2012,441930,93088.14,84.60549,84.71417,.5724448,.5590057
"M",70,2013,438563,92823.48,85.14922,85.24078,.5590966,.5462138
"M",70,2014,421554,91415.95,85.73099,85.82046,.5764595,.5624618
"M",71,2001,391463,98485.18,82.07033,82.2246,.7148291,.7010537
"M",71,2002,402936,99609.69,83.60828,83.72662,.6312051,.6156521
"M",71,2003,411013,97934.36,83.11417,83.24613,.6595733,.6450086
"M",71,2004,417593,96734.18,83.82591,83.9465,.6227836,.6074515
"M",71,2005,422715,96574.07,83.60003,83.72845,.648778,.6330211
"M",71,2006,427532,97595.89,84.61156,84.71461,.5884328,.5748231
"M",71,2007,431633,97935.81,84.05112,84.16476,.6040908,.5909036
"M",71,2008,436202,99080.57,84.62635,84.72926,.5847522,.571436
"M",71,2009,445563,99465.34,84.83716,84.94488,.5702711,.5572284
"M",71,2010,444496,97092.98,84.94128,85.05268,.5450686,.5330554
"M",71,2011,441156,95576.9,85.92795,86.00612,.5081335,.4974999
"M",71,2012,441963,95176.68,85.59488,85.67694,.5092514,.4976437
"M",71,2013,438593,94924.69,86.2396,86.30529,.4987567,.4878785
"M",71,2014,421653,93458.11,85.42365,85.51704,.5697703,.5556669
"M",72,2001,391605,100443.9,83.77125,83.88975,.6595264,.643069
"M",72,2002,402808,101623.5,83.38062,83.50591,.6432762,.6275663
"M",72,2003,411057,99900.74,83.19975,83.32554,.6170525,.6041287
"M",72,2004,417660,98680.85,83.03508,83.16687,.6165622,.6027078
"M",72,2005,422752,98545.78,84.75414,84.84985,.5933016,.5796185
"M",72,2006,427562,99605.35,82.33823,82.48978,.6762137,.6617589
"M",72,2007,431657,99980.53,85.22292,85.31052,.5764285,.5628343
"M",72,2008,436142,101175.5,84.49205,84.5948,.5889503,.5743439
"M",72,2009,445584,101619.7,84.99654,85.09704,.5683764,.5556955
"M",72,2010,444512,99193.66,84.68404,84.79927,.5932008,.5800925
"M",72,2011,441172,97717.1,84.21396,84.33692,.6203023,.6067488
"M",72,2012,441924,97325.1,85.21736,85.31422,.5827007,.5702834
"M",72,2013,438539,97089.43,85.61278,85.69809,.5566275,.5432593
"M",72,2014,421644,95562.35,86.2472,86.31504,.5254303,.5139706
"M",73,2001,391631,102468.5,83.72675,83.84125,.6404384,.6240581
"M",73,2002,402878,103715.2,82.84291,82.976,.6756212,.6584198
"M",73,2003,411069,101942.8,83.64933,83.76434,.6443209,.6287717
"M",73,2004,417640,100686.9,84.46587,84.56532,.6106771,.5968682
"M",73,2005,422821,100578.7,84.03825,84.15324,.6329883,.6191103
"M",73,2006,427635,101672,84.85635,84.95415,.5858323,.5725362
"M",73,2007,431614,102081.8,85.03985,85.13232,.6092719,.5963484
"M",73,2008,436177,103333.7,86.1263,86.19579,.5057909,.4948137
"M",73,2009,445609,103841.3,85.57432,85.66081,.5393427,.526192
"M",73,2010,444574,101363.8,85.82966,85.91142,.4897216,.4790936
"M",73,2011,441138,99919.7,85.72946,85.81591,.5478669,.5348263
"M",73,2012,441910,99543.74,85.07369,85.16927,.5701035,.5568147
"M",73,2013,438621,99321.08,85.76987,85.84866,.5338599,.5229497
"M",73,2014,421692,97735.04,84.95254,85.05738,.6165869,.6016685
"M",74,2001,391687,104576.3,82.5402,82.67897,.6948354,.6765323
"M",74,2002,402867,105884.3,82.53249,82.66838,.6772505,.6616237
"M",74,2003,411075,104055.6,82.9596,83.09283,.6945524,.6793402
"M",74,2004,417590,102763.2,83.69887,83.81929,.6723312,.6560047
"M",74,2005,422812,102677.4,83.76692,83.88341,.6503053,.636071
"M",74,2006,427650,103798.9,84.66647,84.76328,.620275,.606447
"M",74,2007,431697,104248.6,84.60751,84.70715,.6155364,.600031
"M",74,2008,436199,105560.4,85.40411,85.49346,.592222,.578398
"M",74,2009,445592,106129.9,84.95307,85.05342,.5728726,.559972
"M",74,2010,444538,103596.4,85.17261,85.2756,.5547796,.5422429
"M",74,2011,441189,102199.3,84.73268,84.84023,.59749,.5845804
"M",74,2012,441930,101836.5,85.6797,85.75987,.5561122,.5444429
"M",74,2013,438635,101637.3,86.10066,86.16794,.5315391,.5210748
"M",74,2014,421686,99977.63,85.78657,85.8742,.5791585,.5661666
"M",75,2001,391680,106766.1,83.84653,83.95517,.6386939,.6218727
"M",75,2002,402817,108143.2,83.31951,83.438,.6616164,.6462633
"M",75,2003,411162,106255.7,82.66644,82.80054,.6994698,.6836743
"M",75,2004,417734,104911.4,83.55829,83.67854,.6617068,.6465871
"M",75,2005,422828,104848.6,84.5163,84.61849,.6508141,.6363974
"M",75,2006,427701,105998,84.54642,84.64664,.6385959,.6246556
"M",75,2007,431655,106491.8,85.02426,85.11566,.584626,.5705842
"M",75,2008,436232,107860.2,85.23354,85.32166,.6118255,.5988263
"M",75,2009,445616,108497.4,85.11102,85.20936,.5904658,.5775825
"M",75,2010,444667,105898.8,84.47926,84.59579,.5892208,.574936
"M",75,2011,441166,104570.2,84.26719,84.38656,.6276772,.6144798
"M",75,2012,442041,104212.2,86.13631,86.19951,.4974166,.4872198
"M",75,2013,438673,104042.2,86.4518,86.52126,.5764806,.565017
"M",75,2014,421646,102302,86.05434,86.13046,.5900699,.5761628
"M",76,2001,391721,109049.1,82.5074,82.64709,.7130961,.697198
"M",76,2002,402937,110495.3,83.4592,83.57635,.6828018,.6674563
"M",76,2003,411043,108547.6,83.65354,83.76479,.6428758,.6292127
"M",76,2004,417681,107144.2,83.63749,83.74985,.633414,.6177331
"M",76,2005,422875,107099.2,85.4828,85.56058,.5889655,.5741421
"M",76,2006,427677,108290.2,84.82265,84.91676,.6154615,.6021082
"M",76,2007,431741,108827.9,85.08205,85.17115,.6176897,.6045099
"M",76,2008,436271,110262.1,85.69188,85.76692,.5520903,.5385956
"M",76,2009,445594,110962.8,84.72768,84.83463,.6292055,.6151956
"M",76,2010,444568,108275.8,86.0004,86.07689,.5142832,.5024694
"M",76,2011,441210,107026.4,85.22073,85.31107,.5684259,.5562091
"M",76,2012,441961,106693.9,86.04772,86.11885,.5085984,.4978457
"M",76,2013,438650,106545.1,84.80809,84.91506,.6461654,.6318276
"M",76,2014,421733,104721.3,86.44662,86.51114,.547827,.5358013
"M",77,2001,391685,111436.9,83.47621,83.5915,.6639479,.6480985
"M",77,2002,402820,112959.3,83.64982,83.758,.6627116,.646498
"M",77,2003,411226,110938.2,82.90482,83.03551,.6865658,.6714913
"M",77,2004,417760,109471.5,82.4985,82.63947,.7145306,.6993884
"M",77,2005,422848,109438.2,84.57491,84.67008,.6143437,.5985219
"M",77,2006,427675,110683.2,84.4438,84.54769,.6645156,.6496916
"M",77,2007,431712,111273.2,85.21276,85.3018,.6615148,.6465903
"M",77,2008,436300,112791.8,85.65476,85.72789,.5670725,.5541201
"M",77,2009,445667,113552.7,85.84583,85.91702,.5104722,.4990144
"M",77,2010,444602,110766.9,85.27847,85.37691,.5784234,.5667465
"M",77,2011,441211,109584.2,85.38867,85.4737,.5489588,.5354943
"M",77,2012,441976,109280.3,84.65388,84.75771,.6132651,.6000246
"M",77,2013,438679,109154.3,86.36181,86.42789,.5560745,.5439652
"M",77,2014,421706,107241.9,85.61755,85.70499,.6003926,.587263
"M",78,2001,391771,113945.2,83.48463,83.59928,.6927428,.6764427
"M",78,2002,402861,115547.3,82.53115,82.6638,.7134773,.6983491
"M",78,2003,411083,113455.8,83.44603,83.55826,.6750454,.6611118
"M",78,2004,417672,111906.5,84.30281,84.39945,.6434838,.6285534
"M",78,2005,422831,111877.9,83.8935,83.9998,.6606149,.6449665
"M",78,2006,427715,113186.9,83.73582,83.8587,.7266485,.7108862
"M",78,2007,431694,113846.6,84.45866,84.55709,.6496888,.6367627
"M",78,2008,436263,115458.4,85.66003,85.73545,.5686809,.5568376
"M",78,2009,445634,116287,85.97177,86.04394,.5399544,.5278045
"M",78,2010,444628,113390.7,86.41377,86.48735,.5494238,.5385675
"M",78,2011,441277,112253.8,85.42943,85.51794,.6229309,.6109874
"M",78,2012,442055,111975.3,85.96774,86.03959,.572717,.5608097
"M",78,2013,438751,111880.3,85.10688,85.20082,.6248982,.6115711
